word_id,incomparable
5092,
5094,
5105,0
5110,0
5114,0
5123,0
5124,0
5131,0
5151,1
5153,0
5167,1
5175,0
5177,0
5178,0
5185,0
5193,
5198,0
5200,0
5217,0
5231,0
5239,0
5241,0
5242,0
5251,
5258,
5260,0
5263,0
5283,0
5285,
5286,0
5299,0
5300,0
5303,0
5308,
5310,0
5311,0
5317,0
5324,
5346,0
5351,1
5354,0
5358,0
5359,
5371,0
5380,0
5383,0
5390,0
5394,0
5399,
5406,
5410,
5415,0
5417,0
5423,0
5429,0
5431,0
5443,0
5444,0
5452,0
5463,0
5464,0
5471,0
5473,0
5474,
5483,0
5495,0
5501,
5503,0
5509,0
5514,0
5521,
5524,0
5528,0
5529,
5532,0
5534,0
5539,0
5540,
5545,0
5546,0
5549,
5555,
5559,
5568,0
5570,0
5574,0
5582,0
5601,0
5608,0
5627,0
5637,
5643,0
5648,0
5660,
5661,0
5668,
5674,0
5680,0
5684,
5689,0
5702,
5706,0
5708,0
5709,0
5711,0
5716,0
5721,0
5731,0
5740,0
5752,0
5753,0
5762,0
5769,0
5771,0
5773,0
5777,0
5783,0
5785,0
5797,
5799,0
5805,
5822,0
5828,0
5831,0
5837,0
5843,
5862,0
5867,0
5868,0
5870,
5875,
5886,0
5899,
5900,0
5901,0
5903,0
5906,0
5915,0
5922,0
5931,0
5939,0
5941,0
5943,0
5948,0
5950,0
5966,0
5968,
5978,0
5984,0
5992,
6001,
6003,0
6005,0
6011,0
6018,
6020,0
6022,
6023,0
6025,0
6028,0
6030,
6031,0
6042,
6051,
6053,0
6058,0
6059,0
6060,
6067,0
6069,1
6074,0
6090,0
6092,1
6093,0
6111,
6114,0
6119,
6121,0
6125,
6138,0
6146,
6148,
6149,
6155,0
6162,0
6173,0
6180,0
6182,
6184,0
6185,0
6190,0
6191,0
6194,
6196,0
6199,
6211,0
6213,
6214,
6221,0
6226,0
6230,0
6233,
6234,
6241,0
6243,0
6244,0
6248,0
6252,0
6254,
6257,0
6259,
6270,
6274,0
6306,0
6316,0
6327,
6336,
6339,
6373,0
6381,0
6384,0
6385,1
6388,0
6398,0
6401,
6402,
6419,0
6420,
6425,0
6431,
6436,
6441,0
6442,0
6455,0
6462,
6463,0
6480,0
6483,
6487,0
6491,0
6493,0
6498,
6506,0
6510,0
6513,0
6516,0
6518,0
6536,0
6541,
6552,
6580,0
6589,0
6592,0
6606,0
6607,0
6609,0
6610,
6615,0
6629,
6630,
6637,0
6641,0
6642,
6648,0
6651,0
6653,
6656,0
6663,
6665,0
6667,0
6668,1
6674,1
6676,0
6680,0
6683,0
6698,0
6701,0
6704,
6717,0
6720,
6722,0
6725,
6739,
6740,0
6745,0
6748,0
6759,0
6761,0
6769,0
6771,
6776,0
6779,
6780,0
6783,
6788,0
6799,0
6802,
6803,0
6806,0
6810,0
6811,
6815,0
6825,0
6839,
6840,0
6841,
6847,0
6848,0
6865,0
6876,0
6879,
6880,0
6895,0
6899,0
6904,0
6916,0
6917,0
6925,0
6927,0
6928,
6934,0
6939,1
6948,
6956,0
6961,1
6963,0
6964,0
6968,
6971,
6973,0
6975,
6976,0
6980,0
6986,0
7001,0
7006,0
7018,
7019,0
7021,
7022,
7031,
7043,0
7045,0
7054,0
7070,
7082,0
7084,0
7087,0
7090,0
7093,0
7095,0
7101,0
7114,
7124,0
7125,0
7129,1
7131,0
7132,0
7134,0
7139,
7161,0
7164,0
7169,
7170,0
7179,0
7180,
7185,0
7186,
7198,0
7203,0
7208,0
7209,1
7211,0
7215,
7219,0
7221,0
7226,0
7228,
7234,0
7237,
7239,0
7243,0
7250,
7253,
7258,
7264,0
7273,0
7279,0
7288,0
7289,
7293,
7295,0
7309,0
7312,0
7319,0
7321,0
7343,0
7350,0
7359,0
7369,0
7370,
7384,0
7386,
7391,1
7396,0
7397,0
7398,0
7401,0
7408,0
7421,0
7424,0
7429,
7431,0
7432,
7433,0
7434,0
7441,0
7471,0
7475,0
7477,
7486,
7489,
7498,0
7511,0
7514,0
7517,0
7519,
7523,0
7534,
7551,0
7558,0
7560,
7562,0
7568,0
7570,0
7572,
7574,0
7575,0
7581,0
7585,
7598,0
7600,0
7613,
7639,0
7647,0
7653,0
7654,0
7664,0
7667,
7673,0
7674,
7679,0
7687,0
7689,0
7699,0
7708,0
7709,
7710,
7712,
7719,
7722,0
7737,
7738,
7756,0
7757,0
7764,0
7771,
7786,0
7788,0
7794,
7800,
7802,0
7804,
7806,0
7810,0
7812,
7816,1
7818,0
7826,
7829,
7841,
7844,0
7878,0
7884,
7885,0
7888,0
7891,
7893,
7902,0
7904,
7908,0
7912,0
7913,
7917,0
7924,0
7929,0
7939,0
7940,
7945,
7959,
7963,0
7966,0
7973,
7980,0
7987,
7989,0
7990,0
7993,0
7996,
8000,0
8001,0
8002,
8007,0
8018,0
8022,0
8023,1
8025,0
8032,0
8044,0
8047,0
8052,0
8059,
8060,0
8068,0
8069,
8077,
8078,
8080,0
8085,
8087,0
8088,0
8090,0
8098,0
8099,0
8103,0
8109,0
8111,0
8116,0
8119,0
8125,0
8128,0
8135,0
8143,0
8153,0
8157,
8164,0
8168,
8172,0
8175,1
8179,0
8185,0
8190,
8192,0
8193,0
8194,0
8195,0
8199,0
8200,0
8201,0
8206,
8211,
8217,0
8218,
8223,0
8227,0
8228,0
8236,0
8246,0
8252,0
8255,0
8274,0
8286,0
8289,0
8298,
8308,
8310,
8313,0
8319,0
8320,0
8321,0
8324,
8337,
8339,0
8341,
8344,0
8352,
8354,
8355,
8356,0
8363,0
8376,
8377,
8383,0
8388,
8412,0
8418,0
8430,
8431,
8436,0
8438,0
8445,0
8450,
8465,0
8466,
8467,0
8473,
8474,0
8480,0
8493,0
8495,0
8508,0
8509,0
8515,0
8530,
8534,0
8539,
8540,0
8546,
8550,
8553,
8559,0
8567,0
8568,0
8571,0
8573,0
8578,0
8583,
8584,0
8598,0
8614,1
8620,0
8624,
8627,0
8631,0
8640,
8649,0
8667,0
8671,0
8673,0
8678,
8681,
8686,0
8687,1
8689,0
8693,0
8694,0
8695,0
8699,0
8701,0
8714,0
8718,0
8722,
8727,0
8732,
8734,
8741,0
8743,0
8748,0
8755,0
8763,0
8769,0
8771,
8792,
8800,
8805,
8807,
8812,
8820,
8821,0
8824,0
8838,0
8840,0
8844,
8845,0
8856,
8867,0
8869,0
8871,0
8876,0
8878,
8879,0
8883,0
8885,0
8889,0
8895,0
8906,0
8917,1
8927,0
8933,
8937,0
8939,
8943,
8948,0
8951,0
8956,0
8958,
8962,0
8971,
8974,0
8975,
8977,0
8978,0
8986,
9003,0
9012,0
9022,
9029,0
9032,0
9035,
9041,0
9055,0
9060,0
9073,
9075,
9077,0
9079,0
9090,
9091,
9093,
9105,0
9108,
9111,
9112,
9114,0
9119,
9122,0
9129,
9130,0
9133,0
9146,
9151,0
9152,
9167,
9168,0
9171,0
9177,0
9181,0
9192,0
9193,0
9195,
9199,0
9213,0
9215,0
9225,
9234,0
9243,0
9246,0
9251,
9254,
9255,0
9256,0
9264,0
9266,0
9268,0
9270,0
9271,
9272,
9274,
9285,
9298,0
9300,0
9304,
9313,
9320,0
9325,0
9329,
9333,0
9335,0
9364,
9365,0
9366,0
9369,0
9371,0
9372,0
9378,
9380,
9383,
9386,0
9388,0
9392,0
9396,0
9403,0
9408,0
9411,0
9416,
9418,0
9421,0
9440,1
9442,0
9446,
9451,0
9452,0
9478,0
9488,0
9491,0
9496,0
9499,0
9500,
9505,
9508,
9519,0
9520,
9521,0
9526,0
9536,0
9540,
9545,
9546,0
9567,0
9571,
9583,0
9585,
9588,
9600,0
9604,
9611,0
9617,0
9619,0
9629,0
9633,0
9637,
9643,
9644,
9660,0
9661,0
9667,
9671,
9674,0
9677,0
9678,
9682,0
9684,0
9686,0
9689,
9690,0
9694,
9700,0
9712,0
9713,0
9718,0
9722,
9724,
9725,0
9729,0
9741,0
9749,
9750,0
9751,0
9754,
9755,0
9756,
9760,0
9763,
9768,
9769,
9775,0
9780,0
9787,0
9788,0
9793,
9795,0
9803,0
9804,0
9805,
9810,
9812,0
9813,0
9844,
9851,
9858,0
9859,
9869,1
9873,
9881,
9882,0
9893,
9896,0
9897,0
9902,
9910,
9912,0
9919,0
9925,0
9929,0
9930,0
9939,0
9942,0
9944,
9954,
9956,0
9960,
9968,
9971,
9974,0
9986,
9990,0
9992,0
10001,
10002,
10007,0
10021,0
10022,
10030,0
10032,
10046,0
10052,0
10064,
10070,
10073,1
10076,0
10078,0
10098,0
10102,0
10108,
10114,0
10120,0
10129,0
10141,
10143,0
10146,
10157,
10162,
10170,0
10172,
10177,
10182,
10183,
10184,1
10199,0
10203,0
10210,
10225,0
10227,0
10234,0
10238,0
10239,
10246,0
10258,0
10260,1
10268,
10273,0
10286,0
10287,
10302,1
10304,0
10307,
10312,
10315,0
10320,
10328,
10330,
10346,
10352,
10353,
10357,0
10359,
10372,
10375,
10381,0
10393,0
10399,
10408,0
10410,0
10413,
10421,
10424,0
10425,0
10437,0
10439,0
10440,
10449,0
10454,
10457,0
10460,
10467,0
10475,
10480,
10487,0
10496,
10505,
10511,0
10518,0
10522,0
10524,
10529,0
10530,0
10539,
10545,
10551,
10583,0
10584,0
10586,
10587,
10591,
10594,
10595,
10597,
10606,0
10607,0
10611,
10613,
10624,0
10644,0
10645,
10647,
10649,
10654,
10655,
10668,0
10672,
10675,
10676,
10683,0
10687,
10699,0
10702,
10703,0
10704,
10709,
10710,
10716,
10722,
10733,0
10734,0
10735,0
10743,0
10745,
10747,
10749,0
10756,0
10757,0
10762,0
10766,0
10773,0
10788,
10793,0
10799,0
10804,
10809,0
10817,
10821,
10823,
10824,
10825,0
10826,0
10839,
10859,0
10864,
10870,0
10877,0
10878,0
10895,
10900,0
10907,
10913,0
10921,0
10922,0
10944,1
10946,0
10948,
10949,0
10956,0
10962,
10965,0
10968,
10969,
10970,
10986,0
10990,0
11000,0
11014,0
11019,0
11031,0
11036,0
11038,
11041,0
11042,
11043,0
11051,0
11055,
11061,0
11067,
11076,0
11079,
11081,
11094,0
11096,
11097,
11103,0
11105,1
11112,1
11119,0
11121,
11127,
11137,0
11139,0
11142,0
11147,0
11151,
11153,
11159,0
11161,
11165,
11166,
11167,0
11170,
11171,
11175,
11191,0
11192,
11200,
11212,
11220,
11223,0
11228,
11233,0
11247,
11248,
11253,
11260,0
11261,
11264,
11265,0
11271,0
11281,0
11283,
11284,0
11292,0
11293,0
11299,
11301,
11305,0
11308,
11320,
11335,
11337,
11347,0
11349,
11354,0
11359,
11360,
11365,
11380,0
11382,
11385,0
11386,
11391,0
11397,
11398,
11406,
11408,
11410,
11415,
11418,
11419,
11428,0
11432,0
11434,0
11443,0
11448,
11451,0
11466,0
11467,
11471,0
11472,
11474,
11475,0
11476,
11498,0
11504,0
11510,
11515,
11524,
11527,
11542,
11547,
11558,0
11559,0
11572,0
11588,0
11591,
11595,0
11603,0
11604,0
11609,0
11617,0
11620,
11649,
11650,0
11667,
11669,0
11683,
11684,
11689,
11693,0
11695,0
11698,0
11716,0
11718,0
11720,0
11721,
11723,
11728,0
11733,0
11735,0
11743,
11746,0
11747,0
11749,
11750,0
11759,
11763,0
11767,0
11769,0
11779,0
11789,0
11795,0
11798,
11802,
11814,0
11824,0
11828,0
11832,
11837,0
11848,0
11850,0
11851,
11854,0
11860,0
11865,0
11869,0
11871,
11874,
11877,0
11882,
11884,0
11885,0
11887,0
11888,
11890,
11905,0
11911,
11914,0
11921,
11922,0
11924,0
11927,
11943,0
11948,0
11954,
11966,0
11968,0
11970,0
11971,0
11978,
11980,
11981,0
11982,
11996,0
12005,
12011,0
12015,
12019,0
12021,
12026,0
12033,
12040,0
12048,0
12050,
12075,
12077,0
12078,
12079,
12080,
12096,0
12104,
12106,
12111,
12112,
12114,0
12123,
12128,0
12137,
12141,
12151,0
12154,0
12160,0
12169,0
12171,0
12173,
12180,
12182,
12183,
12191,0
12195,
12197,0
12208,1
12211,
12212,0
12214,
12219,
12220,0
12221,
12224,0
12226,0
12233,
12236,
12240,
12251,
12255,0
12262,0
12265,0
12266,
12271,1
12283,1
12289,0
12294,
12296,0
12299,
12302,0
12307,0
12310,0
12317,
12324,0
12332,
12339,0
12343,
12345,0
12349,0
12356,0
12359,0
12365,0
12366,
12373,
12374,
12377,
12380,0
12383,0
12399,0
12406,
12419,
12420,
12422,
12425,
12426,
12430,0
12432,1
12436,
12451,0
12452,
12458,1
12462,
12469,0
12473,0
12475,0
12485,0
12486,
12491,
12495,0
12498,0
12502,
12504,1
12508,
12509,
12513,0
12517,0
12521,
12525,
12527,
12531,
12539,0
12551,0
12559,1
12564,0
12577,0
12580,0
12581,0
12583,0
12584,0
12592,
12593,0
12604,0
12615,0
12616,
12619,0
12620,1
12621,
12623,0
12642,0
12646,0
12647,
12656,0
12663,0
12666,0
12669,1
12695,
12702,
12708,
12709,
12712,0
12714,0
12715,
12717,
12722,0
12737,
12742,0
12746,0
12747,
12755,0
12760,0
12763,
12775,
12776,0
12781,0
12785,
12786,0
12789,
12790,0
12792,
12793,
12797,
12815,
12820,
12821,
12823,1
12845,0
12846,
12852,
12859,0
12864,
12871,
12880,0
12885,0
12889,
12892,
12893,
12897,
12903,0
12909,
12914,
12916,0
12919,
12922,0
12930,
12938,0
12957,
12965,
12979,
12983,
12990,0
12991,0
12993,
12996,
12998,0
13001,0
13002,0
13003,0
13004,0
13005,0
13009,0
13018,
13020,0
13026,
13028,0
13031,
13034,
13038,0
13049,0
13050,0
13054,
13055,0
13056,0
13060,0
13061,
13064,
13069,
13072,1
13083,0
13084,0
13085,0
13096,
13100,0
13107,
13109,0
13116,0
13127,
13133,
13134,
13135,
13140,
13141,0
13142,
13148,
13150,
13151,0
13161,0
13163,0
13167,
13171,0
13172,0
13178,0
13180,0
13185,
13188,
13190,
13191,
13192,0
13198,0
13204,0
13209,
13211,0
13213,0
13215,
13216,
13219,
13220,0
13221,0
13224,0
13253,0
13262,0
13265,0
13274,
13285,
13288,
13293,0
13298,
13299,
13301,
13302,
13306,0
13314,0
13317,
13319,0
13320,0
13325,
13329,0
13332,
13338,
13349,
13354,
13357,0
13358,
13363,
13364,0
13369,0
13372,0
13379,
13380,
13382,
13390,0
13391,0
13394,0
13407,0
13408,
13410,
13422,0
13428,0
13429,
13431,0
13438,
13440,
13450,
13457,
13459,0
13464,
13466,
13467,0
13485,
13488,
13490,0
13501,
13504,
13506,
13509,
13510,
13511,
13516,
13524,
13525,
13526,
13535,0
13538,
13542,
13548,
13551,0
13552,
13556,
13557,
13558,
13559,
13573,
13575,0
13580,0
13582,0
13586,1
13587,0
13596,
13598,
13604,
13606,0
13610,0
13617,
13618,0
13621,0
13624,1
13627,0
13629,0
13644,0
13646,0
13647,0
13657,0
13659,0
13675,0
13678,
13697,
13704,
13712,
13724,0
13725,0
13726,0
13731,
13732,0
13733,
13739,0
13740,
13744,
13747,
13753,0
13758,
13764,1
13765,0
13774,
13780,
13789,0
13795,
13806,0
13823,0
13826,0
13828,
13829,
13833,
13837,
13841,0
13844,
13845,
13846,
13847,
13850,
13854,
13865,0
13872,
13874,
13877,
13886,
13888,
13896,
13902,0
13907,0
13914,
13915,0
13918,0
13928,
13938,0
13941,0
13942,
13948,0
13959,
13965,
13970,0
13974,
13977,0
13978,
13982,1
13988,0
13992,1
14001,
14009,0
14014,0
14024,1
14037,
14039,0
14046,
14053,0
14054,
14062,0
14069,
14073,0
14077,
14078,0
14083,
14085,0
14090,
14096,0
14106,0
14112,
14113,0
14116,
14120,0
14121,0
14129,
14132,
14136,0
14145,
14146,0
14152,
14160,
14162,
14167,
14174,
14181,
14184,
14187,0
14198,0
14201,
14207,
14208,0
14223,1
14233,0
14240,
14241,0
14242,
14244,0
14253,
14255,
14256,
14265,0
14269,0
14275,0
14277,0
14279,
14280,
14288,0
14291,
14293,0
14296,
14297,
14302,
14303,
14304,
14307,0
14317,0
14320,
14322,
14325,0
14327,
14328,0
14337,0
14338,0
14341,
14343,0
14349,
14352,
14361,
14365,
14374,0
14381,0
14396,
14404,0
14412,1
14419,
14424,0
14428,0
14443,
14446,0
14447,
14449,0
14450,0
14454,
14458,
14462,0
14470,0
14473,0
14474,
14477,
14479,
14480,
14482,
14483,0
14486,
14505,0
14506,0
14507,
14510,0
14520,
14522,0
14525,0
14528,
14533,0
14535,0
14537,0
14552,0
14561,0
14564,
14568,0
14569,
14570,
14571,0
14578,0
14579,0
14583,0
14584,0
14587,1
14609,
14616,0
14618,
14630,
14641,
14642,0
14644,0
14646,0
14652,
14657,
14663,
14664,
14673,
14688,0
14702,
14703,0
14709,0
14712,0
14725,
14726,0
14744,
14750,0
14755,0
14757,0
14758,1
14761,
14762,
14775,0
14784,0
14786,
14793,0
14802,
14804,0
14810,0
14815,
14817,0
14821,0
14828,
14832,
14834,0
14839,0
14842,0
14844,
14845,0
14855,
14859,0
14860,0
14862,
14864,0
14865,
14868,0
14869,0
14872,0
14881,
14885,
14888,
14894,
14907,0
14916,0
14927,0
14930,0
14932,0
14935,
14937,0
14940,
14947,
14948,0
14954,0
14960,0
14964,
14966,0
14967,
14977,
14984,0
14989,
14990,0
15004,1
15005,
15009,
15010,
15014,0
15024,0
15029,
15030,
15031,0
15037,
15045,
15048,
15049,
15055,
15056,
15059,0
15075,
15080,0
15083,
15086,0
15089,
15091,0
15094,0
15096,0
15104,0
15106,
15117,0
15122,
15124,0
15125,
15136,
15137,0
15139,
15140,
15150,
15160,0
15162,
15163,
15164,
15172,
15180,
15181,
15184,0
15190,
15191,
15196,0
15204,0
15213,
15216,
15222,0
15225,
15235,
15254,0
15255,
15256,0
15258,0
15262,0
15267,
15276,
15282,0
15292,
15296,
15299,
15315,
15316,
15319,
15322,
15325,
15326,0
15332,
15336,0
15337,
15339,
15353,0
15359,0
15363,
15364,0
15365,0
15367,0
15368,0
15377,
15381,0
15386,
15388,
15390,0
15391,1
15397,0
15404,0
15407,0
15419,0
15421,
15428,0
15435,0
15438,
15445,
15448,0
15451,
15458,
15461,
15466,
15469,
15471,1
15480,
15482,
15483,
15494,
15497,0
15507,0
15513,
15516,
15518,
15529,0
15530,
15543,
15544,
15545,0
15555,0
15563,
15564,
15581,
15582,0
15583,0
15590,
15599,
15605,0
15608,
15611,0
15616,
15617,0
15636,0
15638,0
15639,
15641,
15648,0
15649,
15653,0
15657,0
15658,0
15659,0
15660,
15662,0
15666,0
15670,0
15677,0
15682,0
15683,0
15685,
15687,0
15688,0
15693,
15701,
15738,0
15747,0
15752,0
15758,0
15761,
15768,
15770,
15793,
15800,0
15801,
15802,
15804,0
15820,
15824,
15843,0
15851,
15857,0
15858,0
15863,
15870,
15879,0
15889,
15900,0
15902,0
15906,0
15914,0
15915,
15916,
15922,0
15924,
15925,
15934,
15944,1
15947,0
15948,0
15949,0
15954,
15960,
15962,
15963,
15968,
15969,0
15975,0
15976,0
15978,
15990,0
15995,
16001,0
16003,0
16006,0
16012,0
16013,
16014,
16016,
16017,0
16018,
16024,0
16031,
16040,0
16041,0
16045,0
16046,
16049,
16052,
16053,0
16058,
16068,
16069,
16074,0
16076,
16077,0
16081,
16082,
16090,0
16095,0
16106,
16112,
16113,
16115,
16121,0
16123,
16142,
16143,
16146,0
16151,
16152,
16165,0
16169,1
16173,
16179,0
16181,
16183,
16189,1
16196,0
16197,
16204,
16208,
16210,0
16221,
16223,
16225,0
16232,0
16235,0
16237,
16239,0
16243,0
16244,
16247,
16251,0
16263,0
16267,0
16273,
16276,
16279,
16293,0
16312,
16316,
16320,0
16333,
16343,
16344,
16345,
16346,
16348,0
16349,0
16354,
16357,
16361,
16381,
16385,
16394,
16396,
16400,0
16409,
16415,0
16417,
16421,
16424,1
16425,0
16432,0
16442,
16453,0
16459,
16461,0
16464,
16473,
16483,
16484,0
16485,0
16489,
16493,
16494,0
16499,
16500,0
16503,
16506,
16507,0
16511,
16538,
16539,
16553,
16555,
16556,
16564,0
16570,0
16574,
16586,0
16589,
16595,0
16598,0
16599,
16602,
16604,
16607,
16610,0
16612,0
16613,
16614,
16615,0
16621,0
16645,
16651,0
16663,0
16666,0
16671,0
16673,
16676,
16678,
16683,0
16684,0
16688,
16691,0
