Age,Gender,Race,City,State,Year
31.0,Male,Hispanic,Phoenix,AZ,2013
42.0,Female,Hispanic,Stafford,VA,2013
25.0,Male,Other,Tulsa,OK,2013
21.0,Male,Other,L€ÇhuæÈe,HI,2013
25.0,Male,Hispanic,Three Rivers,TX,2013
34.0,Male,Hispanic,Pacoima,CA,2013
37.0,Male,Hispanic,Las Cruces,NM,2013
51.0,Male,White,Edwardsville,IL,2013
53.0,Male,Hispanic,Gilford Township,MI,2013
42.0,Male,Hispanic,Yuma,AZ,2013
40.0,Male,Hispanic,Belleville,NJ,2013
31.0,Male,Hispanic,Phoenix,AZ,2013
34.0,Male,Hispanic,Lafayette,LA,2013
19.0,Male,Hispanic,Pleasant Grove,TX,2013
29.0,Male,Hispanic,Whittier,CA,2013
42.0,Male,Hispanic,Compton,CA,2013
30.0,Male,Hispanic,Salinas,CA,2013
18.0,Male,Native,Clinton,OK,2013
24.0,Male,Native,Fort Thompson,SD,2013
25.0,Male,Native,Window Rock,AZ,2013
19.0,Male,Native,Utica,NY,2013
35.0,Male,Hispanic,Amarillo,TX,2013
46.0,Female,White,Boulder City,NV,2013
26.0,Male,White,Mt. Pleasant,PA,2013
55.0,Male,White,Belding,MI,2013
29.0,Male,White,Vancouver,WA,2013
50.0,Male,White,Oxford,AL,2013
21.0,Male,White,Olathe,KS,2013
41.0,Male,White,Coarsegold,CA,2013
83.0,Male,White,Mankato,MN,2013
27.0,Male,White,Phoenix,AZ,2013
21.0,Male,White,Buckeye,AZ,2013
22.0,Male,White,Honolulu,HI,2013
38.0,Male,White,Kansas City,MO,2013
30.0,Male,White,Tucson,AZ,2013
31.0,Male,White,Bluefield,WV,2013
67.0,Male,White,Memphis,TN,2013
58.0,Male,White,Ventura,CA,2013
34.0,Male,White,Savannah,GA,2013
18.0,Male,White,Cushing,OK,2013
19.0,Male,White,Mount Airy,MD,2013
38.0,Female,White,Salt Lake City,UT,2013
24.0,Female,White,Lake Worth,FL,2013
54.0,Male,White,Peoria,AZ,2013
44.0,Male,White,Lewisburg,WV,2013
29.0,Male,White,Billings,MT,2013
31.0,Male,White,Coolbaugh Township,PA,2013
55.0,Male,White,Charlotte,NC,2013
38.0,Male,White,Independence Charter Township,MI,2013
52.0,Male,White,Surprise,AZ,2013
33.0,Male,White,Aurora,CO,2013
37.0,Male,White,Man,WV,2013
49.0,Male,Hispanic,Farmington,NM,2013
49.0,Male,White,Burlington,VT,2013
31.0,Male,White,Elkhart,IN,2013
19.0,Male,Black,Perris,CA,2013
24.0,Male,Black,Orlando,FL,2013
23.0,Male,Black,Beloit,WI,2013
32.0,Male,Black,Castro Valley,CA,2013
15.0,Male,Black,Chicago,IL,2013
33.0,Male,Black,Gainesville,FL,2013
15.0,Male,Black,Chicago,IL,2013
48.0,Male,Black,West Columbia,SC,2013
37.0,Male,Black,Midwest City,OK,2013
24.0,Male,Black,Chicago,IL,2013
48.0,Male,Black,Miami,FL,2013
34.0,Male,Black,San Antonio,TX,2013
17.0,Male,Black,Charlotte,NC,2013
45.0,Male,Black,Oklahoma City,OK,2013
20.0,Male,Black,Glendale,AZ,2013
39.0,Male,Black,Milwaukee,WI,2013
26.0,Male,Black,Lexington,MS,2013
22.0,Male,Black,Compton,CA,2013
21.0,Male,Black,Vacaville,CA,2013
17.0,Male,Black,Chicago,IL,2013
37.0,Male,Black,Indio,CA,2013
66.0,Male,Black,Albuquerque,NM,2013
29.0,Male,Black,Louisville,KY,2013
57.0,Male,Black,Panama City,FL,2013
24.0,Male,Black,Jacksonville,FL,2013
33.0,Male,Black,St. Albans,NY,2013
36.0,Male,Black,Loma,CO,2013
46.0,Female,Black,St. Albans,NY,2013
28.0,Female,Black,Selma,AL,2013
38.0,Male,Black,Trenton,NJ,2013
21.0,Female,Black,Clintonville,OH,2013
24.0,Male,Black,Clintonville,OH,2013
44.0,Male,Black,Springfield,MA,2013
25.0,Male,Black,Pacoima,CA,2013
30.0,Male,Black,Uniondale,NY,2013
50.0,Male,Black,Los Angeles,CA,2013
46.0,Male,Black,Inglewood,CA,2013
30.0,Male,Black,Blytheville,AR,2013
26.0,Male,Black,Williamsburg,VA,2013
22.0,Male,Black,Norfolk,VA,2013
22.0,Male,Black,Alexandria,VA,2013
35.0,Male,Black,Philadelphia,PA,2013
27.0,Male,Black,Compton,CA,2013
43.0,Male,Black,Toledo,OH,2013
30.0,Male,Black,Seattle,WA,2013
26.0,Male,Black,Mt. Morris Township,MI,2013
21.0,Male,Black,Columbia,SC,2013
32.0,Male,Black,St. Louis,MO,2013
22.0,Male,Black,Oakland,CA,2013
34.0,Male,Black,Washington,DC,2013
22.0,Male,Black,Philadelphia,PA,2013
30.0,Male,Black,Atlanta,GA,2013
33.0,Male,Black,South Bend,IN,2013
59.0,Male,Black,Selma,AL,2013
28.0,Male,Black,Selma,AL,2013
22.0,Male,Black,Minneapolis,MN,2013
27.0,Male,Black,Reno,NV,2013
26.0,Male,Black,Riverside,CA,2013
24.0,Male,Black,Brooklyn Center,MN,2013
24.0,Male,Black,Antioch,CA,2013
25.0,Male,Black,Catonsville,MD,2013
27.0,Male,Black,Fort Lauderdale,FL,2013
34.0,Male,Black,Biggs Junction,OR,2013
28.0,Male,Black,Chicago,IL,2013
31.0,Male,Black,Tupelo,MS,2013
25.0,Male,Black,Baltimore,MD,2013
29.0,Male,Black,Houston,TX,2013
36.0,Male,Black,Mobile,AL,2013
30.0,Male,Black,Lynn,MA,2013
24.0,Male,Black,Tampa,FL,2013
37.0,Male,Black,Mobile,AL,2013
107.0,Male,Black,Pine Bluff,AR,2013
28.0,Male,Black,Chicago,IL,2013
31.0,Male,Black,Annapolis,MD,2013
27.0,Male,Black,Avondale,AZ,2013
24.0,Male,Black,Charlotte,NC,2013
38.0,Male,White,Albertville,AL,2013
34.0,Male,Black,Washington,DC,2013
26.0,Male,Black,Durham,NC,2013
24.0,Male,Black,Indianapolis,IN,2013
18.0,Male,Black,St. Louis,MO,2013
22.0,Male,Black,Durham,NC,2013
34.0,Male,Black,Citronelle,AL,2013
52.0,Male,Black,Troy,OH,2013
24.0,Male,Black,Oklahoma City,OK,2013
70.0,Male,Black,Los Angeles,CA,2013
22.0,Male,Black,Charleston,SC,2013
26.0,Male,Black,Little Rock,AR,2013
19.0,Male,Black,San Antonio,TX,2013
39.0,Male,Black,St. Petersburg,FL,2013
23.0,Male,Black,Pembroke Pines,FL,2013
42.0,Male,Black,Alameda,CA,2013
24.0,Male,Black,Vacaville,CA,2013
47.0,Male,Black,Fairfield,CA,2013
21.0,Male,Black,Philadelphia,PA,2013
51.0,Male,Black,Memphis,TN,2013
32.0,Male,Black,Austin,TX,2013
32.0,Male,Black,Baton Rouge,LA,2013
24.0,Male,Black,Kansas City,MO,2013
Unknown,Male,Black,Winfield,AL,2013
29.0,Male,Black,Hamilton,AL,2013
37.0,Male,Black,New Orleans,LA,2013
33.0,Male,Black,Fort Lauderdale,FL,2013
14.0,Male,Black,Bronx,NY,2013
21.0,Male,Black,Boston,MA,2013
23.0,Male,Black,Hammond,IN,2013
44.0,Male,Black,Poplar Grove,IL,2013
23.0,Male,Black,Springfield,MA,2013
31.0,Male,Black,Seattle,WA,2013
23.0,Male,Black,Baltimore,MD,2013
23.0,Male,Black,Trenton,NJ,2013
74.0,Male,Black,Vermont Square,CA,2013
39.0,Male,Black,Bakersfield,CA,2013
19.0,Male,Black,Asheville,NC,2013
37.0,Female,Black,Baltimore,MD,2013
21.0,Male,Black,Orlando,FL,2013
31.0,Male,Black,Omaha,NE,2013
37.0,Male,Black,Brooklyn,NY,2013
34.0,Female,Black,Westwood Lakes,FL,2013
31.0,Male,Black,Westwood Lakes,FL,2013
47.0,Male,Black,Philadelphia,PA,2013
31.0,Male,Black,Tampa,FL,2013
25.0,Male,Black,Little Rock,AR,2013
43.0,Male,Black,Phoenix,AZ,2013
45.0,Male,Black,Midlothian,VA,2013
19.0,Male,Black,Orlando,FL,2013
24.0,Male,Black,Memphis,TN,2013
20.0,Male,Black,Avondale Estates,GA,2013
38.0,Male,Black,Roanoke Rapids,NC,2013
22.0,Male,Black,3524 N. Kingshighway Blvd.,MI,2013
50.0,Male,Black,Addis,LA,2013
48.0,Male,Black,Alto,TX,2013
60.0,Female,Black,LaPlace,LA,2013
22.0,Male,Black,Fayetteville,NC,2013
23.0,Male,Black,Tucson,AZ,2013
41.0,Male,Black,Baltimore,MD,2013
32.0,Male,Black,Seattle,WA,2013
38.0,Male,Black,Jacksonville,FL,2013
29.0,Male,Black,Harrisburg,PA,2013
20.0,Male,Black,Harvest,AL,2013
21.0,Male,Black,Augusta,GA,2013
76.0,Male,Asian,St. Louis Park,MN,2013
32.0,Male,Black,St. Louis,MO,2013
45.0,Male,Asian,Bakersfield,CA,2013
35.0,Male,Asian,Las Vegas,NV,2013
27.0,Male,Asian,Wenonah,NJ,2013
39.0,Male,Asian,Santa Ana,CA,2013
32.0,Male,Asian,Suisun City,CA,2013
35.0,Male,Asian,Alhambra,CA,2013
38.0,Female,Asian,Sterling,VA,2013
23.0,Male,Asian,Santa Monica,CA,2013
21.0,Male,Asian,Wilmer,AL,2013
32.0,Male,Asian,San Antonio,TX,2013
35.0,Male,Asian,Oroville,CA,2013
43.0,Male,White,Pinecrest,FL,2013
40.0,Male,White,New Britain,CT,2013
30.0,Male,White,Fort Morgan,CO,2013
59.0,Male,White,Cincinnati,OH,2013
30.0,Male,White,St. Cloud,FL,2013
62.0,Male,White,Buckner,IL,2013
28.0,Male,White,Thornton,IL,2013
28.0,Female,White,Kelso,WA,2013
28.0,Male,White,Vernal,UT,2013
33.0,Male,White,Nampa,ID,2013
45.0,Male,White,Raleigh,NC,2013
26.0,Male,White,Mankato,MN,2013
28.0,Male,White,Buckley,WA,2013
31.0,Male,Asian,Arlington,TX,2013
27.0,Male,Asian,Fresno,CA,2013
34.0,Male,Asian,Columbia,SC,2013
27.0,Male,Asian,Fresno,CA,2013
16.0,Male,Black,Chicago,IL,2013
18.0,Male,Black,South Lyon,MI,2013
34.0,Male,Black,Houston,TX,2013
23.0,Male,Black,Jackson,MS,2013
16.0,Male,Black,Phoenix,AZ,2013
37.0,Male,Black,Baton Rouge,LA,2013
34.0,Male,Black,Washington,DC,2013
43.0,Female,Black,Brooklyn,NY,2013
1.0,Male,Black,Brooklyn,NY,2013
33.0,Male,Black,Brooklyn,NY,2013
22.0,Male,Black,Genesee Township,MI,2013
22.0,Male,Black,West Palm Beach,FL,2013
28.0,Male,Black,Federal Way,WA,2013
23.0,Male,Black,Baltimore,MD,2013
28.0,Male,Black,Memphis,TN,2013
24.0,Male,Black,Milwaukee,WI,2013
25.0,Male,Black,St. Louis,MO,2013
18.0,Male,Black,Little Rock,AR,2013
18.0,Male,Black,Atascocita,TX,2013
24.0,Male,Black,Athens,CA,2013
25.0,Male,Black,Frog,TX,2013
19.0,Male,Black,Fort Wayne,IN,2013
26.0,Male,Black,Bloomington,IN,2013
26.0,Male,Black,Detroit,MI,2013
55.0,Male,Black,Los Angeles,CA,2013
20.0,Male,Black,Fayetteville,NC,2013
29.0,Male,Black,Houston,TX,2013
22.0,Male,Black,Fort Wayne,IN,2013
20.0,Male,Black,Dayton,OH,2013
32.0,Male,Black,Saint Paul,MN,2013
23.0,Male,Black,Detroit,MI,2013
21.0,Male,Black,Bridgeport,CT,2013
30.0,Male,Black,Alexandria,VA,2013
23.0,Male,Black,Jacksonville,FL,2013
21.0,Male,Black,Fort Wayne,IN,2013
19.0,Male,Black,Long Beach,CA,2013
35.0,Male,Black,Oklahoma City,OK,2013
26.0,Male,Black,Union City,CA,2013
22.0,Male,Black,Concord,NC,2013
37.0,Male,Black,St. Louis,MO,2013
44.0,Male,Black,Jersey City,NJ,2013
19.0,Male,Black,Houston,TX,2013
16.0,Male,Black,Brooklyn,NY,2013
49.0,Male,Black,Kathleen,GA,2013
63.0,Male,Black,Memphis,TN,2013
25.0,Male,Black,Dallas,TX,2013
17.0,Male,Black,Southfield,MI,2013
20.0,Male,Black,Cleveland,MS,2013
50.0,Male,Black,Martinsburg,WV,2013
21.0,Male,Black,Dallas,TX,2013
20.0,Male,Black,Paxtonia,PA,2013
22.0,Male,Black,Solon,OH,2013
30.0,Male,Black,Waco,TX,2013
45.0,Male,Black,Fort Wayne,IN,2013
49.0,Male,Black,West Palm Beach,FL,2013
51.0,Male,Black,Seattle,WA,2013
32.0,Male,Black,Oakland,CA,2013
24.0,Male,Black,Indianapolis,IN,2013
39.0,Male,Black,Calverton,MD,2013
39.0,Male,Black,Columbia,SC,2013
43.0,Male,Black,Waycross,GA,2013
49.0,Male,Hispanic,Eureka,MO,2013
58.0,Male,Hispanic,Lake City,FL,2013
30.0,Male,Hispanic,Miami,FL,2013
23.0,Male,Hispanic,Leesburg,FL,2013
29.0,Male,Hispanic,Escondido,CA,2013
40.0,Male,Hispanic,Schenectady,NY,2013
35.0,Male,Hispanic,Los Angeles,CA,2013
34.0,Male,Hispanic,Orlando,FL,2013
21.0,Male,Hispanic,Long Beach,CA,2013
54.0,Male,White,Moses Lake,WA,2013
51.0,Male,White,Sparta,NC,2013
49.0,Male,White,Colleyville,TX,2013
19.0,Male,White,Torrance,CA,2013
16.0,Male,White,Grand Prairie,TX,2013
32.0,Male,White,Eloy,AZ,2013
24.0,Male,White,Winterville,NC,2013
22.0,Male,White,Lititz,PA,2013
34.0,Male,Hispanic,Cudahy,CA,2013
37.0,Male,Hispanic,Paramount,CA,2013
52.0,Male,Hispanic,Hartford,CT,2013
21.0,Female,Hispanic,Uniondale,NY,2013
24.0,Male,Hispanic,La Puente,CA,2013
44.0,Male,Hispanic,Irving,TX,2013
23.0,Male,Hispanic,Round Rock,TX,2013
25.0,Male,Hispanic,Omaha,NE,2013
48.0,Male,Hispanic,Windsor,CA,2013
25.0,Male,Hispanic,San Jacinto,CA,2013
25.0,Male,Hispanic,Huron,CA,2013
38.0,Male,Hispanic,Dorchester,MA,2013
49.0,Male,White,Indianapolis,IN,2013
34.0,Male,Hispanic,Gardena,CA,2013
26.0,Male,Hispanic,Santa Ana,CA,2013
48.0,Male,Hispanic,New Rochelle,NY,2013
23.0,Male,Hispanic,Eden,TX,2013
47.0,Male,Hispanic,San Diego,CA,2013
18.0,Male,Hispanic,Los Angeles,CA,2013
28.0,Male,Hispanic,Longview,TX,2013
29.0,Male,Hispanic,Eden,TX,2013
22.0,Male,Hispanic,Tucson,AZ,2013
21.0,Male,Hispanic,Corsicana,TX,2013
35.0,Female,Hispanic,Santa Ana,CA,2013
29.0,Male,White,Evanston,IL,2013
41.0,Male,White,Arlington Heights,IL,2013
31.0,Male,White,Bend,OR,2013
30.0,Male,White,Rock Falls,IL,2013
26.0,Male,White,Fort Worth,TX,2013
28.0,Male,White,South Brunswick,NJ,2013
22.0,Male,White,Baton Rouge,LA,2013
58.0,Male,White,San Mateo,FL,2013
44.0,Male,White,Eugene,OR,2013
19.0,Male,White,Lynchburg,VA,2013
44.0,Male,White,Prescott,AZ,2013
47.0,Male,White,Chino Hills,CA,2013
55.0,Male,White,Boynton Beach,FL,2013
78.0,Male,White,Los Angeles,CA,2013
61.0,Female,White,San Jose,CA,2013
22.0,Male,White,Kansas City,KS,2013
30.0,Male,White,Wayzata,MN,2013
56.0,Male,White,Crestline,CA,2013
25.0,Male,White,Fountain,CO,2013
24.0,Male,White,Fort Worth,TX,2013
31.0,Male,White,Orlando,FL,2013
48.0,Male,White,Strasburg,CO,2013
44.0,Male,White,Nashville,IN,2013
23.0,Male,White,Neillsville,WI,2013
51.0,Male,White,Los Angeles,CA,2013
43.0,Male,White,Wenatchee,WA,2013
61.0,Male,White,Hollis,ME,2013
35.0,Female,White,Chillicothe,OH,2013
64.0,Male,White,St. Augustine,FL,2013
43.0,Male,White,Saratoga,CA,2013
27.0,Male,White,Miami,FL,2013
63.0,Male,White,Green Bay,WI,2013
26.0,Male,White,Las Vegas,NV,2013
42.0,Male,White,Phoenix,AZ,2013
20.0,Male,White,Tulsa,OK,2013
38.0,Male,White,Des Moines,IA,2013
49.0,Male,White,Etowah,TN,2013
26.0,Male,White,Kansas City,MO,2013
33.0,Male,White,Bois D‰ÛªArc,MO,2013
22.0,Male,White,Kyle,TX,2013
51.0,Male,White,Seattle,WA,2013
23.0,Male,White,Alamo Heights,TX,2013
34.0,Female,Black,Washington,DC,2013
26.0,Male,Hispanic,Bakersfield,CA,2013
19.0,Male,Black,Washington,DC,2013
22.0,Male,Black,Columbus,OH,2013
47.0,Male,Black,Columbus,OH,2013
25.0,Male,Black,Middletown,NY,2013
20.0,Male,Black,Riverside,CA,2013
34.0,Male,Black,Henderson,NC,2013
43.0,Male,Black,Harrisburg,PA,2013
34.0,Male,Black,Breaux Bridge,LA,2013
24.0,Male,Black,Palatka,FL,2013
22.0,Male,Black,Oklahoma City,OK,2013
44.0,Male,Black,Bronx,NY,2013
49.0,Female,Black,Anderson,SC,2013
33.0,Male,Black,Phenix City,AL,2013
50.0,Male,Black,Columbus,OH,2013
26.0,Male,Black,Richmond,TX,2013
24.0,Male,Black,Fairfield,CA,2013
22.0,Male,Black,Newark,NJ,2013
24.0,Male,Black,Kenner,LA,2013
39.0,Male,Black,Long Beach,CA,2013
17.0,Male,Black,Milwaukee,WI,2013
30.0,Male,Black,Irvington,NJ,2013
27.0,Male,Black,Columbus,GA,2013
26.0,Male,Black,Titusville,FL,2013
31.0,Male,Black,Hilliard,OH,2013
22.0,Male,Black,Brooklyn,NY,2013
19.0,Male,Black,Long Beach,CA,2013
23.0,Male,Black,Bridgeport,CT,2013
21.0,Male,Black,Moon,PA,2013
23.0,Male,Black,Miami Gardens,FL,2013
30.0,Male,Black,Erie,PA,2013
28.0,Male,Black,Posen,IL,2013
25.0,Male,Black,St. Louis,MO,2013
49.0,Male,Black,Los Angeles,CA,2013
43.0,Male,Black,Rochester,NY,2013
16.0,Male,Black,Fayetteville,NC,2013
30.0,Male,Black,Wilmington,NC,2013
26.0,Male,Black,Eufaula,AL,2013
40.0,Male,Black,Baltimore,MD,2013
33.0,Male,Black,Columbia,SC,2013
24.0,Male,Black,Warren,OH,2013
44.0,Male,Black,St. Louis,MO,2013
42.0,Male,Black,Coffeeville,MS,2013
42.0,Male,Black,Leesburg,GA,2013
40.0,Male,Black,Chicago,IL,2013
60.0,Female,Black,Chicago,IL,2013
22.0,Male,Black,Houston,TX,2013
18.0,Male,Black,Wilmington,NC,2013
20.0,Male,Black,Wilmington,NC,2013
24.0,Male,Black,West Palm Beach,FL,2013
28.0,Male,Black,Jacksonville,FL,2013
61.0,Male,Black,Statesboro,GA,2013
51.0,Male,Black,Miami,FL,2013
25.0,Male,Black,Houston,TX,2013
49.0,Male,Black,Inglewood,CA,2013
28.0,Male,Black,Indianapolis,IN,2013
44.0,Male,Black,Enterprise,MS,2013
23.0,Male,Black,Tukwila,WA,2013
36.0,Male,Unknown,Houston,TX,2014
35.0,Male,Unknown,Muscle Shoals,AL,2014
45.0,Male,Unknown,Ellicott City,MD,2014
40.0,Male,Unknown,Houston,TX,2014
38.0,Male,Unknown,Temple Hills,MD,2014
51.0,Male,Unknown,Houston,TX,2014
22.0,Male,Unknown,Dolton,IL,2014
41.0,Male,Unknown,Philadelphia,PA,2014
42.0,Male,Unknown,Berlin,NJ,2014
40.0,Male,Unknown,Stockton,CA,2014
23.0,Male,Unknown,Phoenix,AZ,2014
28.0,Male,Unknown,Pinetop,AZ,2014
19.0,Male,Unknown,Tulsa,OK,2014
53.0,Male,Unknown,Crowley,LA,2014
40.0,Male,Unknown,Panama City,FL,2014
37.0,Male,Unknown,Cincinnati,OH,2014
55.0,Male,Unknown,Bristol,VA,2014
44.0,Male,Unknown,Aransas Pass,TX,2014
20.0,Male,Unknown,Folsom,CA,2014
31.0,Male,Unknown,Detroit,MI,2014
41.0,Male,Unknown,Walnut Park,CA,2014
53.0,Male,Unknown,Hudgins,VA,2014
36.0,Male,Unknown,Washington,DC,2014
61.0,Male,Unknown,Ellicott City,MD,2014
45.0,Male,Unknown,Lynwood,CA,2014
62.0,Male,Unknown,Long Beach,CA,2014
20.0,Male,Unknown,Indio,CA,2014
60.0,Male,Unknown,Miami,FL,2014
64.0,Male,Unknown,Kitts Hill,OH,2014
33.0,Male,Unknown,Reno,NV,2014
57.0,Male,Unknown,Fort Worth,TX,2014
27.0,Male,Unknown,Hemet,CA,2014
49.0,Male,Unknown,Suisun City,CA,2014
52.0,Male,Unknown,Menlo Park,CA,2014
35.0,Male,Unknown,San Bernardino,CA,2014
35.0,Male,Unknown,Chula Vista,CA,2014
53.0,Male,Unknown,Hanover,PA,2014
27.0,Male,Unknown,Seale,AL,2014
34.0,Male,Unknown,Dunedin,FL,2014
31.0,Male,Unknown,Tallahassee,FL,2014
33.0,Male,Unknown,Lake Havasu,AZ,2014
26.0,Male,Unknown,Concord,CA,2014
48.0,Male,Unknown,San Bernardino,CA,2014
41.0,Male,Unknown,Statesville,NC,2014
29.0,Male,Unknown,Queens,NY,2014
Unknown,Male,Unknown,Huntsville,AL,2014
35.0,Male,Unknown,Tulsa,OK,2014
20.0,Male,Unknown,Bergen,NJ,2014
33.0,Male,Unknown,Fort Worth,TX,2014
40.0,Male,Unknown,Kansas City,MO,2014
20.0,Male,Unknown,Tampa,FL,2014
52.0,Male,Unknown,Ludlow,ME,2014
44.0,Male,Unknown,Hialeah,FL,2014
25.0,Male,Unknown,Chicago,IL,2014
36.0,Male,Unknown,Spiro,OK,2014
44.0,Male,Unknown,South Euclid,OH,2014
54.0,Male,Unknown,Ocala,FL,2014
54.0,Male,Unknown,Hopewell,VA,2014
22.0,Male,Unknown,El Paso,TX,2014
38.0,Male,Unknown,Suitland,MD,2014
38.0,Male,Unknown,Fayetteville,NC,2014
36.0,Male,Unknown,Dalhart,TX,2014
Unknown,Male,Unknown,Houston,TX,2014
55.0,Male,Unknown,Fort Worth,TX,2014
24.0,Male,Unknown,Oklahoma City,OK,2014
34.0,Male,Unknown,Chester,ME,2014
Unknown,Male,Unknown,Homestead,FL,2014
28.0,Male,Unknown,Louisville,KY,2014
29.0,Male,Unknown,Grants Pass,OR,2014
66.0,Male,Unknown,Pine,AZ,2014
18.0,Male,Unknown,Cedartown,GA,2014
36.0,Male,Unknown,Gretna,LA,2014
Unknown,Male,Unknown,Houston,TX,2014
37.0,Male,Unknown,Cincinnati,OH,2014
35.0,Male,Unknown,Dallas,TX,2014
33.0,Male,Unknown,Merrillville,IN,2014
58.0,Male,Unknown,Tucson,AZ,2014
45.0,Male,Unknown,Tulsa,OK,2014
45.0,Male,Unknown,Henryetta,OK,2014
42.0,Male,Unknown,Reno,NV,2014
30.0,Male,Unknown,Laredo,TX,2014
20.0,Male,Unknown,Atlantic City,NJ,2014
69.0,Male,Unknown,Christiansburg,VA,2014
48.0,Male,Unknown,St Augustine,FL,2014
Unknown,Male,Unknown,Safford,AL,2014
32.0,Male,Unknown,Orlando,FL,2014
45.0,Male,Unknown,Chicago,IL,2014
32.0,Male,Unknown,Yulee,FL,2014
38.0,Male,Unknown,Wildomar,CA,2014
27.0,Male,Unknown,Sevierville,TN,2014
27.0,Male,Unknown,Sevierville,TN,2014
65.0,Male,Unknown,Perris,CA,2014
32.0,Female,Unknown,Midland,TX,2014
48.0,Male,Unknown,Costa Mesa,CA,2014
18.0,Male,Unknown,Shoreview,MN,2014
61.0,Male,Unknown,Lakeland,FL,2014
55.0,Male,Unknown,Reedsport,OR,2014
33.0,Male,Unknown,Washington,DC,2014
35.0,Male,Unknown,Coachella,CA,2014
25.0,Male,Unknown,Chicago,IL,2014
51.0,Male,Unknown,Holly Pond,AL,2014
51.0,Male,Unknown,Dewey,AZ,2014
54.0,Male,Unknown,Live Oak,CA,2014
45.0,Male,Unknown,Westchase,FL,2014
39.0,Male,White,Point Arena,CA,2014
30.0,Male,Black,Mesquite,TX,2014
45.0,Male,Black,New York,NY,2014
24.0,Male,Black,Kansas City,KS,2014
21.0,Male,Black,Universal City,CA,2014
39.0,Male,Black,Tallahassee,FL,2014
37.0,Male,Black,Chicago,IL,2014
32.0,Male,Black,Birmingham,AL,2014
34.0,Male,Black,Columbus,OH,2014
21.0,Male,Black,Birmingham,AL,2014
34.0,Male,Black,Hallandale Beach,FL,2014
93.0,Female,Black,Hearne,TX,2014
Unknown,Male,Black,Houston,TX,2014
38.0,Male,Black,Center,TX,2014
50.0,Male,Black,Albuquerque,NM,2014
21.0,Male,Black,Little Rock,AR,2014
33.0,Male,Black,Madison,WI,2014
24.0,Male,Black,Baton Rouge,LA,2014
31.0,Male,Black,Milwaukee,WI,2014
22.0,Male,Black,Fayetteville,NC,2014
20.0,Male,Black,Meridian,MS,2014
86.0,Male,Black,Chicago,IL,2014
29.0,Male,Black,Wilkinsburg,PA,2014
23.0,Male,Black,Fenton,MO,2014
48.0,Male,Black,Hammond,LA,2014
20.0,Male,Black,Harvey,IL,2014
34.0,Male,Black,Owings Mills,MD,2014
31.0,Male,Black,West Palm Beach,FL,2014
26.0,Male,Black,Dayton,OH,2014
29.0,Male,Black,Los Angeles,CA,2014
39.0,Male,Black,Niles,MI,2014
38.0,Male,Black,Boston,MA,2014
39.0,Male,Black,Brooklyn,NY,2014
27.0,Male,Black,Poughkeepsie,NY,2014
53.0,Male,Black,Fayetteville,NC,2014
21.0,Male,Black,Charlotte,NC,2014
24.0,Male,Black,Lawrenceville,GA,2014
30.0,Male,Black,Baltimore,MD,2014
38.0,Male,Black,Dallas,TX,2014
61.0,Male,Black,Gulfport,MS,2014
21.0,Male,Black,Chamblee,GA,2014
48.0,Male,Black,Tuscaloosa,AL,2014
29.0,Male,Black,Moss Point,MS,2014
31.0,Male,Black,East Knoxville,TN,2014
35.0,Male,Black,Norfolk,VA,2014
26.0,Male,Black,Lauderhill,FL,2014
72.0,Male,Black,Norfolk,VA,2014
20.0,Male,Black,Orlando,FL,2014
22.0,Male,Black,Flint,MI,2014
34.0,Male,Black,Chester,PA,2014
22.0,Male,Black,Cowley County,KS,2014
33.0,Male,Black,Raeford,NC,2014
44.0,Male,Black,Clifton,NJ,2014
20.0,Male,Black,Suitland,MD,2014
36.0,Male,Black,Indianapolis,IN,2014
17.0,Male,Black,New Orleans,LA,2014
18.0,Male,Black,Tallahassee,FL,2014
20.0,Male,Black,Southaven,MS,2014
18.0,Male,Black,Brooklyn,NY,2014
45.0,Male,Black,Dayton,OH,2014
26.0,Male,Black,Winston Salem,NC,2014
62.0,Male,Black,Chicago,IL,2014
28.0,Male,Black,Jacksonville,FL,2014
30.0,Male,Black,Garland,TX,2014
22.0,Male,Black,Lawrenceville,GA,2014
20.0,Male,Black,Chicago,IL,2014
56.0,Male,Black,Penn Hills,PA,2014
Unknown,Male,Black,Federal Heights,CO,2014
27.0,Male,Black,Hartford,CT,2014
24.0,Male,Black,Houston,TX,2014
19.0,Male,Black,Oakland,CA,2014
31.0,Male,Black,Kenner,LA,2014
19.0,Male,Black,Ardmore,OK,2014
26.0,Male,Black,Houston,TX,2014
58.0,Male,Black,Los Angeles,CA,2014
30.0,Male,Black,Fort Pierce,FL,2014
50.0,Male,Black,Queens Village,NY,2014
20.0,Male,Black,Redford Charter Township,MI,2014
37.0,Male,Unknown,Miami,FL,2014
19.0,Male,Black,Milwaukee,WI,2014
30.0,Male,Unknown,Hollywood,FL,2014
20.0,Male,Asian,Chippewa Falls,WI,2014
31.0,Male,Asian,Plant City,FL,2014
38.0,Male,Asian,Irving,TX,2014
25.0,Male,Asian,Jean,NV,2014
33.0,Male,Asian,Las Cruces,NM,2014
20.0,Male,Asian,Saint Paul,MN,2014
21.0,Male,Asian,San Diego,CA,2014
45.0,Male,Asian,Los Angeles,CA,2014
47.0,Female,Asian,Greensboro,NC,2014
34.0,Male,Asian,Pacifica,CA,2014
