,id,age,gender,race,city,state,Year
517,2930,29.0,Male,Black,Norco,CA,2017
518,2815,32.0,Male,Black,Brooklyn,NY,2017
519,2817,28.0,Male,Black,Oshkosh,WI,2017
520,2823,43.0,Male,White,Albuquerque,NM,2017
521,2825,37.0,Male,Black,Waco,TX,2017
522,2827,39.0,Male,White,Visalia,CA,2017
523,2830,42.0,Male,White,Mt. Airy,NC,2017
524,2832,33.0,Male,Hispanic,Yuba City,CA,2017
525,2843,25.0,Male,Hispanic,Las Vegas,NV,2017
526,2829,29.0,Male,Black,Coushatta,LA,2017
527,2833,45.0,Male,Hispanic,Richmond,CA,2017
528,2834,27.0,Male,Black,Atlanta,GA,2017
529,2854,28.0,Male,White,Mannington,WV,2017
530,2846,57.0,Male,White,Lima,OH,2017
531,3060,15.0,Male,Black,Gary,IN,2017
532,2835,33.0,Male,White,Surfside Beach,SC,2017
533,2836,35.0,Male,White,Spanish Springs,NV,2017
534,2837,47.0,Male,Black,San Diego,CA,2017
535,2838,31.0,Male,White,Lauderdale County,MS,2017
536,2845,36.0,Female,White,Marine City,MI,2017
537,2847,54.0,Male,White,Mead Township,PA,2017
538,2840,24.0,Male,White,New Straitsville,OH,2017
539,2839,32.0,Male,White,Bon Aqua,TN,2017
540,2842,28.0,Male,Black,Kansas City,MO,2017
541,2841,45.0,Male,Hispanic,North Bergen,NJ,2017
542,2848,29.0,Male,Hispanic,Wichita,KS,2017
543,2850,36.0,Male,White,Blue Summit,MO,2017
544,2849,23.0,Male,White,Junction City,KS,2017
545,2852,17.0,Male,Black,Dalton,IL,2017
546,2851,20.0,Male,Black,Kent,WA,2017
547,2853,33.0,Male,White,Dyer,IN,2017
548,2856,49.0,Male,White,Los Angeles,CA,2017
549,2855,37.0,Male,Hispanic,Channelview,TX,2017
550,2857,31.0,Male,Black,Philadelphia,PA,2017
551,2858,35.0,Male,Hispanic,Frederickson,WA,2017
552,2859,24.0,Male,White,Habersham,GA,2017
553,2860,54.0,Male,White,La Crosse,WI,2017
554,2861,41.0,Male,White,Cosby,TN,2017
555,2862,50.0,Male,Black,Salt Lake City,UT,2017
556,2863,46.0,Male,Black,Kennewick,WA,2017
557,2864,45.0,Male,White,Colorado Springs,CO,2017
558,2865,20.0,Male,White,Jacksonville,FL,2017
559,2866,37.0,Male,Black,Thomasville,GA,2017
560,2872,34.0,Male,Black,Los Angeles,CA,2017
561,2873,54.0,Male,White,Livermore,CA,2017
562,2882,65.0,Male,White,Crenshaw County,AL,2017
563,2883,28.0,Male,Hispanic,Phoenix,AZ,2017
564,2879,26.0,Male,White,Fairchance,PA,2017
565,2881,25.0,Male,Black,Jacksonville,FL,2017
566,2875,32.0,Male,White,Homewood,AL,2017
567,2876,44.0,Male,White,Yellville,AR,2017
568,2877,32.0,Male,Black,Brick,NJ,2017
569,2884,42.0,Male,White,Morganton,NC,2017
570,2885,66.0,Male,White,Colorado City,CO,2017
571,2886,22.0,Male,White,Franklin,WI,2017
572,2888,51.0,Male,Black,Steubenville,OH,2017
573,2892,64.0,Male,White,Pardeeville,WI,2017
574,2887,30.0,Female,Black,St. Louis,MO,2017
575,2890,71.0,Male,Hispanic,Albuquerque,NM,2017
576,2891,30.0,Male,White,Orcutt,CA,2017
577,2893,48.0,Male,White,Los Angeles,CA,2017
578,2988,56.0,Male,White,Durham,CA,2017
579,2894,26.0,Female,White,Olathe,KS,2017
580,2895,28.0,Male,White,Waterford Township,MI,2017
581,2896,19.0,Male,Hispanic,Lemon Grove,CA,2017
582,2898,24.0,Male,Black,Orange,NJ,2017
583,2897,44.0,Male,White,Jacksonville,FL,2017
584,2899,28.0,Female,White,Sunrise,FL,2017
585,2900,47.0,Male,Black,Woodville,GA,2017
586,2901,18.0,Male,Black,Pine Bluff,AR,2017
587,2902,26.0,Male,Hispanic,Farmington,NM,2017
588,2903,33.0,Male,White,Kettering,OH,2017
589,2904,34.0,Male,White,Sharpsburg,KY,2017
590,2905,62.0,Male,White,New Milford,CT,2017
591,2906,24.0,Male,Black,Newton,KS,2017
592,2907,55.0,Male,Black,Evansville,IN,2017
593,2909,22.0,Male,White,Lincoln Parish,LA,2017
594,2910,46.0,Female,White,Watagua,TX,2017
595,2911,27.0,Male,Black,Miami,FL,2017
596,2918,32.0,Male,Native,Sacramento,CA,2017
597,2912,22.0,Male,Hispanic,Bakersfield,CA,2017
598,2913,54.0,Female,White,Fort Myers,FL,2017
599,2914,32.0,Male,White,Poultney,VT,2017
600,2915,45.0,Male,White,Mount Hope,WI,2017
601,2916,36.0,Male,White,Pittsfield,MA,2017
602,2919,37.0,Male,Black,Milwaukee,WI,2017
603,2920,47.0,Male,White,Longview,WA,2017
604,2921,30.0,Male,White,Akron,OH,2017
605,2941,31.0,Male,Black,Myrtle Beach,SC,2017
606,2923,44.0,Male,White,Toledo,OH,2017
607,2934,16.0,Male,White,Kendale Lakes,FL,2017
608,2931,29.0,Male,Hispanic,Charlotte,NC,2017
609,2932,42.0,Male,White,Los Angeles,CA,2017
610,2933,31.0,Male,Black,New York,NY,2017
611,2944,41.0,Male,Black,Sacramento,CA,2017
612,2942,45.0,Male,White,Amarillo,TX,2017
613,2943,50.0,Male,White,Monett,MO,2017
614,2940,26.0,Male,Black,Arcata,CA,2017
615,2935,22.0,Male,Hispanic,Youngtown,AZ,2017
616,2936,76.0,Male,White,Huntersville,NC,2017
617,2937,58.0,Male,Hispanic,Tacoma,WA,2017
618,2938,32.0,Male,White,Plano,TX,2017
619,2939,19.0,Male,Hispanic,Chicago,IL,2017
620,2945,25.0,Male,Native,Great Falls,MT,2017
621,2946,48.0,Male,White,Hixson,TN,2017
622,2947,39.0,Male,Hispanic,Bassett,CA,2017
623,2948,31.0,Male,Hispanic,Quartzsite,AZ,2017
624,2955,50.0,Male,White,Frametown,WV,2017
625,2950,15.0,Male,Hispanic,Haymarket,VA,2017
626,2954,48.0,Male,White,Hallandale Beach,FL,2017
627,2957,32.0,Male,Hispanic,San Jose,CA,2017
628,2956,21.0,Other,White,Atlanta,GA,2017
629,2960,37.0,Male,White,Oak Harbor,WA,2017
630,2961,21.0,Male,Black,West Milford,WV,2017
631,2959,33.0,Male,White,Piedmont,AL,2017
632,2962,25.0,Male,White,Monroe,NC,2017
633,2963,55.0,Male,White,Independence,VA,2017
634,2964,53.0,Male,White,Bernice,LA,2017
635,2967,27.0,Male,White,Chula Vista,CA,2017
636,2965,35.0,Male,Hispanic,Oklahoma City,OK,2017
637,2968,25.0,Male,Black,Peoria,IL,2017
638,2969,31.0,Male,Black,Huntsville,AL,2017
639,2970,70.0,Male,White,Boswell,OK,2017
640,2972,40.0,Male,White,Tacoma,WA,2017
641,2973,25.0,Male,Other,Denver,CO,2017
642,2974,38.0,Male,Hispanic,Rockwall,TX,2017
643,2971,26.0,Male,Hispanic,Oceanside,CA,2017
644,2977,27.0,Male,Other,Huntington Beach,CA,2017
645,2979,37.0,Male,White,Denver,CO,2017
646,2980,28.0,Male,White,Mesa,AZ,2017
647,2981,40.0,Male,White,Hattiesburg,MS,2017
648,2982,44.0,Male,White,Brooksville,FL,2017
649,2975,39.0,Male,Black,San Francisco,CA,2017
650,2983,24.0,Male,White,New Castle,IN,2017
651,2976,32.0,Male,Black,Palmetto,FL,2017
652,2978,31.0,Male,White,Las Vegas,NV,2017
653,2984,50.0,Male,White,Fairview,TN,2017
654,2985,31.0,Male,White,Eugene,OR,2017
655,2986,50.0,Male,White,Coolin,ID,2017
656,2987,45.0,Male,Black,Emeryville,CA,2017
657,2989,44.0,Male,White,Spring Hill,FL,2017
658,2990,48.0,Male,White,Griffin,GA,2017
659,2991,39.0,Male,White,Salt Lake City,UT,2017
660,3202,30.0,Male,Native,Topeka,KS,2017
661,2992,44.0,Male,White,Columbua,IN,2017
662,2993,28.0,Male,Black,Palatka,FL,2017
663,2994,24.0,Male,Hispanic,Hialeah,FL,2017
664,2995,27.0,Male,Black,West Burlington,IA,2017
665,2997,34.0,Male,White,Canton Township,PA,2017
666,2998,41.0,Male,White,Seward,AK,2017
667,3000,26.0,Male,White,North Fort Collins,CO,2017
668,3022,38.0,Male,White,St. Louis,MO,2017
669,2999,33.0,Male,White,Parkton,NC,2017
670,3001,22.0,Male,White,West Ouachita,LA,2017
671,3002,40.0,Male,White,Jefferson City,MO,2017
672,3011,34.0,Male,White,Spokane,WA,2017
673,3012,48.0,Female,Black,Canandaigua,NY,2017
674,3013,37.0,Male,Black,Thomas County,GA,2017
675,3021,67.0,Male,White,Mesa,AZ,2017
676,3009,35.0,Male,White,Hiram,GA,2017
677,3014,29.0,Male,Hispanic,Finney County,KS,2017
678,3015,28.0,Male,Asian,St. Paul,MN,2017
679,3018,40.0,Male,White,Leeds,AL,2017
680,3019,31.0,Male,Hispanic,Brownsville,TX,2017
681,3005,51.0,Male,White,Golden,CO,2017
682,3010,47.0,Male,White,Perryopolis,PA,2017
683,3017,52.0,Male,Hispanic,Miami,FL,2017
684,3204,28.0,Male,Hispanic,Duarte,CA,2017
685,3023,25.0,Male,White,Charleston,WV,2017
686,3003,37.0,Male,Hispanic,Abingdon,VA,2017
687,3004,34.0,Female,Hispanic,Mesa,AZ,2017
688,3006,58.0,Male,Hispanic,San Fernando,CA,2017
689,3007,24.0,Male,Black,Louisville,KY,2017
690,3008,22.0,Female,Black,Miami,FL,2017
691,3033,46.0,Male,White,Pinetop-Lakeside,AZ,2017
692,3025,61.0,Male,White,Biloxi,MS,2017
693,3027,43.0,Male,White,Marana,AZ,2017
694,3030,44.0,Male,Hispanic,Valdez,CO,2017
695,3029,35.0,Male,Black,Homewood,AL,2017
696,3031,29.0,Male,White,Flagstaff,AZ,2017
697,3036,57.0,Male,White,Wayne County,KY,2017
698,3037,42.0,Male,Black,Charlottesville,VA,2017
699,3035,44.0,Male,Hispanic,Torrance,CA,2017
700,3034,20.0,Male,Black,Baltimore,MD,2017
701,3039,32.0,Male,White,Simpsonville,SC,2017
702,3041,34.0,Male,Hispanic,Picture Rocks,AZ,2017
703,3042,18.0,Male,Hispanic,Atwater,CA,2017
704,3043,24.0,Male,Black,Hampton,VA,2017
705,3044,35.0,Male,White,Tucson,AZ,2017
706,3045,34.0,Male,White,Clearwater,FL,2017
707,3047,26.0,Male,White,Kings Mountain,NC,2017
708,3050,55.0,Male,Black,Corpus Christi,TX,2017
709,3048,23.0,Male,Black,Moraine,OH,2017
710,3052,30.0,Male,White,Fort Smith,OK,2017
711,3053,44.0,Male,Hispanic,Cloverdale,CA,2017
712,3054,37.0,Male,White,Girard,OH,2017
713,3055,27.0,Male,Hispanic,Ceres,CA,2017
714,3058,43.0,Male,Native,Sparks,NV,2017
715,3059,25.0,Female,White,St. Joseph,MO,2017
716,3061,30.0,Male,Native,Crandon,WI,2017
717,3062,35.0,Male,Hispanic,Lodi,CA,2017
718,3064,31.0,Female,White,Shelbyville,KY,2017
719,3069,35.0,Male,Native,Standing Rock Reservation,ND,2017
720,3066,37.0,Male,White,Plymouth Township,PA,2017
721,3067,25.0,Male,White,Norwich,CT,2017
722,3068,33.0,Male,Black,St. Petersburg,FL,2017
723,3070,33.0,Male,Black,Cleveland,OH,2017
724,3071,32.0,Male,White,Fairhope,AL,2017
725,3073,34.0,Male,White,Horseheads,NY,2017
726,3074,46.0,Male,Black,Indiantown,FL,2017
727,3075,40.0,Male,Hispanic,Greeley,CO,2017
728,3076,27.0,Male,Native,Black River Falls,WI,2017
729,3077,17.0,Male,Hispanic,Polk County,OR,2017
730,3078,46.0,Male,Black,Tate County,MS,2017
731,3080,50.0,Male,White,Centennial,CO,2017
732,3107,41.0,Male,White,New Castle,IN,2017
733,3205,23.0,Male,Black,King of Prussia,PA,2017
734,3079,33.0,Male,Native,Federal Way,WA,2017
735,3081,25.0,Male,Hispanic,Sunnyvale,CA,2017
736,3082,27.0,Male,Black,Riverside,CA,2017
737,3085,39.0,Male,White,Livingston,TN,2017
738,3086,22.0,Male,Black,Arlington,TX,2017
739,3087,37.0,Female,White,Las Cruces,NM,2017
740,3088,27.0,Male,Hispanic,Anniston,AL,2017
741,3089,28.0,Male,White,Pippa Passes,KY,2017
742,3090,56.0,Male,White,Sacramento,CA,2017
743,3091,71.0,Male,White,Lakeland,FL,2017
744,3097,53.0,Male,White,Port Orange,FL,2017
745,3105,39.0,Male,White,Ohatchee,AL,2017
746,3093,56.0,Male,Asian,Clarksville,AR,2017
747,3096,24.0,Male,Black,Columbus,MS,2017
748,3099,35.0,Male,White,Parker,CO,2017
749,3100,30.0,Male,Native,Billings,MT,2017
750,3102,31.0,Male,White,Owen County,IN,2017
751,3103,20.0,Male,Black,Bakersfield,CA,2017
752,3095,35.0,Male,White,Meridian,MS,2017
753,3108,31.0,Female,Hispanic,Rudioso,NM,2017
754,3111,49.0,Male,Black,Rockford,IL,2017
755,3109,54.0,Female,White,Lynchburg,VA,2017
756,3112,48.0,Male,White,Barstow,CA,2017
757,3106,32.0,Female,White,Marietta,GA,2017
758,3110,35.0,Male,Black,Las Vegas,NV,2017
759,3113,30.0,Male,White,Forest Park,GA,2017
760,3114,32.0,Male,White,Clinton,TN,2017
761,3115,31.0,Male,White,Roanoke,VA,2017
762,3117,14.0,Male,Native,Odanah,WI,2017
763,3118,25.0,Male,Black,Salisbury,NC,2017
764,3119,32.0,Male,White,Providence,RI,2017
765,3120,35.0,Male,White,Neshoba County,MS,2017
766,3127,27.0,Male,White,Flatwoods,KY,2017
767,3128,23.0,Female,White,Flatwoods,KY,2017
768,3125,55.0,Male,White,Gibson,LA,2017
769,3126,43.0,Male,Black,Phoenix,AZ,2017
770,3129,62.0,Male,White,Crystal,MN,2017
771,3130,25.0,Male,Black,Denver,CO,2017
772,3131,37.0,Male,Black,Hinds County,MS,2017
773,3133,50.0,Male,White,Albuquerque,NM,2017
774,3122,19.0,Male,White,Dakota City,IA,2017
775,3123,41.0,Male,Black,Las Vegas,NV,2017
776,3132,55.0,Male,White,St. Tammany Parish,LA,2017
777,3121,19.0,Male,Hispanic,Fall River,MA,2017
778,3134,67.0,Male,Black,Tremont,NY,2017
779,3135,24.0,Male,Black,Baton Rouge,LA,2017
780,3137,44.0,Male,White,Rancho Tehama Reserve,CA,2017
781,3139,29.0,Male,Asian,Oklahoma City,OK,2017
782,3141,48.0,Male,White,Anchorage,AK,2017
783,3142,22.0,Male,Hispanic,Van Nuys,CA,2017
784,3143,37.0,Male,Black,Jackson,MS,2017
785,3144,59.0,Male,White,Elmira,NY,2017
786,3207,68.0,Male,Black,Cedar Lake,TX,2017
787,3145,25.0,Male,White,Albuquerque,NM,2017
788,3146,23.0,Male,Hispanic,Albuquerque,NM,2017
789,3152,46.0,Male,Black,West Monroe,LA,2017
790,3167,25.0,Male,White,Fairfax,VA,2017
791,3208,30.0,Male,White,Charleston,WV,2017
792,3149,56.0,Male,Black,Prichard,AL,2017
793,3150,24.0,Male,Native,Billings,MT,2017
794,3151,18.0,Male,White,Warren County,KY,2017
795,3148,27.0,Male,White,Greenville County,SC,2017
796,3153,26.0,Male,White,Davenport,IA,2017
797,3154,15.0,Male,White,Gulfport,MS,2017
798,3155,26.0,Male,Hispanic,Klamath Falls,OR,2017
799,3161,32.0,Male,White,Lebanon,MO,2017
800,3162,17.0,Male,Black,St. Louis,MO,2017
801,3163,32.0,Male,Black,Pell City,AL,2017
802,3210,43.0,Male,White,Holland Township,MI,2017
803,3160,26.0,Male,White,Wimberley,TX,2017
804,3166,51.0,Male,White,Yuma,AZ,2017
805,3159,39.0,Male,Hispanic,Penasco,NM,2017
806,3156,43.0,Male,Hispanic,Lemoore,CA,2017
807,3157,31.0,Male,White,Huntsville,AL,2017
808,3158,22.0,Male,Hispanic,Covina,CA,2017
809,3165,40.0,Male,Hispanic,South Gate,CA,2017
810,3168,64.0,Male,White,Eaton County,MI,2017
811,3169,30.0,Male,White,Reno,NV,2017
812,3170,59.0,Male,White,Hillyard,WA,2017
813,3174,24.0,Male,Black,Chicago,IL,2017
814,3172,32.0,Male,Black,Hendersonville,NC,2017
815,3175,37.0,Male,Hispanic,North Hollywood,CA,2017
816,3173,33.0,Male,White,York,SC,2017
817,3176,42.0,Male,Black,San Francisco,CA,2017
818,3177,37.0,Male,Hispanic,Colton,CA,2017
819,3180,33.0,Male,White,Colorado Springs,CO,2017
820,3178,62.0,Male,White,La Marque,TX,2017
821,3181,46.0,Male,White,Monticello,GA,2017
822,3182,69.0,Male,Hispanic,Bronx,NY,2017
823,3183,24.0,Male,Black,Bassett,VA,2017
824,3184,42.0,Male,Black,Lauderdale Lakes,FL,2017
825,3186,49.0,Male,White,Cheyenne,WY,2017
826,3187,35.0,Male,White,Peshtigo,WI,2017
827,3188,19.0,Male,Native,Denver,CO,2017
828,3189,40.0,Male,White,Old Forge,PA,2017
829,3190,34.0,Male,Black,Tucson,AZ,2017
830,3193,22.0,Male,Asian,Redding,CA,2017
831,3191,16.0,Male,White,Dover,DE,2017
832,3197,69.0,Male,White,Rose Bud,AR,2017
833,3192,24.0,Male,White,Point Loma,CA,2017
834,3194,28.0,Male,Native,Oklahoma City,OK,2017
835,3199,51.0,Male,White,Great Falls,MT,2017
836,3201,50.0,Female,White,Rincon,GA,2017
837,3213,20.0,Male,Black,New Britain,CT,2017
838,3212,34.0,Male,White,McMinnville,TN,2017
839,3215,27.0,Male,Black,Hallandale Beach,FL,2017
840,3221,48.0,Male,Black,Oak Park,MI,2017
841,3222,33.0,Male,White,Miami Township,OH,2017
842,3229,6.0,Male,White,Schertz,TX,2017
843,3230,30.0,Female,White,Schertz,TX,2017
844,3239,26.0,Male,Hispanic,Greeley,CO,2017
845,3237,40.0,Male,White,Gilbert,MN,2017
846,3240,46.0,Male,Hispanic,Progreso,TX,2017
847,3265,20.0,Male,White,Fairbanks,AK,2017
848,3244,28.0,Male,Black,Lawrence,IN,2017
849,3245,30.0,Male,White,Desert Hot Springs,CA,2017
850,3246,38.0,Female,Hispanic,Farmers Branch,TX,2017
851,3263,36.0,Male,Native,Spokane,WA,2017
852,3249,25.0,Male,Black,Philadelphia,PA,2017
853,3250,28.0,Male,White,Wichita,KS,2017
854,3267,38.0,Male,White,Chester,VA,2017
855,3256,30.0,Male,Black,Elkhart,IN,2017
856,3255,31.0,Male,Hispanic,Redwood City,CA,2017
857,3257,36.0,Male,White,Crowell,TX,2017
858,3275,65.0,Male,White,Rossville,GA,2018
859,3288,42.0,Male,White,Romance,AR,2018
860,3289,65.0,Male,White,Edgewater,FL,2018
861,3291,30.0,Female,White,Camp Wood,TX,2018
862,3292,49.0,Male,White,Ozark,AR,2018
863,3294,66.0,Male,White,Joplin,MO,2018
864,3286,28.0,Male,Black,Oakland,CA,2018
865,3287,27.0,Male,White,Boise,ID,2018
866,3295,31.0,Male,White,Crandon,WI,2018
867,3278,46.0,Male,White,Springfield,MO,2018
868,3283,28.0,Male,Black,Whitehall,OH,2018
869,3293,35.0,Male,Asian,Long Beach,CA,2018
870,3268,24.0,Male,Hispanic,Albuquerque,NM,2018
871,3271,17.0,Male,Black,Little Rock,AR,2018
872,3272,39.0,Male,White,McLoud,OK,2018
873,3274,21.0,Male,White,Round Rock,TX,2018
874,3280,21.0,Male,Native,Sparta,WI,2018
875,3281,57.0,Male,Hispanic,San Carlos Park,FL,2018
876,3285,27.0,Male,White,Manchester Township,PA,2018
877,4207,62.0,Male,White,Birmingham,AL,2018
878,3269,38.0,Male,Black,Lauderhill,FL,2018
879,3270,27.0,Male,Hispanic,Santa Maria,CA,2018
880,3276,54.0,Male,Black,Danville,VA,2018
881,3290,27.0,Male,White,Tacoma,WA,2018
882,3297,25.0,Male,White,Church Hill,TN,2018
883,3299,46.0,Male,Hispanic,Los Angeles,CA,2018
884,4208,20.0,Male,Black,Kansas City,MO,2018
885,3300,27.0,Male,Asian,San Jose,CA,2018
886,3301,21.0,Male,Black,Palmdale,CA,2018
887,3302,60.0,Male,Hispanic,Fort Worth,TX,2018
888,3304,44.0,Male,White,Lexington County,SC,2018
889,4242,23.0,Male,Black,Charlotte,NC,2018
890,3308,31.0,Male,White,Elko,NV,2018
891,3313,43.0,Male,Black,Pittsburg,CA,2018
892,3314,39.0,Male,White,Scottsville,KY,2018
893,3315,54.0,Male,White,Sherwood,OR,2018
894,3316,22.0,Male,Black,Columbus,OH,2018
895,3317,36.0,Male,Hispanic,Puyallup,WA,2018
896,4243,37.0,Male,White,Cave Junction,OR,2018
897,3307,42.0,Male,White,Huntersville,NC,2018
898,3311,22.0,Male,Hispanic,El Sereno,CA,2018
899,3309,42.0,Male,Hispanic,Eugene,OR,2018
900,3305,32.0,Male,White,Montpelier,VT,2018
901,3306,30.0,Male,Hispanic,Bedford,TX,2018
902,3323,53.0,Female,White,Gooding,ID,2018
903,3319,72.0,Female,Black,Tulsa,OK,2018
904,3320,29.0,Male,Black,Nashua,IA,2018
905,3321,34.0,Male,Black,Memphis,TN,2018
906,3322,26.0,Male,Black,Racine,WI,2018
907,4244,22.0,Male,Hispanic,Phoenix,AZ,2018
908,4245,16.0,Male,White,Franklin County,OH,2018
909,3324,31.0,Male,Black,Harrisburg,PA,2018
910,3325,58.0,Male,White,Boonville,IN,2018
911,3326,23.0,Male,White,Fairmont,MN,2018
912,3327,44.0,Male,White,Dunwoody,GA,2018
913,3328,46.0,Male,White,Lake Wales,FL,2018
914,3329,61.0,Male,Black,Longview,TX,2018
915,3330,17.0,Male,White,Overland Park,KS,2018
916,3331,46.0,Male,White,Rockledge,FL,2018
917,3332,35.0,Male,White,Ebey Island,WA,2018
918,3333,36.0,Male,White,Battle Creek,MI,2018
919,3334,28.0,Male,Hispanic,Irving,TX,2018
920,3335,37.0,Male,White,Sallisaw,OK,2018
921,3336,47.0,Male,White,Millville,NJ,2018
922,3337,35.0,Male,Hispanic,Pueblo,CO,2018
923,3339,40.0,Male,White,Tulsa,OK,2018
924,3342,24.0,Male,Black,Chatham County,GA,2018
925,3343,18.0,Male,Hispanic,League City,TX,2018
926,3344,38.0,Male,Black,Bradenton,FL,2018
927,3350,54.0,Male,White,Idaho Falls,ID,2018
928,3346,27.0,Male,Hispanic,Sparks,NV,2018
929,3351,62.0,Male,White,Union Township,MI,2018
930,3348,66.0,Male,White,Little Orleans,MD,2018
931,3349,47.0,Male,Hispanic,Houston,TX,2018
932,3352,19.0,Male,Hispanic,San Antonio,TX,2018
933,3353,27.0,Male,White,Buford,GA,2018
934,3345,23.0,Male,White,Austin,TX,2018
935,3347,42.0,Male,Hispanic,Las Vegas,NV,2018
936,3358,43.0,Male,Black,Rock Falls,IL,2018
937,3361,42.0,Male,White,Alton,IL,2018
938,3357,45.0,Male,Black,Walton,IN,2018
939,3359,21.0,Female,Black,Jackson,MS,2018
940,3360,43.0,Female,White,San Antonio,TX,2018
941,3354,45.0,Male,White,London,KY,2018
942,3355,33.0,Male,Black,Baltimore,MD,2018
943,3356,38.0,Male,White,Chamblee,GA,2018
944,3362,33.0,Male,White,Conroe,TX,2018
945,3364,46.0,Male,Hispanic,Houston,TX,2018
946,3365,52.0,Male,Black,Bronx,NY,2018
947,4246,46.0,Male,Hispanic,Houston,TX,2018
948,3366,40.0,Male,White,Pink,OK,2018
949,3367,20.0,Male,Hispanic,St. James,MN,2018
950,3368,39.0,Male,Hispanic,Arvada,CO,2018
951,3369,35.0,Male,White,Waverly,OH,2018
952,3370,31.0,Male,Black,Harrisburg,PA,2018
953,3371,32.0,Male,Black,Peoria,IL,2018
954,3372,56.0,Male,White,Oklahoma City,OK,2018
955,3373,37.0,Male,Black,Houston,TX,2018
956,3374,32.0,Male,White,Louisville,KY,2018
957,3375,28.0,Male,Black,Clayton,GA,2018
958,3376,26.0,Male,White,Helena,MT,2018
959,4248,38.0,Male,White,Louisville,KY,2018
960,3377,27.0,Male,White,Charlotte,NC,2018
961,3379,37.0,Male,Black,Atlanta,GA,2018
962,3381,43.0,Male,White,Reading,MA,2018
963,3383,49.0,Male,White,Gulfport,MS,2018
964,3382,16.0,Male,Black,Los Angeles,CA,2018
965,3384,35.0,Male,White,Nice,CA,2018
966,3385,19.0,Male,Hispanic,Colorado Springs,CO,2018
967,3386,59.0,Male,White,St. Augustine,FL,2018
968,3387,29.0,Male,Hispanic,Denver,CO,2018
969,3389,37.0,Male,Hispanic,Los Angeles,CA,2018
970,3392,40.0,Male,White,Antioch,CA,2018
971,3393,35.0,Male,Hispanic,Grant-Valkaria,FL,2018
972,3394,39.0,Male,Black,Locust Grove,GA,2018
973,3395,36.0,Male,Black,Atlanta,GA,2018
974,3402,78.0,Male,White,Flagstaff,AZ,2018
975,3397,25.0,Male,White,Columbus,OH,2018
976,3398,41.0,Male,White,Aurora,CO,2018
977,3404,63.0,Male,White,Kingman,AZ,2018
978,3396,42.0,Male,White,Bolton,VT,2018
979,3400,39.0,Male,Black,Pittsburgh,PA,2018
980,3403,84.0,Male,White,Homestead,FL,2018
981,3405,33.0,Male,Black,Vallejo,CA,2018
982,3411,52.0,Male,Asian,Denver,CO,2018
983,4250,48.0,Female,White,Willits,CA,2018
984,3413,30.0,Male,Black,Merrillville,IN,2018
985,3414,29.0,Male,White,Kokomo,IN,2018
986,3415,27.0,Male,White,Belton,MO,2018
987,3416,41.0,Male,White,Mobile,AL,2018
988,3408,57.0,Male,Hispanic,Mesa,AZ,2018
989,3417,27.0,Male,Native,Montezuma Creek,UT,2018
990,3418,58.0,Male,White,Henderson,NC,2018
991,3420,59.0,Male,White,Cocoa Beach,FL,2018
992,3421,39.0,Male,White,Sissonville,WV,2018
993,3422,28.0,Male,Black,Inwood,WV,2018
994,3423,28.0,Male,White,Hernando,FL,2018
995,3424,23.0,Male,Hispanic,Las Cruces,NM,2018
996,3425,55.0,Male,White,Catoosa,OK,2018
997,3426,33.0,Male,Hispanic,Guadalupe County,TX,2018
998,3407,23.0,Male,Hispanic,Austin,TX,2018
999,3412,45.0,Male,Black,Denton,TX,2018
1000,3427,37.0,Male,Black,Fort Washington,MD,2018
1001,3428,21.0,Male,Black,Montgomery,AL,2018
1002,3429,27.0,Male,White,Stutsman County,ND,2018
1003,3430,39.0,Male,Black,Phoenix,AZ,2018
1004,3440,37.0,Male,Black,Jackson,MS,2018
1005,3441,22.0,Male,Black,Stratford,TX,2018
1006,3431,26.0,Male,Black,Church Hill,TN,2018
1007,3432,27.0,Male,White,Phoenix,AZ,2018
1008,3434,37.0,Male,Black,Woodbridge,VA,2018
1009,3435,58.0,Male,White,Evansville,IN,2018
1010,4247,62.0,Male,White,Monongalia,WV,2018
1011,3442,25.0,Male,Black,Oklahoma City,OK,2018
1012,3444,36.0,Male,White,Casper,WY,2018
1013,3445,37.0,Male,Hispanic,Los Angeles,CA,2018
1014,3437,27.0,Male,White,Crawford County,OH,2018
1015,3438,37.0,Male,White,Gilbert,AZ,2018
1016,3439,25.0,Male,White,Wamego,KS,2018
1017,3446,40.0,Male,Black,St. Louis,MO,2018
1018,3447,29.0,Male,Black,Dallas,TX,2018
1019,3448,20.0,Male,White,Chester,SC,2018
1020,3449,33.0,Male,White,Coeur d'Alene,ID,2018
1021,3450,48.0,Male,Black,Orlando,FL,2018
1022,4249,47.0,Male,Hispanic,Alamosa,CO,2018
1023,3451,40.0,Male,Black,Henrico,VA,2018
1024,3466,29.0,Male,Hispanic,Tucson,AZ,2018
1025,3453,29.0,Male,Hispanic,Bristol Township,PA,2018
1026,3454,44.0,Male,White,Glendale,AZ,2018
1027,3458,36.0,Male,White,Mesa,AZ,2018
1028,3459,31.0,Male,Hispanic,Santa Ana,CA,2018
1029,3460,48.0,Male,White,Scottsdale,AZ,2018
1030,3465,49.0,Male,Black,Clarksville,TX,2018
1031,3455,38.0,Female,Hispanic,Pima County,AZ,2018
1032,3467,41.0,Male,Black,Gulfport,MS,2018
1033,3462,37.0,Male,Hispanic,Abington Township,PA,2018
