,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
82,Myanmar,"143,131",+34,"3,213 ",,"132,135",+12,"7,783",,"2,615",59,"2,604,997","47,598","54,728,958 ",Asia,382,"17,034",21,0.6,,142
83,S. Korea,"132,818",+528,"1,904 ",+1,"122,631",+468,"8,283",156,"2,589",37,"9,395,004","183,110","51,307,858 ",Asia,386,"26,947",5,10,0.02,161
84,Albania,"132,032",,"2,435 ",,"125,419",,"4,178",18,"45,924",847,"677,041","235,489","2,875,041 ",Europe,22,"1,181",4,,,"1,453"
85,Latvia,"128,688",+563,"2,280 ",+11,"117,799",,"8,609",71,"68,896","1,221","2,513,111","1,345,446","1,867,864 ",Europe,15,819,1,301,6,"4,609"
86,Estonia,"127,500",+295,"1,229 ",+6,"119,428",+656,"6,843",32,"96,058",926,"1,368,541","1,031,058","1,327,317 ",Europe,10,"1,080",1,222,5,"5,156"
87,Cuba,"126,755","+1,244",826 ,+12,"119,161","+1,412","6,768",130,"11,197",73,"4,037,878","356,686","11,320,554 ",North America,89,"13,705",3,110,1,598
88,Algeria,"125,693",+208,"3,388 ",+7,"87,609",+133,"34,696",28,"2,822",76,"230,861","5,183","44,541,312 ",Africa,354,"13,147",193,5,0.2,779
89,Norway,"119,668",+168,774 ,,"88,952",,"29,942",22,"21,924",142,"5,507,549","1,009,019","5,458,320 ",Europe,46,"7,052",1,31,,"5,486"
90,Thailand,"113,555","+2,473",649 ,+35,"69,918","+2,718","42,988","1,228","1,623",9,"8,124,896","116,147","69,953,419 ",Asia,616,"107,786",9,35,0.5,615
91,Kyrgyzstan,"100,966",+234,"1,718 ",+7,"94,168",+282,"5,080",86,"15,256",260,"1,065,529","161,003","6,618,078 ",Asia,66,"3,852",6,35,1,768
92,Montenegro,"98,971",+73,"1,564 ",+2,"96,097",+98,"1,310",60,"157,563","2,490","397,322","632,541","628,136 ",Europe,6,402,2,116,3,"2,086"
93,Uzbekistan,"97,068",+175,672 ,+2,"92,582",+279,"3,814",23,"2,864",20,"1,377,915","40,655","33,892,564 ",Asia,349,"50,435",25,5,0.06,113
94,Ghana,"93,333",,783 ,,"91,252",,"1,298",8,"2,950",25,"1,123,985","35,527","31,637,796 ",Africa,339,"40,406",28,,,41
95,Zambia,"92,460",,"1,261 ",,"90,862",,337,40,"4,910",67,"1,474,620","78,307","18,831,181 ",Africa,204,"14,934",13,,,18
96,Finland,"90,398",+149,929 ,,"46,000",,"43,469",25,"16,293",167,"4,794,557","864,155","5,548,263 ",Europe,61,"5,972",1,27,,"7,835"
97,Cameroon,"74,946",,"1,152 ",,"70,497",,"3,297",385,"2,763",42,"1,518,411","55,988","27,120,494 ",Africa,362,"23,542",18,,,122
98,El Salvador,"71,479",,"2,195 ",+4,"66,903",,"2,381",22,"10,972",337,"956,458","146,812","6,514,856 ",North America,91,"2,968",7,,0.6,365
99,Cyprus,"71,231",,347 ,,"39,061",,"31,823",46,"58,624",286,"5,943,360","4,891,461","1,215,048 ",Asia,17,"3,502",0,,,"26,191"
100,Mozambique,"70,485",+22,828 ,,"68,749",+18,908,21,"2,202",26,"538,679","16,825","32,016,074 ",Africa,454,"38,667",59,0.7,,28
101,Luxembourg,"69,239",+174,808 ,,"66,619",+436,"1,812",30,"109,062","1,273","2,787,646","4,390,955","634,861 ",Europe,9,786,0,274,,"2,854"
102,Afghanistan,"64,122",+303,"2,762 ",+11,"55,118",+108,"6,242","1,124","1,616",70,"434,506","10,947","39,691,394 ",Asia,619,"14,371",91,8,0.3,157
103,Singapore,"61,651",+38,31 ,,"61,134",+11,486,5,"10,466",5,"11,064,019","1,878,254","5,890,587 ",Asia,96,"190,019",1,6,,83
104,Namibia,"51,636",+246,733 ,+10,"48,445",+90,"2,458",56,"20,006",284,"413,177","160,083","2,581,017 ",Africa,50,"3,521",6,95,4,952
105,Botswana,"50,800",,774 ,,"47,477",,"2,549",1,"21,229",323,"1,105,082","461,800","2,392,987 ",Africa,47,"3,092",2,,,"1,065"
106,Mongolia,"49,524",+349,221 ,+7,"42,721",+877,"6,582",103,"14,897",66,"2,840,929","854,584","3,324,342 ",Asia,67,"15,042",1,105,2,"1,980"
107,Jamaica,"47,479",+83,878 ,+15,"23,410",+129,"23,191",18,"15,973",295,"357,002","120,102","2,972,484 ",North America,63,"3,386",8,28,5,"7,802"
108,Maldives,"47,421","+1,465",105 ,+4,"29,086",+237,"18,230",90,"86,402",191,"802,394","1,461,971","548,844 ",Asia,12,"5,227",1,"2,669",7,"33,215"
109,Ivory Coast,"46,661",,298 ,,"46,115",,248,,"1,732",11,"619,741","22,999","26,946,335 ",Africa,577,"90,424",43,,,9
110,Uganda,"42,930",+71,349 ,+2,"42,429",,152,24,914,7,"1,064,201","22,645","46,994,167 ",Africa,"1,095","134,654",44,2,0.04,3
111,Senegal,"40,896",+24,"1,128 ",+1,"39,614",+17,154,9,"2,388",66,"500,044","29,196","17,127,434 ",Africa,419,"15,184",34,1,0.06,9
112,Madagascar,"40,326",+122,774 ,+3,"38,166",+221,"1,386",245,"1,424",27,"196,451","6,939","28,309,896 ",Africa,702,"36,576",144,4,0.1,49
113,Zimbabwe,"38,572",,"1,582 ",,"36,349",,641,12,"2,563",105,"447,791","29,750","15,051,761 ",Africa,390,"9,514",34,,,43
114,Sudan,"34,272",,"2,446 ",,"27,949",,"3,877",,766,55,"232,965","5,207","44,740,073 ",Africa,"1,305","18,291",192,,,87
115,Malawi,"34,231",+15,"1,153 ",,"32,246",+5,832,11,"1,750",59,"239,715","12,256","19,559,677 ",Africa,571,"16,964",82,0.8,,43
116,Angola,"30,787",,677 ,,"25,995",,"4,115",22,912,20,"527,590","15,631","33,753,337 ",Africa,"1,096","49,857",64,,,122
117,DRC,"30,620",+11,776 ,,"26,603",,"3,241",,333,8,"155,600","1,693","91,924,513 ",Africa,"3,002","118,459",591,0.1,,35
118,Malta,"30,486",+2,417 ,,"29,941",+21,128,,"68,884",942,"900,491","2,034,672","442,573 ",Europe,15,"1,061",0,5,,289
119,Australia,"29,983",+5,910 ,,"28,900",,173,1,"1,164",35,"17,581,041","682,537","25,758,366 ",Australia/Oceania,859,"28,306",1,0.2,,7
120,Cabo Verde,"28,281",,251 ,,"25,432",,"2,598",23,"50,388",447,"158,645","282,657","561,264 ",Africa,20,"2,236",4,,,"4,629"
121,Rwanda,"26,344",+129,346 ,+1,"24,808",+44,"1,190",2,"1,991",26,"1,380,803","104,358","13,231,435 ",Africa,502,"38,241",10,10,0.08,90
122,Gabon,"23,909",,145 ,,"20,556",,"3,208",16,"10,526",64,"772,653","340,162","2,271,426 ",Africa,95,"15,665",3,,,"1,412"
123,Syria,"23,788",,"1,705 ",,"21,073",,"1,010",,"1,331",95,"103,566","5,795","17,870,439 ",Asia,751,"10,481",173,,,57
124,Cambodia,"22,889",+345,156 ,+2,"14,343","+1,337","8,390",,"1,353",9,"1,079,873","63,819","16,920,960 ",Asia,739,"108,468",16,20,0.1,496
125,Guinea,"22,830",,152 ,,"20,421",,"2,257",24,"1,698",11,"445,243","33,122","13,442,322 ",Africa,589,"88,436",30,,,168
126,Réunion,"22,644",,169 ,,"21,603",,872,36,"25,135",188,"102,720","114,019","900,902 ",Africa,40,"5,331",9,,,968
127,French Guiana,"21,845",,109 ,,"9,995",,"11,741",25,"71,526",357,"238,822","781,967","305,412 ",South America,14,"2,802",1,,,"38,443"
128,Mayotte,"20,176",,171 ,,"2,964",,"17,041",6,"72,435",614,"176,919","635,163","278,541 ",Africa,14,"1,629",2,,,"61,180"
129,Mauritania,"18,858",,457 ,,"18,133",,268,14,"3,965",96,"250,574","52,687","4,755,887 ",Africa,252,"10,407",19,,,56
130,French Polynesia,"18,816",,141 ,,"18,656",,19,1,"66,646",499,"26,355","93,349","282,329 ",Australia/Oceania,15,"2,002",11,,,67
131,Eswatini,"18,525",+2,672 ,,"17,806",+3,47,3,"15,824",574,"202,106","172,642","1,170,663 ",Africa,63,"1,742",6,2,,40
132,Trinidad and Tobago,"17,150",+601,317 ,+23,"10,515",+145,"6,318",15,"12,220",226,"159,982","113,991","1,403,457 ",North America,82,"4,427",9,428,16,"4,502"
133,Guadeloupe,"16,017",,221 ,,"2,242",,"13,554",33,"40,024",552,"195,404","488,285","400,184 ",North America,25,"1,811",2,,,"33,869"
134,Guyana,"15,352",,344 ,,"13,085",,"1,923",15,"19,436",436,"137,730","174,369","789,875 ",South America,51,"2,296",6,,,"2,435"
135,Somalia,"14,486",,753 ,,"6,325",,"7,408",,890,46,"120,132","7,380","16,278,398 ",Africa,"1,124","21,618",136,,,455
136,Mali,"14,207",+13,511 ,,"9,309",+19,"4,387",,684,25,"285,361","13,747","20,757,350 ",Africa,"1,461","40,621",73,0.6,,211
137,Papua New Guinea,"14,206",+278,136 ,,"11,336",+302,"2,734",,"1,562",15,"110,286","12,126","9,094,720 ",Australia/Oceania,640,"66,873",82,31,,301
138,Andorra,"13,569",+14,127 ,,"13,234",+23,208,12,"175,371","1,641","193,595","2,502,100","77,373 ",Europe,6,609,0,181,,"2,688"
139,Haiti,"13,460",,271 ,,"12,435",,754,,"1,168",24,"60,085","5,214","11,523,943 ",North America,856,"42,524",192,,,65
140,Burkina Faso,"13,397",,164 ,,"13,199",,34,,626,8,"184,102","8,602","21,401,270 ",Africa,"1,597","130,496",116,,,2
141,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,724,098 ",Asia,731,"108,046",,,,
142,Togo,"13,286",+7,125 ,,"11,950",+49,"1,211",,"1,573",15,"324,533","38,417","8,447,543 ",Africa,636,"67,580",26,0.8,,143
143,Belize,"12,742",,323 ,,"12,342",,77,1,"31,546",800,"126,061","312,094","403,920 ",North America,32,"1,251",3,,,191
144,Curaçao,"12,256",,120 ,,"12,069",,67,18,"74,423",729,"104,049","631,822","164,681 ",North America,13,"1,372",2,,,407
145,Suriname,"12,107",,230 ,,"10,325",,"1,552",29,"20,478",389,"56,137","94,950","591,228 ",South America,49,"2,571",11,,,"2,625"
146,Hong Kong,"11,827",+1,210 ,,"11,535",+4,82,2,"1,566",28,"14,841,321","1,965,692","7,550,178 ",Asia,638,"35,953",1,0.1,,11
147,Martinique,"11,736",,90 ,,98,,"11,548",24,"31,295",240,"170,302","454,127","375,010 ",North America,32,"4,167",2,,,"30,794"
148,Djibouti,"11,455",+17,151 ,,"11,280",+14,24,,"11,449",151,"154,702","154,619","1,000,540 ",Africa,87,"6,626",6,17,,24
149,Congo,"11,343",,148 ,,"8,208",,"2,987",,"2,013",26,"141,948","25,185","5,636,212 ",Africa,497,"38,083",40,,,530
150,Bahamas,"11,225",,221 ,,"10,080",,924,8,"28,308",557,"92,954","234,419","396,529 ",North America,35,"1,794",4,,,"2,330"
151,Aruba,"10,857",,105 ,,"10,672",,80,14,"101,313",980,"158,379","1,477,926","107,163 ",North America,10,"1,021",1,,,747
152,Lesotho,"10,790",,320 ,,"6,427",,"4,043",,"5,002",148,"87,981","40,787","2,157,103 ",Africa,200,"6,741",25,,,"1,874"
153,South Sudan,"10,652",,115 ,,"10,462",,75,,942,10,"159,088","14,068","11,308,374 ",Africa,"1,062","98,334",71,,,7
154,Seychelles,"9,764",,35 ,,"7,826",,"1,903",,"98,746",354,"21,504","217,476","98,880 ",Africa,10,"2,825",5,,,"19,246"
155,Benin,"7,995",,101 ,,"7,652",,242,35,645,8,"595,112","47,996","12,399,208 ",Africa,"1,551","122,764",21,,,20
156,Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,332",78,"123,169","85,359","1,442,953 ",Africa,188,"12,884",12,,,210
157,Nicaragua,"7,086",,184 ,,"4,225",,"2,677",,"1,059",27,,,"6,693,404 ",North America,945,"36,377",,,,400
158,CAR,"6,866",,95 ,,"5,112",,"1,659",2,"1,400",19,"40,907","8,343","4,902,986 ",Africa,714,"51,610",120,,,338
159,Yemen,"6,586",+18,"1,297 ",+3,"3,072",+30,"2,217",23,217,43,"43,192","1,421","30,397,797 ",Asia,"4,616","23,437",704,0.6,0.10,73
160,Iceland,"6,549",+1,29 ,,"6,462",+6,58,55,"19,083",85,"633,116","1,844,846","343,181 ",Europe,52,"11,834",1,3,,169
161,Gambia,"5,957",,175 ,,"5,701",,81,3,"2,406",71,"76,379","30,852","2,475,641 ",Africa,416,"14,147",32,,,33
162,Niger,"5,339",,192 ,,"4,975",,172,2,214,8,"102,694","4,113","24,965,512 ",Africa,"4,676","130,029",243,,,7
163,San Marino,"5,087",,90 ,,"4,974",,23,4,"149,648","2,648","64,241","1,889,830","33,993 ",Europe,7,378,1,,,677
