,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
18,Czechia,"1,652,840",+596,"29,901 ",+8,"1,592,263",+27,"30,676",270,"154,092","2,788","21,298,436","1,985,621","10,726,335 ",Europe,6,359,1,56,0.7,"2,860"
19,South Africa,"1,613,728","+2,585","55,210 ",+27,"1,524,352","+1,109","34,166",546,"26,914",921,"11,115,048","185,375","59,959,712 ",Africa,37,"1,086",5,43,0.5,570
20,Netherlands,"1,598,164","+4,436","17,449 ",+13,"1,369,607","+8,885","211,108",681,"93,090","1,016","13,524,699","787,786","17,167,986 ",Europe,11,984,1,258,0.8,"12,297"
21,Canada,"1,327,441","+3,760","24,945 ",+37,"1,231,430","+4,560","71,066","1,344","34,905",656,"33,383,698","877,811","38,030,617 ",North America,29,"1,525",1,99,1.0,"1,869"
22,Chile,"1,286,548","+6,296","27,832 ",+98,"1,220,351","+5,534","38,365","2,954","66,802","1,445","13,947,396","724,192","19,259,250 ",South America,15,692,1,327,5,"1,992"
23,Philippines,"1,143,963","+5,790","19,191 ",+140,"1,069,868","+7,541","54,904","1,819","10,320",173,"12,618,348","113,832","110,850,579 ",Asia,97,"5,776",9,52,1,495
24,Iraq,"1,139,373","+2,456","15,954 ",+24,"1,045,240","+5,624","78,179",456,"27,786",389,"9,872,873","240,769","41,005,620 ",Asia,36,"2,570",4,60,0.6,"1,907"
25,Romania,"1,071,899",+565,"29,523 ",+38,"1,025,145","+1,323","17,231",777,"56,046","1,544","8,678,223","453,755","19,125,336 ",Europe,18,648,2,30,2,901
26,Sweden,"1,037,126",,"14,275 ",,"892,260","+14,107","130,591",306,"102,138","1,406","9,481,745","933,775","10,154,202 ",Europe,10,711,1,,,"12,861"
27,Belgium,"1,030,071","+1,967","24,686 ",+22,"910,652","+4,679","94,733",622,"88,542","2,122","13,252,380","1,139,142","11,633,650 ",Europe,11,471,1,169,2,"8,143"
28,Pakistan,"877,130","+2,379","19,543 ",+76,"788,768","+5,288","68,819","4,376","3,905",87,"12,444,042","55,401","224,617,789 ",Asia,256,"11,494",18,11,0.3,306
29,Portugal,"842,182",+334,"17,007 ",+1,"802,900",+229,"22,275",71,"82,805","1,672","11,165,909","1,097,850","10,170,705 ",Europe,12,598,1,33,0.10,"2,190"
30,Israel,"839,119",+2,"6,382 ",+1,"832,072",+91,665,71,"91,232",694,"14,487,253","1,575,114","9,197,590 ",Asia,11,"1,441",1,0.2,0.1,72
31,Hungary,"798,147",+718,"29,175 ",+61,"625,088","+6,480","143,884",261,"82,805","3,027","5,638,662","584,990","9,638,898 ",Europe,12,330,2,74,6,"14,927"
32,Bangladesh,"780,159",+363,"12,149 ",+25,"722,036",+601,"45,974","1,149","4,696",73,"5,707,716","34,359","166,119,101 ",Asia,213,"13,673",29,2,0.2,277
33,Jordan,"724,154",+809,"9,259 ",+16,"710,445",,"4,450",729,"70,365",900,"6,940,992","674,446","10,291,397 ",Asia,14,"1,112",1,79,2,432
34,Serbia,"706,458",+568,"6,681 ",+17,"677,135","+2,127","22,642",99,"81,141",767,"4,009,511","460,515","8,706,580 ",Europe,12,"1,303",2,65,2,"2,601"
35,Switzerland,"679,510",,"10,731 ",+1,"617,283",,"51,496",187,"78,017","1,232","7,273,942","835,143","8,709,819 ",Europe,13,812,1,,0.1,"5,912"
36,Japan,"677,988","+6,425","11,463 ",+98,"590,044","+5,274","76,481","1,223","5,375",91,"13,084,423","103,731","126,137,802 ",Asia,186,"11,004",10,51,0.8,606
37,Austria,"637,097",+673,"10,474 ",+4,"616,148","+1,345","10,475",293,"70,388","1,157","36,393,075","4,020,785","9,051,236 ",Europe,14,864,0,74,0.4,"1,157"
38,UAE,"546,182","+1,251","1,631 ",+2,"526,302","+1,222","18,249",,"54,648",163,"46,919,907","4,694,593","9,994,457 ",Asia,18,"6,128",0,125,0.2,"1,826"
39,Lebanon,"535,753",+307,"7,620 ",+18,"497,198",,"30,935",333,"78,802","1,121","4,183,866","615,392","6,798,700 ",Asia,13,892,2,45,3,"4,550"
40,Morocco,"514,944",+127,"9,098 ",,"503,181",+297,"2,665",96,"13,809",244,"6,380,889","171,108","37,291,548 ",Africa,72,"4,099",6,3,,71
41,Malaysia,"470,110","+3,780","1,902 ",+36,"426,319","+3,990","41,889",520,"14,365",58,"10,503,288","320,936","32,727,008 ",Asia,70,"17,207",3,116,1,"1,280"
42,Nepal,"455,020","+7,316","5,001 ",+145,"339,756","+6,648","110,263",,"15,376",169,"2,771,020","93,640","29,592,220 ",Asia,65,"5,917",11,247,5,"3,726"
43,Saudi Arabia,"433,094",+825,"7,162 ",+15,"417,787","+1,028","8,145","1,376","12,274",203,"17,970,506","509,290","35,285,426 ",Asia,81,"4,927",2,23,0.4,231
44,Bulgaria,"414,192",+151,"17,259 ",+9,"362,475",+148,"34,458",499,"60,005","2,500","2,668,212","386,549","6,902,641 ",Europe,17,400,3,22,1,"4,992"
45,Ecuador,"410,129",+609,"19,699 ",+7,"354,499","+11,621","35,931",587,"22,943","1,102","1,368,816","76,572","17,876,097 ",South America,44,907,13,34,0.4,"2,010"
46,Slovakia,"387,523",+103,"12,224 ",+21,"370,895",+343,"4,404",193,"70,950","2,238","2,762,414","505,756","5,461,953 ",Europe,14,447,2,19,4,806
47,Greece,"377,090","+1,259","11,415 ",+50,"335,156",,"30,519",656,"36,334","1,100","8,856,180","853,320","10,378,501 ",Europe,28,909,1,121,5,"2,941"
48,Belarus,"376,341","+1,627","2,701 ",+10,"367,097","+1,842","6,543",,"39,839",286,"6,090,900","644,771","9,446,606 ",Europe,25,"3,497",2,172,1,693
49,Panama,"370,533",,"6,296 ",,"358,938",,"5,299",105,"84,716","1,439","2,516,022","575,243","4,373,839 ",North America,12,695,2,,,"1,212"
50,Kazakhstan,"358,104","+2,459","4,054 ",+15,"316,003","+3,166","38,047",221,"18,875",214,"10,749,824","566,607","18,972,287 ",Asia,53,"4,680",2,130,0.8,"2,005"
51,Croatia,"350,390",+480,"7,708 ",+21,"336,450","+1,113","6,232",181,"85,815","1,888","1,927,262","472,009","4,083,105 ",Europe,12,530,2,118,5,"1,526"
52,Bolivia,"331,516","+1,783","13,493 ",+42,"270,466","+1,178","47,557",200,"28,067","1,142","1,305,414","110,520","11,811,601 ",South America,36,875,9,151,4,"4,026"
53,Georgia,"330,375",+968,"4,442 ",+16,"308,821",+903,"17,112",,"82,957","1,115","4,579,651","1,149,952","3,982,471 ",Asia,12,897,1,243,4,"4,297"
54,Azerbaijan,"329,843",+472,"4,779 ",+11,"314,900","+1,122","10,164",,"32,278",468,"3,384,053","331,158","10,218,835 ",Asia,31,"2,138",3,46,1,995
55,Tunisia,"326,572",+740,"11,849 ",+70,"287,644",+704,"27,079",445,"27,382",994,"1,387,361","116,327","11,926,362 ",Africa,37,"1,007",9,62,6,"2,271"
56,Paraguay,"311,746",,"7,534 ",,"258,338",,"45,874",584,"43,245","1,045","1,188,141","164,818","7,208,824 ",South America,23,957,6,,,"6,364"
57,Palestine,"303,827",+169,"3,428 ",+5,"292,523","+1,332","7,876",78,"58,380",659,"1,790,483","344,041","5,204,277 ",Asia,17,"1,518",3,32,1.0,"1,513"
58,Kuwait,"291,629",+828,"1,693 ",+6,"277,820","+1,028","12,116",186,"67,421",391,"2,460,103","568,742","4,325,517 ",Asia,15,"2,555",2,191,1,"2,801"
59,Costa Rica,"282,741",,"3,547 ",,"221,903",,"57,291",489,"55,065",691,"1,093,074","212,881","5,134,663 ",North America,18,"1,448",5,,,"11,158"
60,Dominican Republic,"277,188",+916,"3,582 ",+13,"233,830",+399,"39,776",289,"25,331",327,"1,478,358","135,100","10,942,699 ",North America,39,"3,055",7,84,1,"3,635"
61,Denmark,"266,503",+964,"2,502 ",,"250,951",+694,"13,050",32,"45,870",431,"46,740,649","8,044,847","5,810,011 ",Europe,22,"2,322",0,166,,"2,246"
62,Ethiopia,"266,264",+432,"3,996 ",+20,"219,566",+700,"42,702",582,"2,267",34,"2,652,558","22,588","117,432,264 ",Africa,441,"29,387",44,4,0.2,364
63,Lithuania,"265,536",+740,"4,103 ",+14,"239,915",+213,"21,518",185,"98,750","1,526","3,105,619","1,154,946","2,688,974 ",Europe,10,655,1,275,5,"8,002"
64,Ireland,"255,672",+355,"4,941 ",,"237,878",+714,"12,853",39,"51,280",991,"4,729,538","948,596","4,985,829 ",Europe,20,"1,009",1,71,,"2,578"
65,Moldova,"253,845",+109,"6,027 ",+11,"244,857",+193,"2,961",149,"63,055","1,497","1,048,032","260,331","4,025,764 ",Europe,16,668,4,27,3,736
66,Slovenia,"249,310",+292,"4,324 ",+4,"237,424",+363,"7,562",120,"119,907","2,080","1,230,743","591,934","2,079,188 ",Europe,8,481,2,140,2,"3,637"
67,Egypt,"245,721","+1,201","14,327 ",+58,"181,478",+901,"49,916",90,"2,362",138,"2,715,258","26,105","104,011,195 ",Africa,423,"7,260",38,12,0.6,480
68,Guatemala,"241,369",+252,"7,887 ",+15,"221,298",+762,"12,184",5,"13,259",433,"1,345,112","73,893","18,203,514 ",North America,75,"2,308",14,14,0.8,669
69,Uruguay,"240,512","+2,433","3,459 ",+40,"209,338","+2,668","27,715",499,"69,029",993,"2,005,217","575,510","3,484,241 ",South America,14,"1,007",2,698,11,"7,954"
70,Honduras,"225,964",+708,"5,954 ",+17,"82,561",+12,"137,449",536,"22,503",593,"676,623","67,382","10,041,602 ",North America,44,"1,687",15,71,2,"13,688"
71,Armenia,"220,860",+131,"4,323 ",+9,"208,454",+354,"8,083",,"74,412","1,456","1,036,673","349,274","2,968,081 ",Asia,13,687,3,44,3,"2,723"
72,Venezuela,"214,231",,"2,382 ",,"198,033",,"13,816",316,"7,553",84,"3,359,014","118,419","28,365,471 ",South America,132,"11,908",8,,,487
73,Qatar,"213,183",+256,530 ,+4,"207,077",+770,"5,576",205,"75,925",189,"1,970,800","701,901","2,807,805 ",Asia,13,"5,298",1,91,1,"1,986"
74,Oman,"205,511",+588,"2,193 ",+9,"190,342","+3,951","12,976",255,"39,376",420,"1,550,000","296,981","5,219,189 ",Asia,25,"2,380",3,113,2,"2,486"
75,Bosnia and Herzegovina,"202,143",,"8,981 ",,"168,549",,"24,613",,"61,951","2,752","937,964","287,458","3,262,955 ",Europe,16,363,3,,,"7,543"
76,Bahrain,"200,977","+1,884",746 ,+9,"183,859","+1,324","16,372",160,"114,670",426,"4,353,926","2,484,178","1,752,663 ",Asia,9,"2,349",0,"1,075",5,"9,341"
77,Libya,"181,410",+231,"3,088 ",+3,"168,128",+499,"10,194",,"26,092",444,"983,395","141,443","6,952,613 ",Africa,38,"2,251",7,33,0.4,"1,466"
78,Nigeria,"165,709",+7,"2,066 ",,"156,413",+1,"7,230",11,787,10,"1,977,479","9,391","210,568,792 ",Africa,"1,271","101,921",106,0.03,,34
79,Kenya,"165,465",+86,"3,003 ",+2,"113,612",+123,"48,850",117,"3,019",55,"1,744,393","31,833","54,799,111 ",Africa,331,"18,248",31,2,0.04,891
80,North Macedonia,"154,698",+62,"5,211 ",+14,"145,851",+245,"3,636",111,"74,256","2,501","756,480","363,116","2,083,299 ",Europe,13,400,3,30,7,"1,745"
81,Myanmar,"143,065",+6,"3,212 ",,"132,115",+15,"7,738",,"2,614",59,"2,601,770","47,540","54,727,963 ",Asia,383,"17,039",21,0.1,,141
82,Sri Lanka,"142,746","+2,275",941 ,,"118,322","+1,102","23,483",,"6,642",44,"3,075,321","143,094","21,491,623 ",Asia,151,"22,839",7,106,,"1,093"
83,Albania,"132,015",+37,"2,432 ",+3,"124,312","+1,231","5,271",18,"45,917",846,"674,402","234,571","2,875,050 ",Europe,22,"1,182",4,13,1,"1,833"
84,S. Korea,"131,671",+610,"1,900 ",+4,"121,764",+482,"8,007",150,"2,566",37,"9,336,614","181,973","51,307,738 ",Asia,390,"27,004",5,12,0.08,156
85,Latvia,"127,978",+381,"2,266 ",+9,"117,231",+804,"8,481",78,"68,514","1,213","2,490,506","1,333,304","1,867,921 ",Europe,15,824,1,204,5,"4,540"
86,Estonia,"127,053",+131,"1,222 ",+2,"118,678",+125,"7,153",36,"95,722",921,"1,359,778","1,024,458","1,327,315 ",Europe,10,"1,086",1,99,2,"5,389"
87,Algeria,"125,311",+117,"3,374 ",+8,"87,359",+108,"34,578",28,"2,814",76,"230,861","5,183","44,539,145 ",Africa,355,"13,201",193,3,0.2,776
88,Cuba,"124,454","+1,233",804 ,+8,"116,660","+1,155","6,990",126,"10,994",71,"3,993,104","352,730","11,320,573 ",North America,91,"14,080",3,109,0.7,617
89,Norway,"119,186",+134,774 ,,"88,952",,"29,460",22,"21,836",142,"5,423,294","993,604","5,458,204 ",Europe,46,"7,052",1,25,,"5,397"
90,Thailand,"101,447","+2,302",589 ,+24,"65,803","+2,136","35,055","1,228","1,450",8,"8,124,896","116,148","69,952,942 ",Asia,690,"118,766",9,33,0.3,501
91,Kyrgyzstan,"100,473",+224,"1,703  ",+8,"93,602",+300,"5,168",85,"15,182",257,"1,056,526","159,650","6,617,784 ",Asia,66,"3,886",6,34,1,781
92,Montenegro,"98,852",+74,"1,561 ",+1,"95,902",+101,"1,389",60,"157,374","2,485","395,033","628,898","628,135 ",Europe,6,402,2,118,2,"2,211"
93,Uzbekistan,"96,670",+302,668 ,+1,"92,111",+280,"3,891",23,"2,852",20,"1,377,915","40,657","33,891,238 ",Asia,351,"50,735",25,9,0.03,115
94,Ghana,"93,243",,783 ,,"91,146",,"1,314",7,"2,947",25,"1,118,523","35,356","31,636,020 ",Africa,339,"40,404",28,,,42
95,Zambia,"92,436",+27,"1,260 ",,"90,816",+39,360,39,"4,909",67,"1,471,632","78,155","18,829,768 ",Africa,204,"14,944",13,1,,19
96,Finland,"90,105",+227,931 ,,"46,000",,"43,174",28,"16,240",168,"4,763,903","858,633","5,548,239 ",Europe,62,"5,959",1,41,,"7,782"
97,Cameroon,"74,946",,"1,152 ",,"70,497",,"3,297",385,"2,764",42,"1,518,411","55,991","27,118,683 ",Africa,362,"23,541",18,,,122
98,El Salvador,"71,479",+149,"2,187 ",+5,"66,903",+127,"2,389",22,"10,972",336,"956,458","146,814","6,514,767 ",North America,91,"2,979",7,23,0.8,367
99,Cyprus,"71,064",+165,346 ,,"39,061",,"31,657",50,"58,488",285,"5,881,056","4,840,280","1,215,024 ",Asia,17,"3,512",0,136,,"26,055"
100,Mozambique,"70,442",+32,826 ,,"68,725",+15,891,21,"2,200",26,"536,999","16,774","32,013,672 ",Africa,454,"38,757",60,1.0,,28
101,Luxembourg,"69,028",,806 ,,"66,183",,"2,039",30,"108,734","1,270","2,760,597","4,348,540","634,833 ",Europe,9,788,0,,,"3,212"
102,Afghanistan,"63,598",+114,"2,745 ",+3,"54,686",+23,"6,167","1,124","1,602",69,"430,854","10,856","39,688,992 ",Asia,624,"14,459",92,3,0.08,155
103,Singapore,"61,585",+49,31 ,,"61,104",+42,450,2,"10,455",5,"10,441,802","1,772,663","5,890,461 ",Asia,96,"190,015",1,8,,76
104,Namibia,"51,218",+269,718 ,+13,"48,247",+301,"2,253",66,"19,845",278,"409,887","158,816","2,580,891 ",Africa,50,"3,595",6,104,5,873
105,Botswana,"49,656",,761 ,,"46,640",,"2,255",1,"20,752",318,"1,089,391","455,268","2,392,857 ",Africa,48,"3,144",2,,,942
106,Mongolia,"48,642",+541,207 ,+2,"40,900","+1,336","7,535",103,"14,633",62,"2,827,220","850,497","3,324,198 ",Asia,68,"16,059",1,163,0.6,"2,267"
107,Jamaica,"47,319",+86,860 ,+17,"23,124",+111,"23,335",18,"15,919",289,"354,313","119,199","2,972,449 ",North America,63,"3,456",8,29,6,"7,850"
108,Ivory Coast,"46,656",+121,298 ,+3,"46,079",+73,279,,"1,732",11,"608,960","22,600","26,944,545 ",Africa,578,"90,418",44,4,0.1,10
109,Maldives,"44,523",+741,97 ,+3,"28,459",+446,"15,967",90,"81,125",177,"794,211","1,447,130","548,818 ",Asia,12,"5,658",1,"1,350",5,"29,093"
110,Uganda,"42,779",+105,347 ,,"41,971",,461,24,910,7,"1,059,988","22,558","46,990,201 ",Africa,"1,098","135,418",44,2,,10
111,Senegal,"40,850",+22,"1,125 ",+1,"39,573",+15,152,9,"2,385",66,"497,971","29,077","17,126,224 ",Africa,419,"15,223",34,1,0.06,9
112,Madagascar,"40,141",+136,763 ,+9,"37,823",+150,"1,555",290,"1,418",27,"195,576","6,909","28,307,945 ",Africa,705,"37,101",145,5,0.3,55
113,Zimbabwe,"38,560",+6,"1,582 ",,"36,329",+11,649,12,"2,562",105,"445,957","29,629","15,051,170 ",Africa,390,"9,514",34,0.4,,43
114,Sudan,"34,272",,"2,446 ",,"27,949",,"3,877",,766,55,"232,965","5,207","44,737,269 ",Africa,"1,305","18,290",192,,,87
115,Malawi,"34,214",+4,"1,153 ",,"32,210",+4,851,11,"1,749",59,"239,091","12,225","19,558,322 ",Africa,572,"16,963",82,0.2,,44
116,Angola,"30,637",+283,659 ,+4,"25,715",+12,"4,263",22,908,20,"527,590","15,632","33,750,530 ",Africa,"1,102","51,215",64,8,0.1,126
117,DRC,"30,562",+16,776 ,,"26,603",,"3,183",,332,8,"155,288","1,689","91,917,040 ",Africa,"3,008","118,450",592,0.2,,35
118,Malta,"30,480",+2,417 ,,"29,905",+21,158,,"68,870",942,"897,257","2,027,379","442,570 ",Europe,15,"1,061",0,5,,357
119,Australia,"29,975",+8,910 ,,"28,900",,165,1,"1,164",35,"17,507,840","679,717","25,757,558 ",Australia/Oceania,859,"28,305",1,0.3,,6
120,Cabo Verde,"27,951",,246 ,,"24,683",,"3,022",23,"49,802",438,"158,645","282,665","561,247 ",Africa,20,"2,281",4,,,"5,384"
121,Rwanda,"26,141",+42,344 ,+1,"24,764",+70,"1,033",2,"1,976",26,"1,371,636","103,672","13,230,555 ",Africa,506,"38,461",10,3,0.08,78
122,Gabon,"23,799",,143 ,,"20,379",,"3,277",15,"10,478",63,"767,445","337,891","2,271,282 ",Africa,95,"15,883",3,,,"1,443"
123,Syria,"23,738",+45,"1,698 ",+5,"20,780",+297,"1,260",,"1,328",95,"103,566","5,796","17,869,274 ",Asia,753,"10,524",173,3,0.3,71
124,Guinea,"22,746",,151 ,,"20,366",,"2,229",24,"1,692",11,"445,243","33,125","13,441,345 ",Africa,591,"89,016",30,,,166
125,Réunion,"22,644",,169 ,,"21,603",,872,36,"25,135",188,"102,720","114,021","900,885 ",Africa,40,"5,331",9,,,968
126,Cambodia,"22,184",+350,150 ,+3,"12,120","+1,380","9,914",,"1,311",9,"1,058,549","62,561","16,920,328 ",Asia,763,"112,802",16,21,0.2,586
127,French Guiana,"21,465",,108 ,,"9,995",,"11,362",28,"70,287",354,"234,758","768,713","305,391 ",South America,14,"2,828",1,,,"37,205"
128,Mayotte,"20,176",,171 ,,"2,964",,"17,041",6,"72,439",614,"176,919","635,204","278,523 ",Africa,14,"1,629",2,,,"61,183"
129,French Polynesia,"18,815",,141 ,,"18,650",,24,1,"66,643",499,"26,355","93,350","282,325 ",Australia/Oceania,15,"2,002",11,,,85
130,Mauritania,"18,806",,457 ,,"18,056",,293,14,"3,955",96,"248,944","52,348","4,755,551 ",Africa,253,"10,406",19,,,62
131,Eswatini,"18,519",,671 ,,"17,799",,49,3,"15,820",573,"198,582","169,637","1,170,630 ",Africa,63,"1,745",6,,,42
132,Trinidad and Tobago,"16,255",+356,285 ,+9,"10,208",+143,"5,762",15,"11,582",203,"153,053","109,055","1,403,445 ",North America,86,"4,924",9,254,6,"4,106"
133,Guadeloupe,"16,017",,221 ,,"2,242",,"13,554",33,"40,024",552,"195,404","488,285","400,184 ",North America,25,"1,811",2,,,"33,869"
134,Guyana,"15,168",,338 ,,"12,886",,"1,944",16,"19,203",428,"136,112","172,323","789,864 ",South America,52,"2,337",6,,,"2,461"
135,Somalia,"14,486",,753 ,,"6,325",,"7,408",,890,46,"120,132","7,380","16,277,182 ",Africa,"1,124","21,616",135,,,455
136,Mali,"14,190",+14,511 ,,"9,227",+49,"4,452",,684,25,"284,272","13,696","20,755,750 ",Africa,"1,463","40,618",73,0.7,,214
137,Papua New Guinea,"13,707",,136 ,,"11,034",,"2,537",,"1,507",15,"110,286","12,127","9,094,256 ",Australia/Oceania,663,"66,870",82,,,279
138,Andorra,"13,510",,127 ,,"13,155",,228,12,"174,609","1,641","193,595","2,502,100","77,373 ",Europe,6,609,0,,,"2,947"
139,Burkina Faso,"13,395",,164 ,,"13,199",,32,,626,8,"183,827","8,590","21,399,698 ",Africa,"1,598","130,486",116,,,1
140,Haiti,"13,353",,271 ,,"12,414",,668,,"1,159",24,"60,085","5,214","11,523,564 ",North America,863,"42,522",192,,,58
141,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,723,512 ",Asia,731,"108,039",,,,
142,Togo,"13,275",+10,125 ,,"11,897",+15,"1,253",,"1,572",15,"323,274","38,271","8,447,012 ",Africa,636,"67,576",26,1,,148
143,Belize,"12,714",,323 ,,"12,337",,54,1,"31,478",800,"124,603","308,499","403,901 ",North America,32,"1,250",3,,,134
144,Curaçao,"12,249",,119 ,,"12,065",,65,18,"74,381",723,"103,551","628,805","164,679 ",North America,13,"1,384",2,,,395
145,Suriname,"11,828",,224 ,,"10,184",,"1,420",29,"20,006",379,"55,432","93,760","591,214 ",South America,50,"2,639",11,,,"2,402"
146,Hong Kong,"11,825",+3,210 ,,"11,525",+3,90,2,"1,566",28,"14,841,321","1,965,735","7,550,012 ",Asia,638,"35,952",1,0.4,,12
147,Martinique,"11,736",,90 ,,98,,"11,548",24,"31,295",240,"170,302","454,125","375,011 ",North America,32,"4,167",2,,,"30,794"
148,Djibouti,"11,434",+20,151 ,,"11,266",,17,,"11,428",151,"154,011","153,934","1,000,501 ",Africa,88,"6,626",6,20,,17
149,Congo,"11,343",,148 ,,"8,208",,"2,987",,"2,013",26,"141,948","25,187","5,635,839 ",Africa,497,"38,080",40,,,530
150,Bahamas,"11,024",,216 ,,"9,967",,841,5,"27,802",545,"91,550","230,884","396,519 ",North America,36,"1,836",4,,,"2,121"
151,Aruba,"10,849",,104 ,,"10,649",,96,14,"101,239",970,"157,193","1,466,873","107,162 ",North America,10,"1,030",1,,,896
152,Lesotho,"10,790",+8,320 ,,"6,427",,"4,043",,"5,002",148,"87,981","40,788","2,157,056 ",Africa,200,"6,741",25,4,,"1,874"
153,South Sudan,"10,652",,115 ,,"10,462",,75,,942,10,"159,088","14,069","11,308,016 ",Africa,"1,062","98,331",71,,,7
154,Seychelles,"9,184",,32 ,,"6,413",,"2,739",,"92,882",324,"21,504","217,480","98,878 ",Africa,11,"3,090",5,,,"27,701"
155,Benin,"7,995",,101 ,,"7,652",,242,35,645,8,"595,112","47,999","12,398,337 ",Africa,"1,551","122,756",21,,,20
156,Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,333",78,"123,169","85,366","1,442,826 ",Africa,188,"12,882",12,,,210
157,Nicaragua,"7,086",,184 ,,"4,225",,"2,677",,"1,059",27,,,"6,693,189 ",North America,945,"36,376",,,,400
158,CAR,"6,866",,95 ,,"5,112",,"1,659",2,"1,400",19,"40,907","8,344","4,902,756 ",Africa,714,"51,608",120,,,338
159,Yemen,"6,543",+5,"1,289 ",+4,"3,023",+9,"2,231",23,215,42,"36,546","1,202","30,395,998 ",Asia,"4,646","23,581",832,0.2,0.1,73
160,Iceland,"6,537",,29 ,,"6,445",,63,3,"19,049",85,"622,370","1,813,565","343,175 ",Europe,52,"11,834",1,,,184
161,Gambia,"5,940",,175 ,,"5,674",,91,3,"2,400",71,"76,379","30,855","2,475,455 ",Africa,417,"14,145",32,,,37
162,Niger,"5,330",,192 ,,"4,953",,185,2,214,8,"102,163","4,093","24,963,103 ",Africa,"4,684","130,016",244,,,7
