Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Critical,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Case Every X ppl,1 Death Every X ppl,1 Test Every X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Jordan,775251,0,10100,0,753006,0,12145,607,75166,979.0,8601517,833982,10313797,Asia,13,1021,1,0,0,1178
Serbia,724661,564,7133,1,711458,122,6070,12,83306,820.0,4729413,543684,8698827,Europe,12,1220,2,65,0,698
Switzerland,723968,1162,10909,0,693449,295,19610,51,82988,1250.0,9192935,1053776,8723806,Europe,12,800,1,133,0,2248
Thailand,714684,21379,5854,191,495904,22172,212926,4999,10211,84.0,8129670,116152,69991596,Asia,98,11956,9,305,3,3042
Nepal,710509,2430,10019,25,665548,1885,34942,0,23916,337.0,3665835,123394,29708349,Asia,42,2965,8,82,0,1176
UAE,690009,1520,1969,2,667074,1481,20966,0,68857,196.0,67340642,6720021,10020898,Asia,15,5089,0,152,0,2092
Morocco,665325,0,10087,0,590032,0,65206,895,17795,270.0,7835020,209558,37388344,Africa,56,3707,5,0,0,1744
Austria,661922,563,10748,3,645272,432,5902,33,73039,1186.0,68525533,7561366,9062587,Europe,14,843,0,62,0,651
Kazakhstan,618513,7769,6531,129,507661,7696,104321,221,32516,343.0,11575012,608507,19021980,Asia,31,2913,2,408,7,5484
Tunisia,605205,2448,20679,129,535321,4776,49205,630,50629,1730.0,2313825,193565,11953713,Africa,20,578,5,205,11,4116
Lebanon,567044,0,7926,0,538039,0,21079,54,83487,1167.0,4731376,696613,6791968,Asia,12,857,1,0,0,3104
Saudi Arabia,531935,954,8311,14,513387,1014,10237,1404,15024,235.0,25660083,724749,35405497,Asia,67,4260,1,27,0,289
Greece,506672,0,13000,0,461378,0,32294,192,48872,1254.0,13218608,1275030,10367289,Europe,20,797,1,0,0,3115
Ecuador,490356,0,31754,0,443880,0,14722,759,27340,1770.0,1695808,94551,17935422,South America,37,565,11,0,0,821
Bolivia,476795,698,17935,25,412909,1079,45951,200,40247,1514.0,2103189,177532,11846847,South America,25,661,6,59,2,3879
Paraguay,454194,0,15207,0,424949,0,14038,297,62836,2104.0,1699788,235160,7228211,South America,16,475,4,0,0,1942
Belarus,451740,1295,3513,10,445890,1277,2337,0,47824,372.0,7388584,782198,9445921,Europe,21,2689,1,137,1,247
Georgia,440353,3780,6016,30,395505,2052,38832,0,110620,1511.0,7006886,1760177,3980784,Asia,9,662,1,950,8,9755
Panama,439599,0,6875,0,421263,0,11461,133,100162,1566.0,3417773,778734,4388882,North America,10,638,1,0,0,2611
Cuba,431013,0,3184,0,382141,0,45688,407,38079,281.0,6734699,594988,11319049,North America,26,3555,2,0,0,4036
Bulgaria,426932,0,18243,0,398768,0,9921,89,61954,2647.0,3711151,538540,6891131,Europe,16,378,2,0,0,1440
Costa Rica,414745,0,5108,0,335510,0,74127,380,80612,993.0,1818915,353534,5144947,North America,12,1007,3,0,0,14408
Kuwait,401697,0,2356,0,389798,0,9543,271,92568,543.0,3471272,799924,4339501,Asia,11,1842,1,0,0,2199
Slovakia,392963,65,12541,0,379718,40,704,8,71938,2296.0,3180547,582247,5462536,Europe,14,436,2,12,0,129
Uruguay,382155,0,5982,0,374386,0,1787,35,109597,1716.0,3106917,891026,3486899,South America,9,583,1,0,0,512
Guatemala,381514,0,10578,0,333958,0,36978,5,20874,579.0,1921998,105160,18276962,North America,48,1728,10,0,0,2023
Croatia,364599,108,8270,0,355190,190,1139,16,89417,2028.0,2337984,573382,4077532,Europe,11,493,2,26,0,279
Azerbaijan,349316,1242,5051,8,334258,345,10007,0,34116,493.0,4094565,399897,10239040,Asia,29,2027,3,121,0,977
Dominican Republic,343512,0,3971,0,325177,0,14364,169,31323,362.0,1855521,169195,10966756,North America,32,2762,6,0,0,1310
Denmark,322019,865,2552,0,307823,702,11644,12,55382,439.0,77154338,13269267,5814514,Europe,18,2278,0,149,0,2003
Sri Lanka,321429,0,4821,0,286365,0,30243,0,14942,224.0,4412770,205136,21511447,Asia,67,4462,5,0,0,1406
Myanmar,319250,0,10988,0,230308,0,77954,0,5825,200.0,3223874,58821,54808555,Asia,172,4988,17,0,0,1422
Palestine,317703,169,3611,2,312415,53,1677,11,60739,690.0,2015053,385244,5230591,Asia,16,1449,3,32,0,321
Venezuela,309981,0,3666,0,295588,0,10727,681,10935,129.0,3359014,118493,28347718,South America,91,7733,8,0,0,378
Ireland,307019,0,5044,0,269994,0,31981,28,61428,1009.0,4729538,946280,4998031,Europe,16,991,1,0,0,6399
Honduras,304181,794,8052,38,102866,482,193263,662,30187,799.0,896130,88933,10076491,North America,33,1251,11,79,4,19180
Oman,298020,0,3906,0,282763,0,11351,189,56787,744.0,1550000,295349,5248024,Asia,18,1344,3,0,0,2163
Lithuania,285209,528,4424,0,270221,192,10564,38,106396,1650.0,4104860,1531303,2680632,Europe,9,606,1,197,0,3941
Egypt,284523,0,16557,0,232280,0,35686,90,2724,159.0,3068679,29383,104438998,Africa,367,6308,34,0,0,342
Ethiopia,282498,0,4406,0,264165,0,13927,270,2393,37.0,3048353,25819,118064387,Africa,418,26796,39,0,0,118
Bahrain,269737,0,1384,0,267301,0,1052,4,152754,784.0,5526251,3129554,1765827,Asia,7,1276,0,0,0,596
Libya,262948,0,3663,0,196714,0,62571,0,37708,525.0,1345676,192976,6973296,Africa,27,1904,5,0,0,8973
Moldova,260183,0,6270,0,252548,0,1365,86,64663,1558.0,1434299,356463,4023698,Europe,15,642,3,0,0,339
Slovenia,259909,144,4430,1,254100,57,1379,7,125001,2131.0,1400177,673405,2079251,Europe,8,469,1,69,0,663
Armenia,231625,303,4636,4,220825,208,6164,0,78007,1561.0,1378897,464384,2969303,Asia,13,640,2,102,1,2076
Qatar,227273,218,601,0,224530,146,2142,24,80943,214.0,2366077,842679,2807805,Asia,12,4672,1,78,0,763
Kenya,208262,0,4057,0,195685,0,8520,112,3782,74.0,2166046,39338,55061846,Africa,264,13572,25,0,0,155
S. Korea,207406,1704,2113,4,182052,1333,23241,376,4042,41.0,11951652,232896,51317470,Asia,247,24287,4,33,0,453
Bosnia and Herzegovina,206031,0,9689,0,190492,0,5850,0,63230,2973.0,1082009,332061,3258462,Europe,16,336,3,0,0,1795
Zambia,198455,0,3447,0,190279,0,4729,375,10476,182.0,2120559,111937,18944153,Africa,95,5496,9,0,0,250
Vietnam,189066,4009,2720,0,58040,0,128306,0,1923,28.0,11890084,120963,98295606,Asia,520,36138,8,41,0,1305
Algeria,178013,0,4441,0,119152,0,54420,35,3981,99.0,230861,5163,44714617,Africa,251,10069,194,0,0,1217
Nigeria,176577,0,2178,0,165323,0,9076,11,834,10.0,2542261,12009,211702933,Africa,1199,97201,83,0,0,43
Mongolia,171097,1246,841,5,160489,1804,9767,192,51290,252.0,3446882,1033272,3335891,Asia,19,3967,1,374,1,2928
Kyrgyzstan,167734,658,2380,8,153934,1532,11420,195,25255,358.0,1568073,236098,6641627,Asia,40,2791,4,99,1,1719
North Macedonia,156926,0,5501,0,150470,0,955,0,75326,2641.0,999203,479630,2083280,Europe,13,379,2,0,0,458
Afghanistan,150240,434,6897,18,102150,322,41193,1124,3767,173.0,724655,18169,39883491,Asia,265,5783,55,11,0,1033
Norway,139778,0,804,0,88952,0,50022,3,25565,147.0,6702705,1225901,5467573,Europe,39,6800,1,0,0,9149
Latvia,139284,80,2559,1,135833,38,892,7,74750,1373.0,3175129,1704001,1863337,Europe,13,728,1,43,0,479
Uzbekistan,134826,974,916,6,128191,882,5719,23,3966,27.0,1377915,40529,33998630,Asia,252,37116,25,29,0,168
Estonia,134720,241,1276,0,129422,110,4022,3,101483,961.0,1639839,1235273,1327511,Europe,10,1040,1,182,0,3030
Albania,133442,0,2457,0,130343,0,642,3,46425,855.0,919131,319769,2874357,Europe,22,1170,3,0,0,223
Mozambique,129036,0,1538,0,101333,0,26165,32,4006,48.0,762678,23680,32208218,Africa,250,20942,42,0,0,812
Botswana,122574,0,1704,0,104731,0,16139,1,51001,709.0,1525222,634614,2403385,Africa,20,1410,2,0,0,6715
Namibia,120221,0,3142,0,96891,0,20188,72,46398,1213.0,620604,239515,2591089,Africa,22,825,4,0,0,7791
Zimbabwe,114489,0,3754,0,84889,0,25846,12,7583,249.0,1128918,74767,15099073,Africa,132,4022,13,0,0,1712
Finland,110720,738,984,0,46000,0,63736,18,19949,177.0,6009786,1082817,5550138,Europe,50,5640,1,133,0,11484
Ghana,106434,0,854,0,98814,0,6766,36,3349,27.0,1459845,45936,31779856,Africa,299,37213,22,0,0,213
Cyprus,104469,0,433,0,80178,0,23858,85,85844,356.0,9366973,7696988,1216966,Asia,12,2811,0,0,0,19604
Montenegro,102879,0,1635,0,99216,0,2028,6,163780,2603.0,519372,826824,628153,Europe,6,384,1,0,0,3229
Uganda,95226,322,2771,19,88502,869,3953,560,2013,59.0,1491286,31521,47311439,Africa,497,17074,32,7,0,84
El Salvador,88371,0,2691,10,76952,0,8728,151,13550,413.0,1155634,177190,6521994,North America,74,2424,6,0,2,1338
Cameroon,82064,0,1334,0,80433,0,297,152,3010,49.0,1751774,64249,27265369,Africa,332,20439,16,0,0,11
Cambodia,80813,588,1526,19,74045,624,5242,0,4762,90.0,1860108,109602,16971547,Asia,210,11122,9,35,1,309
Maldives,77999,0,222,0,75253,0,2524,11,141577,403.0,1201921,2181630,550928,Asia,7,2482,0,0,0,4581
Rwanda,74364,0,860,0,44923,0,28581,37,5591,65.0,2129234,160071,13301827,Africa,179,15467,6,0,0,2149
Luxembourg,74212,0,824,0,72447,0,941,5,116486,1293.0,3309277,5194372,637089,Europe,9,773,0,0,0,1477
Senegal,66250,917,1457,16,49691,457,15102,64,3846,85.0,666767,38711,17224211,Africa,260,11822,26,53,0,877
Singapore,65605,97,40,0,63457,0,2108,8,11118,7.0,16206203,2746521,5900630,Asia,90,147516,0,16,0,357
Malawi,54715,0,1748,0,40450,0,12517,285,2782,89.0,350292,17810,19668083,Africa,359,11252,56,0,0,636
Jamaica,53839,0,1211,0,47127,0,5501,37,18095,407.0,504071,169418,2975303,North America,55,2457,6,0,0,1849
DRC,51254,100,1045,0,30043,0,20166,0,554,11.0,277556,3000,92522353,Africa,1805,88538,333,1,0,218
Ivory Coast,50893,0,338,0,49710,0,845,0,1879,12.0,802020,29606,27089542,Africa,532,80147,34,0,0,31
Angola,43269,0,1032,0,39847,0,2390,8,1273,30.0,821071,24165,33977854,Africa,785,32924,41,0,0,70
Madagascar,42685,0,943,0,41177,0,565,27,1500,33.0,228372,8023,28466006,Africa,667,30187,125,0,0,20
Réunion,40245,0,288,0,35563,0,4394,45,44603,319.0,103924,115177,902296,Africa,22,3133,9,0,0,4870
Trinidad and Tobago,39577,0,1117,0,32637,0,5823,22,28180,795.0,276152,196627,1404445,North America,35,1257,5,0,0,4146
Sudan,37138,0,2776,0,30867,0,3495,0,826,62.0,234414,5213,44964450,Africa,1211,16198,192,0,0,78
Australia,35698,308,933,1,30462,0,4303,59,1382,36.0,26143297,1012403,25823014,Australia/Oceania,723,27677,1,12,0,167
Fiji,35640,752,290,7,11501,268,23849,40,39445,321.0,332841,368372,903546,Australia/Oceania,25,3116,3,832,8,26395
Malta,34716,48,424,0,32762,120,1530,4,78396,957.0,1110077,2506785,442829,Europe,13,1044,0,108,0,3455
Cabo Verde,33941,0,298,0,33205,0,438,23,60331,530.0,199516,354643,562583,Africa,17,1888,3,0,0,779
French Guiana,30756,0,193,0,9995,0,20568,31,100147,628.0,328852,1070795,307110,South America,10,1591,1,0,0,66973
Eswatini,29397,0,827,0,22446,0,6124,10,25055,705.0,263921,224942,1173287,Africa,40,1419,4,0,0,5220
Mauritania,27231,0,583,0,23039,0,3609,16,5694,122.0,384887,80475,4782692,Africa,176,8204,12,0,0,755
Guinea,26477,156,243,1,24597,44,1637,24,1958,18.0,503278,37223,13520467,Africa,511,55640,27,12,0,121
Syria,26059,0,1919,0,22027,0,2113,0,1451,107.0,103566,5765,17963633,Asia,689,9361,173,0,0,118
Suriname,25716,0,658,0,22035,0,3023,21,43412,1111.0,93037,157057,592376,South America,23,900,6,0,0,5103
Gabon,25440,0,165,0,25228,0,47,8,11144,72.0,997059,436744,2282936,Africa,90,13836,2,0,0,21
Guadeloupe,23821,0,247,0,2250,0,21324,23,59523,617.0,275414,688193,400199,North America,17,1620,1,0,0,53283
Martinique,23029,0,129,0,104,0,22796,1,61420,344.0,246833,658316,374946,North America,16,2907,2,0,0,60798
Guyana,22789,0,553,0,21473,0,763,13,28821,699.0,231121,292298,790703,South America,35,1430,3,0,0,965
French Polynesia,21805,0,155,0,19813,0,1837,5,77136,548.0,26355,93231,282684,Australia/Oceania,13,1824,11,0,0,6498
Haiti,20326,0,563,0,14802,0,4961,0,1759,49.0,101640,8797,11554321,North America,568,20523,114,0,0,429
Mayotte,19518,0,174,0,2964,0,16380,0,69711,621.0,176919,631890,279984,Africa,14,1609,2,0,0,58503
Seychelles,18582,0,94,0,17992,0,496,0,187672,949.0,21504,217184,99013,Africa,5,1053,5,0,0,5009
Papua New Guinea,17774,0,192,0,17384,0,198,7,1946,21.0,147433,16145,9131821,Australia/Oceania,514,47562,62,0,0,22
Togo,16232,0,155,0,14654,0,1423,0,1912,18.0,411667,48488,8490068,Africa,523,54775,21,0,0,168
Taiwan,15753,0,791,0,14255,0,707,0,660,33.0,3987463,167092,23863942,Asia,1515,30169,6,0,0,30
Somalia,15735,0,837,0,7695,0,7203,0,961,51.0,171479,10472,16375690,Africa,1041,19565,95,0,0,440
Tajikistan,15440,0,122,0,14948,0,370,0,1580,12.0,0,0,9771036,Asia,633,80090,0,0,0,38
Bahamas,15191,0,295,0,12782,0,2114,11,38231,742.0,121548,305897,397350,North America,26,1347,3,0,0,5320
Andorra,14809,0,128,0,14416,0,265,0,191331,1654.0,193595,2501227,77400,Europe,5,605,0,0,0,3424
Mali,14615,0,534,0,13977,0,104,0,700,26.0,350604,16787,20885364,Africa,1429,39111,60,0,0,5
Belize,14382,0,338,0,13589,0,455,4,35467,834.0,190068,468725,405500,North America,28,1200,2,0,0,1122
Curaçao,13907,0,130,0,13216,0,561,4,84373,789.0,190848,1157869,164827,North America,12,1268,1,0,0,3404
Lesotho,13603,0,377,0,6664,0,6562,0,6295,174.0,136956,63382,2160810,Africa,159,5732,16,0,0,3037
Burkina Faso,13599,0,169,0,13385,0,45,0,632,8.0,204805,9514,21527022,Africa,1583,127379,105,0,0,2
Congo,13216,0,178,0,12421,0,617,0,2333,31.0,188207,33217,5665988,Africa,429,31831,30,0,0,109
Hong Kong,12005,2,212,0,11724,3,69,0,1587,28.0,21390075,2828082,7563456,Asia,630,35677,0,0,0,9
Aruba,12000,0,111,0,11259,0,630,14,111876,1035.0,177885,1658416,107262,North America,9,966,1,0,0,5873
Djibouti,11656,0,156,0,11495,0,5,0,11613,155.0,193654,192944,1003682,Africa,86,6434,5,0,0,5
Timor-Leste,11386,161,26,0,10095,56,1265,0,8460,19.0,95473,70940,1345825,Asia,118,51763,14,120,0,940
South Sudan,11090,0,120,0,10514,0,456,0,978,11.0,174045,15352,11337051,Africa,1022,94475,65,0,0,40
Nicaragua,9853,0,196,0,4225,0,5432,0,1468,29.0,0,0,6710627,North America,681,34238,0,0,0,809
Channel Islands,9555,0,91,0,8585,0,879,0,54409,518.0,732921,4173477,175614,Europe,18,1930,0,0,0,5005
Equatorial Guinea,8940,12,123,0,8730,21,87,1,6152,85.0,180000,123875,1453080,Africa,163,11814,8,8,0,60
Iceland,8613,105,30,0,7162,75,1421,21,25062,87.0,884440,2573560,343664,Europe,40,11455,0,306,0,4135
Benin,8608,0,110,0,8136,0,362,5,690,9.0,604310,48466,12468850,Africa,1449,113353,21,0,0,29
Gambia,8505,0,238,0,7423,0,844,3,3415,96.0,99795,40070,2490539,Africa,293,10464,25,0,0,339
Laos,7778,267,7,0,3887,83,3884,0,1052,0.9,319134,43180,7390792,Asia,950,1055827,23,36,0,526
Burundi,7714,0,38,0,773,0,6903,0,628,3.0,345742,28164,12275951,Africa,1591,323051,36,0,0,562
CAR,7151,0,98,0,6859,0,194,2,1453,20.0,54814,11138,4921362,Africa,688,50218,90,0,0,39
Yemen,7104,0,1383,0,4271,0,1450,23,233,45.0,167854,5496,30541712,Asia,4299,22084,182,0,0,47
Eritrea,6573,0,35,0,6484,0,54,0,1826,10.0,23693,6581,3600001,Africa,548,102857,152,0,0,15
Sierra Leone,6303,0,120,0,4293,0,1890,0,773,15.0,160358,19667,8153805,Africa,1294,67948,51,0,0,232
Saint Lucia,5688,0,90,0,5404,0,194,2,30822,488.0,602255,3263459,184545,North America,32,2051,0,0,0,1051
Niger,5669,0,196,0,5354,0,119,0,225,8.0,131415,5224,25158210,Africa,4438,128358,191,0,0,5
Liberia,5459,0,148,0,2715,0,2596,2,1052,29.0,128246,24724,5187161,Africa,950,35048,40,0,0,500
Isle of Man,5235,0,33,0,4019,0,1183,1,61210,386.0,83753,979281,85525,Europe,16,2592,1,0,0,13832
San Marino,5147,0,90,0,5009,0,48,0,151342,2646.0,71492,2102149,34009,Europe,7,378,0,0,0,1411
Gibraltar,5101,9,95,0,4669,0,337,15,151455,2821.0,316524,9397981,33680,Europe,7,355,0,267,0,10006
Chad,4976,0,174,0,4796,0,6,0,294,10.0,133199,7864,16938627,Africa,3404,97348,127,0,0,0.4
Guinea-Bissau,4679,0,79,0,4056,0,544,4,2318,39.0,82937,41085,2018663,Africa,431,25553,24,0,0,269
Mauritius,4592,0,20,0,1854,0,2718,0,3604,16.0,358675,281518,1274077,Africa,277,63704,4,0,0,2133
Barbados,4443,0,48,0,4251,0,144,0,15440,167.0,224225,779208,287760,North America,65,5995,1,0,0,500
Comoros,4030,0,147,0,3873,0,10,0,4529,165.0,0,0,889788,Africa,221,6053,0,0,0,11
Liechtenstein,3094,2,59,0,3022,4,13,1,80893,1543.0,49126,1284407,38248,Europe,12,648,1,52,0,340
Monaco,2961,0,33,0,2770,0,158,3,74875,834.0,54960,1389774,39546,Europe,13,1198,1,0,0,3995
Sint Maarten,2891,0,34,0,2690,0,167,2,66601,783.0,37841,871752,43408,North America,15,1277,1,0,0,3847
New Zealand,2880,0,26,0,2824,0,30,0,576,5.0,2507176,501225,5002100,Australia/Oceania,1737,192388,2,0,0,6
Bermuda,2589,0,33,0,2503,0,53,0,41741,532.0,394167,6354867,62026,North America,24,1880,0,0,0,854
Saint Martin,2579,0,38,0,1399,0,1142,7,65482,965.0,46787,1187940,39385,North America,15,1036,1,0,0,28996
Bhutan,2543,0,2,0,2434,0,107,0,3257,3.0,798573,1022647,780888,Asia,307,390444,1,0,0,137
British Virgin Islands,2500,0,31,0,1914,0,555,27,82099,1018.0,73138,2401826,30451,North America,12,982,0,0,0,18226
Turks and Caicos,2499,0,18,0,2438,0,43,0,63606,458.0,94789,2412609,39289,North America,16,2183,0,0,0,1094
Sao Tome and Principe,2465,0,37,0,2365,0,63,0,11024,165.0,14270,63820,223597,Africa,91,6043,16,0,0,282
St. Vincent Grenadines,2298,0,12,0,2233,0,53,2,20642,108.0,61614,553461,111325,North America,48,9277,2,0,0,476
Caribbean Netherlands,1713,0,17,0,1673,0,23,0,64668,642.0,12584,475065,26489,North America,15,1558,2,0,0,868
Antigua and Barbuda,1320,0,43,0,1244,0,33,4,13358,435.0,17409,176178,98815,North America,75,2298,6,0,0,334
St. Barth,1195,0,1,0,462,0,732,0,120585,101.0,38369,3871746,9910,North America,8,9910,0,0,0,73865
Tanzania,1017,0,21,0,183,0,813,7,17,0.3,0,0,61585279,Africa,60556,2932632,0,0,0,13
Faeroe Islands,987,0,2,0,963,0,22,0,20116,41.0,377226,7688134,49066,Europe,50,24533,0,0,0,448
Cayman Islands,644,0,2,0,635,0,7,0,9675,30.0,117964,1772163,66565,North America,103,33283,1,0,0,105
Saint Kitts and Nevis,603,3,3,0,549,0,51,1,11248,56.0,26468,493714,53610,North America,89,17870,2,56,0,951
Wallis and Futuna,445,0,7,0,438,0,0,0,40370,635.0,20508,1860474,11023,Australia/Oceania,25,1575,1,0,0,0
Brunei,339,0,3,0,289,0,47,0,767,7.0,154574,349671,442056,Asia,1304,147352,3,0,0,106
Grenada,164,0,1,0,161,0,2,0,1450,9.0,43173,381748,113093,North America,690,113093,3,0,0,18
Montserrat,21,0,1,0,20,1,0,0,4204,200.0,1408,281882,4995,North America,238,4995,4,0,0,0
Western Sahara,10,0,1,0,8,0,1,0,16,2.0,0,0,613332,Africa,61333,613332,0,0,0,2
Vanuatu,4,0,1,0,3,0,0,0,13,3.0,23000,73024,314963,Australia/Oceania,78741,314963,14,0,0,0
