Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Critical,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Case Every X ppl,1 Death Every X ppl,1 Test Every X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Maldives,81301,0,226,0,79268,0,1807,18,147383,410.0,1351647,2450274,551631,Asia,7,2441,0,0.0,0,3276
Luxembourg,75904,0,830,0,74021,0,1053,7,119001,1301.0,3423446,5367240,637841,Europe,8,768,0,0.0,0,1651
Senegal,72977,57,1780,6,62770,356,8427,35,4229,103.0,745255,43186,17256873,Africa,236,9695,23,3.0,0,488
Jamaica,68482,0,1549,0,48402,0,18531,40,23009,520.0,549295,184559,2976254,North America,43,1921,5,0.0,0,6226
Singapore,67991,191,55,0,66222,0,1714,5,11516,9.0,17773017,3010325,5904020,Asia,87,107346,0,32.0,0,290
Malawi,60583,0,2185,0,48186,0,10212,285,3075,111.0,387730,19677,19704669,Africa,325,9018,51,0.0,0,518
Australia,56559,1466,1019,7,33571,0,21969,125,2188,39.0,31997196,1238050,25844833,Australia/Oceania,457,25363,1,57.0,0,850
Ivory Coast,56148,0,445,0,54002,0,1701,0,2069,16.0,888751,32749,27137874,Africa,483,60984,31,0.0,0,63
DRC,55146,0,1059,0,30858,0,23229,0,595,11.0,306299,3303,92724124,Africa,1681,87558,303,0.0,0,251
Réunion,50346,0,342,0,47752,0,2252,33,55769,379.0,173764,192479,902767,Africa,18,2640,5,0.0,0,2495
Guadeloupe,49381,0,539,0,2250,0,46592,23,123390,1347.0,398899,996739,400204,North America,8,742,1,0.0,0,116421
Angola,47781,0,1227,0,43569,0,2985,8,1403,36.0,830836,24398,34053628,Africa,713,27754,41,0.0,0,88
Fiji,47256,250,505,1,30169,1102,16582,39,52273,559.0,377917,418039,904024,Australia/Oceania,19,1790,2,277.0,1,18342
Trinidad and Tobago,44957,0,1302,0,39432,0,4223,22,32003,927.0,312652,222563,1404779,North America,31,1079,4,0.0,0,3006
Eswatini,43626,0,1112,0,35541,0,6973,10,37155,947.0,318610,271349,1174172,Africa,27,1056,4,0.0,0,5939
Madagascar,42873,0,956,0,41298,0,619,8,1503,34.0,243994,8556,28518692,Africa,665,29831,117,0.0,0,22
French Polynesia,40178,0,446,0,33500,0,6232,61,142071,1577.0,26355,93192,282803,Australia/Oceania,7,634,11,0.0,0,22037
Sudan,37715,0,2837,0,31675,0,3203,0,837,63.0,238579,5297,45040177,Africa,1194,15876,189,0.0,0,71
Martinique,37192,0,442,0,104,0,36646,1,99199,1179.0,335215,894085,374925,North America,10,848,1,0.0,0,97742
Malta,36322,75,441,0,34781,54,1100,2,82007,996.0,1198067,2704953,442916,Europe,12,1004,0,169.0,0,2484
Cabo Verde,35506,0,314,0,34344,0,848,23,63063,558.0,208220,369822,563028,Africa,16,1793,3,0.0,0,1506
French Guiana,35309,0,220,0,9995,0,25094,26,114758,715.0,365200,1186936,307683,South America,9,1399,1,0.0,0,81558
Mauritania,33725,0,717,0,30765,0,2243,16,7038,150.0,446383,93157,4791739,Africa,142,6683,11,0.0,0,468
Suriname,29599,0,725,0,24447,0,4427,15,49934,1223.0,104725,176673,592763,South America,20,818,6,0.0,0,7468
Guinea,29541,0,338,0,27357,0,1846,24,2181,25.0,536982,39639,13546842,Africa,459,40079,25,0.0,0,136
Syria,28045,0,2018,0,22491,0,3536,0,1558,112.0,103566,5755,17995086,Asia,642,8917,174,0.0,0,196
Gabon,25888,0,166,0,25625,0,97,11,11321,73.0,1085170,474532,2286821,Africa,88,13776,2,0.0,0,42
Guyana,25770,0,624,0,23196,0,1950,34,32580,789.0,269961,341299,790982,South America,31,1268,3,0.0,0,2465
Togo,21561,0,185,0,16926,0,4450,0,2535,22.0,464241,54588,8504420,Africa,394,45970,18,0.0,0,523
Haiti,20941,10,586,0,18222,182,2133,0,1811,51.0,107702,9313,11564573,North America,552,19735,107,0.9,0,184
Seychelles,19976,0,104,0,19362,0,510,0,201660,1050.0,21504,217085,99058,Africa,5,952,5,0.0,0,5148
Mayotte,19852,25,175,0,2964,0,16713,1,70781,624.0,176919,630792,280471,Africa,14,1603,2,89.0,0,59589
Bahamas,18139,0,381,0,14665,0,3093,15,45618,958.0,133155,334875,397626,North America,22,1044,3,0.0,0,7779
Papua New Guinea,17926,0,192,0,17547,0,187,7,1960,21.0,150870,16499,9144343,Australia/Oceania,510,47627,61,0.0,0,20
Somalia,17466,0,977,0,8531,0,7958,0,1064,60.0,200481,12218,16408526,Africa,939,16795,82,0.0,0,485
Timor-Leste,17183,269,74,2,12625,262,4484,0,12750,55.0,169501,125772,1347681,Asia,78,18212,8,200.0,1,3327
Tajikistan,16884,32,124,0,16742,44,18,0,1725,13.0,0,0,9786878,Asia,580,78926,0,3.0,0,2
Belize,16493,0,362,0,14978,0,1153,3,40620,892.0,223277,549899,406033,North America,25,1122,2,0.0,0,2840
Taiwan,16006,5,837,1,14960,0,209,0,671,35.0,5003243,209629,23867112,Asia,1491,28515,5,0.2,0,9
Benin,15932,0,131,0,11098,0,4703,5,1275,10.0,604310,48374,12492355,Africa,784,95361,21,0.0,0,376
Laos,15459,170,14,0,5418,0,10027,0,2089,2.0,384884,52021,7398583,Asia,479,528470,19,23.0,0,1355
Curaçao,15338,0,145,0,14805,0,388,4,93027,879.0,239935,1455245,164876,North America,11,1137,1,0.0,0,2353
Andorra,15046,0,130,0,14862,0,54,7,194370,1679.0,193595,2500937,77409,Europe,5,595,0,0.0,0,698
Mali,14895,0,539,0,14111,0,245,0,712,26.0,384087,18352,20928569,Africa,1405,38829,54,0.0,0,12
Aruba,14662,0,146,0,13888,0,628,14,136651,1361.0,177885,1657906,107295,North America,7,735,1,0.0,0,5853
Lesotho,14395,0,403,0,6830,0,7162,0,6658,186.0,146630,67820,2162061,Africa,150,5365,15,0.0,0,3313
Burkina Faso,13798,21,171,0,13535,0,92,0,640,8.0,211719,9816,21569463,Africa,1563,126137,102,1.0,0,4
Congo,13588,0,183,0,12421,0,984,0,2394,32.0,188207,33158,5676037,Africa,418,31017,30,0.0,0,173
Burundi,12585,0,38,0,773,0,11774,0,1023,3.0,345742,28104,12302190,Africa,978,323742,36,0.0,0,957
Hong Kong,12114,0,212,0,11798,0,104,0,1601,28.0,23570776,3114558,7567937,Asia,625,35698,0,0.0,0,14
Djibouti,11757,0,157,0,11554,0,46,0,11702,156.0,207114,206137,1004742,Africa,85,6400,5,0.0,0,46
Nicaragua,11735,0,200,0,4225,0,7310,0,1747,30.0,0,0,6716440,North America,572,33582,0,0.0,0,1088
South Sudan,11446,0,120,0,10948,0,378,0,1009,11.0,212924,18765,11346729,Africa,991,94556,53,0.0,0,33
CAR,11296,0,100,0,6859,0,4337,2,2292,20.0,60228,12223,4927564,Africa,436,49276,82,0.0,0,880
Iceland,10912,56,33,0,10063,60,816,10,31737,96.0,984544,2863487,343827,Europe,32,10419,0,163.0,0,2373
Mauritius,10676,0,31,0,1854,0,8791,0,8378,24.0,358675,281483,1274232,Africa,119,41104,4,0.0,0,6899
Channel Islands,10649,0,95,0,10147,0,407,0,60598,541.0,829028,4717570,175732,Europe,17,1850,0,0.0,0,2316
Gambia,9715,0,322,0,9315,0,78,3,3893,129.0,101817,40799,2495567,Africa,257,7750,25,0.0,0,31
Equatorial Guinea,9477,0,126,0,8879,0,472,1,6507,87.0,195087,133943,1456498,Africa,154,11560,7,0.0,0,324
Saint Lucia,8322,0,106,0,6224,0,1992,4,45080,574.0,69698,377548,184607,North America,22,1742,3,0.0,0,10790
Yemen,7951,51,1486,6,4908,37,1557,23,260,49.0,260838,8527,30590284,Asia,3847,20586,117,2.0,0,51
Isle of Man,6694,0,38,0,6338,0,318,1,78239,444.0,83753,978903,85558,Europe,13,2252,1,0.0,0,3717
Eritrea,6642,0,38,0,6590,0,14,0,1843,11.0,23693,6575,3603623,Africa,543,94832,152,0.0,0,4
Sierra Leone,6368,0,121,0,4361,0,1886,0,780,15.0,160729,19683,8165794,Africa,1282,67486,51,0.0,0,231
Niger,5857,0,199,0,5544,0,114,0,232,8.0,143644,5695,25223246,Africa,4307,126750,176,0.0,0,5
Guinea-Bissau,5829,0,120,0,4844,0,865,4,2883,59.0,92056,45525,2022103,Africa,347,16851,22,0.0,0,428
Liberia,5459,0,148,0,2715,0,2596,2,1051,28.0,128246,24682,5195954,Africa,952,35108,41,0.0,0,500
Gibraltar,5371,4,97,0,5184,15,90,1,159476,2880.0,338977,10064937,33679,Europe,6,347,0,119.0,0,2672
San Marino,5321,0,90,0,5150,0,81,1,156436,2646.0,75461,2218528,34014,Europe,6,378,0,0.0,0,2381
Barbados,5072,0,51,0,4652,0,369,0,17624,177.0,264023,917428,287786,North America,57,5643,1,0.0,0,1282
Chad,4994,0,174,0,4812,0,8,0,294,10.0,139667,8229,16973539,Africa,3399,97549,122,0.0,0,0.5
Comoros,4072,0,147,0,3901,0,24,0,4569,165.0,0,0,891157,Africa,219,6062,0,0.0,0,27
Sint Maarten,3746,0,53,0,3428,0,265,14,86226,1220.0,41509,955460,43444,North America,12,820,1,0.0,0,6100
New Zealand,3697,52,26,0,2901,6,770,5,739,5.0,3024268,604600,5002100,Australia/Oceania,1353,192388,2,10.0,0,154
Liechtenstein,3278,0,59,0,3181,0,38,3,85686,1542.0,49126,1284138,38256,Europe,12,648,1,0.0,0,993
Saint Martin,3273,0,42,0,1399,0,1832,7,82999,1065.0,54303,1377060,39434,North America,12,939,1,0.0,0,46457
Monaco,3211,0,33,0,3096,0,82,6,81153,834.0,54960,1389036,39567,Europe,12,1199,1,0.0,0,2072
Brunei,2960,102,12,1,1144,91,1804,28,6691,27.0,239143,540601,442365,Asia,149,36864,2,231.0,2,4078
Bermuda,2923,0,34,0,2684,0,205,1,47138,548.0,465071,7500056,62009,North America,21,1824,0,0.0,0,3306
Turks and Caicos,2672,19,20,0,2568,5,84,1,67943,509.0,94789,2410278,39327,North America,15,1966,0,483.0,0,2136
Sao Tome and Principe,2627,0,37,0,2432,0,158,0,11733,165.0,14689,65606,223898,Africa,85,6051,15,0.0,0,706
Bhutan,2596,0,3,0,2574,3,19,0,3322,4.0,798573,1021827,781515,Asia,301,260505,1,0.0,0,24
British Virgin Islands,2568,0,37,0,2500,0,31,7,84291,1214.0,77252,2535679,30466,North America,12,823,0,0.0,0,1018
St. Vincent Grenadines,2355,7,12,0,2305,1,38,2,21149,108.0,67589,606991,111351,North America,47,9279,2,63.0,0,341
Caribbean Netherlands,1793,0,17,0,1754,0,22,0,67643,641.0,20707,781190,26507,North America,15,1559,1,0.0,0,830
Antigua and Barbuda,1742,23,44,0,1349,0,349,9,17618,445.0,17409,176071,98875,North America,57,2247,6,233.0,0,3530
Dominica,1638,0,4,0,996,0,638,0,22689,55.0,47723,661029,72195,North America,44,18049,2,0.0,0,8837
St. Barth,1520,0,2,0,462,0,1056,0,153349,202.0,38369,3870964,9912,North America,7,4956,0,0.0,0,106538
Tanzania,1367,0,50,0,183,0,1134,7,22,0.8,0,0,61711296,Africa,45144,1234226,0,0.0,0,18
Saint Kitts and Nevis,1148,27,4,1,645,2,499,1,21403,75.0,31824,593311,53638,North America,47,13410,2,503.0,19,9303
Faeroe Islands,1001,0,2,0,993,0,6,0,20395,41.0,409000,8333333,49080,Europe,49,24540,0,0.0,0,122
Cayman Islands,688,0,2,0,668,0,18,0,10327,30.0,127799,1918270,66622,North America,97,33311,1,0.0,0,270
Grenada,664,0,3,0,212,0,449,0,5869,27.0,60342,533377,113132,North America,170,37711,2,0.0,0,3969
Wallis and Futuna,445,0,7,0,438,0,0,0,40421,636.0,20508,1862839,11009,Australia/Oceania,25,1573,1,0.0,0,0
Montserrat,29,0,1,0,22,0,6,0,5805,200.0,1408,281825,4996,North America,172,4996,4,0.0,0,1201
Western Sahara,10,0,1,0,8,0,1,0,16,2.0,0,0,614418,Africa,61442,614418,0,0.0,0,2
Vanuatu,4,0,1,0,3,0,0,0,13,3.0,23000,72902,315494,Australia/Oceania,78874,315494,14,0.0,0,0
