,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
36,Switzerland,"687,353",,"10,779 ",+3,"631,406",,"45,168",151,"78,906","1,237","7,460,843","856,482","8,711,028 ",Europe,13,808,1,,0.3,"5,185"
37,Austria,"641,740",+360,"10,547 ",+1,"623,668",+779,"7,525",231,"70,893","1,165","39,089,224","4,318,193","9,052,217 ",Europe,14,858,0,40,0.1,831
38,UAE,"557,619","+1,512","1,654 ",+3,"537,531","+1,481","18,434",,"55,780",165,"48,785,803","4,880,170","9,996,742 ",Asia,18,"6,044",0,151,0.3,"1,844"
39,Lebanon,"538,668",+150,"7,684 ",+7,"511,931","+3,001","19,053",234,"79,238","1,130","4,312,975","634,437","6,798,118 ",Asia,13,885,2,22,1,"2,803"
40,Nepal,"520,461","+7,220","6,531 ",+185,"398,483","+7,135","115,447",,"17,582",221,"2,936,314","99,192","29,602,256 ",Asia,57,"4,533",10,244,6,"3,900"
41,Malaysia,"518,600","+6,509","2,309 ",+61,"456,273","+3,452","60,018",711,"15,842",71,"11,301,784","345,251","32,734,939 ",Asia,63,"14,177",3,199,2,"1,833"
42,Morocco,"517,113",+90,"9,126 ",+4,"505,392",+164,"2,595",95,"13,864",245,"6,439,348","172,637","37,299,913 ",Africa,72,"4,087",6,2,0.1,70
43,Saudi Arabia,"442,071","+1,157","7,264 ",+15,"425,677",+987,"9,130","1,334","12,525",206,"18,607,508","527,188","35,295,803 ",Asia,80,"4,859",2,33,0.4,259
44,Ecuador,"419,198",+347,"20,210 ",+17,"366,425","+11,926","32,563",579,"23,443","1,130","1,398,548","78,213","17,881,224 ",South America,43,885,13,19,1.0,"1,821"
45,Bulgaria,"416,646",,"17,496 ",,"373,385",,"25,765",402,"60,369","2,535","2,749,884","398,439","6,901,646 ",Europe,17,394,3,,,"3,733"
46,Greece,"391,181","+1,377","11,822 ",+50,"352,207",,"27,152",563,"37,695","1,139","9,208,817","887,380","10,377,532 ",Europe,27,878,1,133,5,"2,616"
47,Slovakia,"388,854",+19,"12,296 ",+4,"373,494",+305,"3,064",125,"71,193","2,251","2,799,241","512,493","5,462,003 ",Europe,14,444,2,3,0.7,561
48,Belarus,"386,978",+953,"2,780 ",+9,"377,105",+652,"7,093",,"40,965",294,"6,221,882","658,641","9,446,547 ",Europe,24,"3,398",2,101,1.0,751
49,Kazakhstan,"375,014","+1,832","4,124 ",,"338,730","+2,792","32,160",221,"19,762",217,"11,270,949","593,940","18,976,581 ",Asia,51,"4,601",2,97,,"1,695"
50,Panama,"374,121",,"6,331 ",,"361,903",,"5,887",105,"85,511","1,447","2,584,254","590,668","4,375,139 ",North America,12,691,2,,,"1,346"
51,Croatia,"354,060",+74,"7,929 ",+26,"342,868",+666,"3,263",116,"86,724","1,942","1,973,701","483,439","4,082,624 ",Europe,12,515,2,18,6,799
52,Bolivia,"349,653","+1,466","13,965 ",+55,"282,010","+1,141","53,678",200,"29,595","1,182","1,383,371","117,089","11,814,647 ",South America,34,846,9,124,5,"4,543"
53,Georgia,"337,961",+388,"4,639 ",+17,"319,956","+1,357","13,366",,"84,865","1,165","4,761,361","1,195,623","3,982,326 ",Asia,12,858,1,97,4,"3,356"
54,Tunisia,"335,345",,"12,236 ",,"295,789",,"27,320",445,"28,112","1,026","1,430,192","119,895","11,928,725 ",Africa,36,975,8,,,"2,290"
55,Paraguay,"332,971",,"8,360 ",,"274,920",,"49,691",564,"46,179","1,159","1,237,620","171,641","7,210,500 ",South America,22,863,6,,,"6,891"
56,Azerbaijan,"332,610",+156,"4,867 ",+7,"321,132",+424,"6,611",,"32,543",476,"3,458,790","338,414","10,220,581 ",Asia,31,"2,100",3,15,0.7,647
57,Palestine,"305,777",+576,"3,470 ",+11,"298,502","+1,301","3,805",46,"58,729",666,"1,804,900","346,659","5,206,551 ",Asia,17,"1,500",3,111,2,731
58,Costa Rica,"299,219",,"3,765 ",,"228,589",,"66,865",522,"58,264",733,"1,153,337","224,579","5,135,551 ",North America,17,"1,364",4,,,"13,020"
59,Kuwait,"299,215",,"1,734 ",,"285,118",,"12,363",153,"69,155",401,"2,525,643","583,731","4,326,725 ",Asia,14,"2,495",2,,,"2,857"
60,Dominican Republic,"284,567",+838,"3,610 ",+4,"236,771",+957,"44,186",324,"26,000",330,"1,517,163","138,620","10,944,778 ",North America,38,"3,032",7,77,0.4,"4,037"
61,Denmark,"274,413",+919,"2,509 ",+1,"258,184",+797,"13,720",20,"47,228",432,"51,566,591","8,874,878","5,810,400 ",Europe,21,"2,316",0,158,0.2,"2,361"
62,Lithuania,"271,130",+269,"4,195 ",+9,"247,819",+157,"19,116",152,"100,857","1,560","3,233,354","1,202,771","2,688,253 ",Europe,10,641,1,100,3,"7,111"
63,Ethiopia,"269,500",+306,"4,084 ",+8,"230,784","+2,027","34,632",485,"2,294",35,"2,691,240","22,907","117,486,892 ",Africa,436,"28,768",44,3,0.07,295
64,Uruguay,"265,098",,"3,871 ",,"227,531",,"33,696",495,"76,080","1,111","2,113,069","606,425","3,484,471 ",South America,13,900,2,,,"9,670"
65,Ireland,"259,050",+345,"4,941 ",,"241,263",+461,"12,846",44,"51,946",991,"4,729,538","948,395","4,986,884 ",Europe,19,"1,009",1,69,,"2,576"
66,Moldova,"254,741",+65,"6,080 ",+5,"246,766",+196,"1,895",111,"63,280","1,510","1,078,443","267,897","4,025,585 ",Europe,16,662,4,16,1,471
67,Egypt,"253,835",,"14,721 ",,"186,678",,"52,436",90,"2,440",141,"2,715,258","26,096","104,048,165 ",Africa,410,"7,068",38,,,504
68,Slovenia,"251,773",+83,"4,355 ",+2,"241,879",+144,"5,539",94,"121,092","2,095","1,256,501","604,321","2,079,193 ",Europe,8,477,2,40,1.0,"2,664"
69,Guatemala,"247,644",+190,"8,009 ",+9,"228,169",+569,"11,466",5,"13,599",440,"1,383,617","75,982","18,209,861 ",North America,74,"2,274",13,10,0.5,630
70,Honduras,"232,672",+531,"6,146 ",+3,"83,625",,"142,901",496,"23,164",612,"700,725","69,761","10,044,617 ",North America,43,"1,634",14,53,0.3,"14,227"
71,Venezuela,"223,345",,"2,513 ",,"206,921",,"13,911",316,"7,874",89,"3,359,014","118,426","28,363,937 ",South America,127,"11,287",8,,,490
72,Armenia,"221,982",+34,"4,394 ",+2,"211,375",+318,"6,213",,"74,787","1,480","1,062,006","357,796","2,968,187 ",Asia,13,676,3,11,0.7,"2,093"
73,Bahrain,"218,047",,844 ,+24,"194,885",,"22,318",186,"124,328",481,"4,489,530","2,559,887","1,753,800 ",Asia,8,"2,078",0,,14,"12,726"
74,Qatar,"215,742",+299,547 ,+3,"211,296",+354,"3,899",154,"76,837",195,"1,998,695","711,835","2,807,805 ",Asia,13,"5,133",1,106,1,"1,389"
75,Oman,"211,221",+857,"2,274 ",+9,"195,435",+485,"13,512",237,"40,451",435,"1,550,000","296,839","5,221,681 ",Asia,25,"2,296",3,164,2,"2,588"
76,Bosnia and Herzegovina,"203,391",+55,"9,150 ",+19,"172,730",+725,"21,511",,"62,341","2,805","962,537","295,025","3,262,566 ",Europe,16,357,3,17,6,"6,593"
77,Libya,"183,592",+281,"3,112 ",+1,"170,195",+250,"10,285",,"26,399",447,"1,006,161","144,680","6,954,401 ",Africa,38,"2,235",7,40,0.1,"1,479"
78,Kenya,"168,543",+111,"3,073 ",+14,"114,679",+142,"50,791",121,"3,074",56,"1,783,374","32,530","54,821,816 ",Africa,325,"17,840",31,2,0.3,926
79,Sri Lanka,"166,484","+2,283","1,210 ",,"139,947","+11,340","25,327",,"7,746",56,"3,277,624","152,495","21,493,336 ",Asia,129,"17,763",7,106,,"1,178"
80,Nigeria,"166,019",,"2,067 ",,"156,476",,"7,476",11,788,10,"2,093,243","9,936","210,666,804 ",Africa,"1,269","101,919",101,,,35
81,North Macedonia,"155,067",+7,"5,329 ",+18,"146,940",+71,"2,798",25,"74,433","2,558","778,092","373,490","2,083,298 ",Europe,13,391,3,3,9,"1,343"
82,Myanmar,"143,262",+28,"3,216 ",,"132,218",+24,"7,828",,"2,617",59,"2,611,626","47,714","54,734,927 ",Asia,382,"17,020",21,0.5,,143
83,S. Korea,"136,467",+538,"1,934 ",+3,"126,427",+546,"8,106",144,"2,660",38,"9,553,613","186,199","51,308,579 ",Asia,376,"26,530",5,10,0.06,158
84,Cuba,"134,208","+1,155",890 ,+13,"126,459","+1,223","6,859",136,"11,855",79,"4,171,500","368,493","11,320,441 ",North America,84,"12,720",3,102,1,606
85,Albania,"132,215",+6,"2,445 ",+1,"128,826",+94,944,18,"45,988",850,"700,966","243,815","2,874,990 ",Europe,22,"1,176",4,2,0.3,328
86,Thailand,"132,213","+2,713",806 ,+30,"86,100","+1,565","45,307","1,169","1,890",12,"8,124,896","116,142","69,956,283 ",Asia,529,"86,794",9,39,0.4,648
87,Latvia,"131,079",+134,"2,328 ",+2,"122,088",+965,"6,663",81,"70,189","1,247","2,582,583","1,382,891","1,867,525 ",Europe,14,802,1,72,1,"3,568"
88,Estonia,"128,669",+77,"1,241 ",+1,"121,114",+228,"6,314",30,"96,938",935,"1,395,229","1,051,153","1,327,332 ",Europe,10,"1,070",1,58,0.8,"4,757"
89,Algeria,"126,860",,"3,418 ",,"88,346",,"35,096",18,"2,847",77,"230,861","5,182","44,554,310 ",Africa,351,"13,035",193,,,788
90,Norway,"122,553",+139,782 ,+1,"88,952",,"32,819",17,"22,450",143,"5,635,246","1,032,283","5,459,014 ",Europe,45,"6,981",1,25,0.2,"6,012"
91,Kyrgyzstan,"102,702",+191,"1,757 ",+6,"96,119",+308,"4,826",86,"15,514",265,"1,094,413","165,323","6,619,844 ",Asia,64,"3,768",6,29,0.9,729
92,Montenegro,"99,291",+43,"1,574 ",,"96,666",+62,"1,051",60,"158,072","2,506","404,680","644,254","628,137 ",Europe,6,399,2,68,,"1,673"
93,Uzbekistan,"98,657",+206,680 ,,"94,143",+213,"3,834",23,"2,910",20,"1,377,915","40,646","33,900,519 ",Asia,344,"49,854",25,6,,113
94,Ghana,"93,644",+24,783 ,,"91,602",+21,"1,259",6,"2,959",25,"1,146,633","36,230","31,648,450 ",Africa,338,"40,419",28,0.8,,40
95,Zambia,"93,279",+78,"1,271 ",+3,"91,200",+44,808,51,"4,951",67,"1,515,012","80,416","18,839,654 ",Africa,202,"14,823",12,4,0.2,43
96,Finland,"91,619",+93,939 ,+7,"46,000",,"44,680",22,"16,513",169,"4,882,687","880,017","5,548,403 ",Europe,61,"5,909",1,17,1,"8,053"
97,Cameroon,"77,733",,"1,239  ",,"72,226",,"4,268",385,"2,865",46,"1,518,411","55,965","27,131,360 ",Africa,349,"21,898",18,,,157
98,El Salvador,"72,220",,"2,220 ",+4,"67,510",,"2,490",22,"11,085",341,"968,755","148,687","6,515,391 ",North America,90,"2,935",7,,0.6,382
99,Cyprus,"71,911",,354 ,,"66,557",,"5,000",42,"59,177",291,"6,284,278","5,171,428","1,215,192 ",Asia,17,"3,433",0,,,"4,115"
100,Mozambique,"70,606",+16,831 ,,"69,100",+2,675,21,"2,204",26,"545,951","17,045","32,030,485 ",Africa,454,"38,545",59,0.5,,21
101,Luxembourg,"69,616",+9,811 ,,"67,162",,"1,643",17,"109,627","1,277","2,823,454","4,446,188","635,028 ",Europe,9,783,0,14,,"2,587"
102,Afghanistan,"66,903",+628,"2,836 ",+24,"56,295",+260,"7,772","1,124","1,685",71,"449,103","11,311","39,705,801 ",Asia,593,"14,001",88,16,0.6,196
103,Singapore,"61,860",+36,32 ,,"61,316",+22,512,3,"10,500",5,"11,064,019","1,878,014","5,891,340 ",Asia,95,"184,104",1,6,,87
104,Maldives,"57,341","+1,417",139 ,+10,"33,136",+814,"24,066",90,"104,446",253,"837,492","1,525,484","549,001 ",Asia,10,"3,950",1,"2,581",18,"43,836"
105,Namibia,"53,207",+261,774 ,+9,"49,360",+147,"3,073",60,"20,609",300,"422,778","163,755","2,581,773 ",Africa,49,"3,336",6,101,3,"1,190"
106,Mongolia,"53,100",+630,253 ,+5,"46,748",+410,"6,099",99,"15,969",76,"2,887,622","868,403","3,325,209 ",Asia,63,"13,143",1,189,2,"1,834"
107,Botswana,"52,865","+1,245",809 ,+25,"49,641","+1,192","2,415",1,"22,084",338,"1,130,899","472,435","2,393,767 ",Africa,45,"2,959",2,520,10,"1,009"
108,Jamaica,"48,054",+95,925 ,+8,"24,105",+119,"23,024",16,"16,165",311,"368,180","123,854","2,972,695 ",North America,62,"3,214",8,32,3,"7,745"
109,Ivory Coast,"46,942",,298 ,,"46,346",,298,,"1,741",11,"619,741","22,990","26,957,075 ",Africa,574,"90,460",43,,,11
110,Uganda,"43,919",+185,357 ,+1,"43,401",+521,161,24,934,8,"1,082,332","23,020","47,017,963 ",Africa,"1,071","131,703",43,4,0.02,3
111,Senegal,"41,142",+52,"1,132 ",,"39,799",+41,211,9,"2,401",66,"508,839","29,696","17,134,692 ",Africa,416,"15,137",34,3,,12
112,Madagascar,"40,954",+78,806 ,+6,"39,410",+155,738,218,"1,446",28,"199,964","7,060","28,321,604 ",Africa,692,"35,138",142,3,0.2,26
113,Zimbabwe,"38,696",+14,"1,586 ",,"36,471",+18,639,1,"2,570",105,"462,085","30,692","15,055,310 ",Africa,389,"9,493",33,0.9,,42
114,Sudan,"35,243",+54,"2,600 ",+5,"27,949",,"4,694",,787,58,"232,965","5,205","44,756,902 ",Africa,"1,270","17,214",192,1,0.1,105
115,Malawi,"34,293",+9,"1,154 ",+1,"32,517",+55,622,9,"1,753",59,"243,538","12,446","19,567,808 ",Africa,571,"16,957",80,0.5,0.05,32
116,Angola,"32,441",,725 ,,"26,778",,"4,938",11,961,21,"553,070","16,377","33,770,175 ",Africa,"1,041","46,580",61,,,146
117,DRC,"30,863",,779 ,,"27,603",,"2,481",,336,8,"157,353","1,711","91,969,351 ",Africa,"2,980","118,061",584,,,27
118,Malta,"30,506",+2,417 ,,"30,017",+11,72,,"68,926",942,"912,577","2,061,892","442,592 ",Europe,15,"1,061",0,5,,163
119,Australia,"30,019",+8,910 ,,"29,000",,109,1,"1,165",35,"17,881,036","694,053","25,763,214 ",Australia/Oceania,858,"28,311",1,0.3,,4
120,Cabo Verde,"29,334",,256 ,,"26,842",,"2,236",23,"52,255",456,"160,181","285,343","561,363 ",Africa,19,"2,193",4,,,"3,983"
121,Rwanda,"26,688",,349 ,,"25,097",,"1,242",2,"2,016",26,"1,406,017","106,221","13,236,715 ",Africa,496,"37,928",9,,,94
122,Cambodia,"25,761",+556,179 ,+3,"18,359",+658,"7,223",,"1,522",11,"1,113,752","65,806","16,924,754 ",Asia,657,"94,552",15,33,0.2,427
123,Syria,"24,117",,"1,734 ",,"21,549",,834,,"1,349",97,"103,566","5,793","17,877,429 ",Asia,741,"10,310",173,,,47
124,Gabon,"24,107",,147 ,,"20,976",,"2,984",23,"10,609",65,"785,631","345,744","2,272,289 ",Africa,94,"15,458",3,,,"1,313"
125,Réunion,"23,566",,176 ,,"21,709",,"1,681",31,"26,155",195,"102,720","114,006","901,007 ",Africa,38,"5,119",9,,,"1,866"
126,French Guiana,"23,101",+321,113 ,+1,"9,995",,"12,993",28,"75,607",370,"249,076","815,202","305,539 ",South America,13,"2,704",1,"1,051",3,"42,525"
127,Guinea,"23,052",+19,159 ,,"20,740",+9,"2,153",24,"1,714",12,"447,683","33,289","13,448,183 ",Africa,583,"84,580",30,1,,160
128,Mayotte,"20,176",,171 ,,"2,964",,"17,041",6,"72,407",614,"176,919","634,917","278,649 ",Africa,14,"1,630",2,,,"61,156"
129,Trinidad and Tobago,"20,017",,375 ,,"11,480",,"8,162",21,"14,262",267,"165,776","118,113","1,403,532 ",North America,70,"3,743",8,,,"5,815"
130,Mauritania,"19,149",,458 ,,"18,266",,425,14,"4,025",96,"258,095","54,246","4,757,897 ",Africa,248,"10,388",18,,,89
131,French Polynesia,"18,844",,141 ,,"18,677",,26,1,"66,738",499,"26,355","93,340","282,356 ",Australia/Oceania,15,"2,003",11,,,92
132,Eswatini,"18,557",+6,672 ,,"17,845",+12,40,3,"15,849",574,"205,275","175,320","1,170,860 ",Africa,63,"1,742",6,5,,34
133,Guadeloupe,"16,530",,221 ,,"2,250",,"14,059",29,"41,306",552,"201,479","503,465","400,185 ",North America,24,"1,811",2,,,"35,131"
134,Guyana,"16,130",,359 ,,"13,745",,"2,026",19,"20,419",454,"145,654","184,387","789,937 ",South America,49,"2,200",5,,,"2,565"
135,Papua New Guinea,"15,187",,156 ,,"14,108",,923,,"1,669",17,"110,286","12,123","9,097,502 ",Australia/Oceania,599,"58,317",82,,,101
136,Somalia,"14,632",,767 ,,"6,685",,"7,180",,898,47,"127,435","7,825","16,285,695 ",Africa,"1,113","21,233",128,,,441
137,Mali,"14,241",,514 ,,"9,442",,"4,285",,686,25,"289,885","13,959","20,766,951 ",Africa,"1,458","40,403",72,,,206
138,Haiti,"13,906",,288 ,,"12,507",,"1,111",,"1,206",25,"68,900","5,978","11,526,222 ",North America,829,"40,022",167,,,96
139,Andorra,"13,569",,127 ,,"13,234",,208,12,"175,367","1,641","193,595","2,502,036","77,375 ",Europe,6,609,0,,,"2,688"
140,Burkina Faso,"13,415",,165 ,,"13,230",,20,,627,8,"186,093","8,692","21,410,701 ",Africa,"1,596","129,762",115,,,0.9
141,Togo,"13,374",,125 ,,"12,278",,971,,"1,583",15,"328,704","38,897","8,450,733 ",Africa,632,"67,606",26,,,115
142,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,368",9,,,"9,727,619 ",Asia,731,"108,085",,,,
143,Suriname,"13,111",,249 ,,"10,785",,"2,077",32,"22,173",421,"58,861","99,543","591,314 ",South America,45,"2,375",10,,,"3,513"
144,Belize,"12,764",,323 ,,"12,358",,83,1,"31,591",799,"128,613","318,318","404,039 ",North America,32,"1,251",3,,,205
145,Curaçao,"12,271",,122 ,,"12,087",,62,18,"74,509",741,"107,257","651,258","164,692 ",North America,13,"1,350",2,,,376
146,Martinique,"11,866",,93 ,,98,,"11,675",10,"31,642",248,"174,717","465,906","375,005 ",North America,32,"4,032",2,,,"31,133"
147,Hong Kong,"11,834",+1,210 ,,"11,556",+3,68,1,"1,567",28,"14,841,321","1,965,433","7,551,173 ",Asia,638,"35,958",1,0.1,,9
148,Djibouti,"11,502",+9,153 ,,"11,341",+6,8,,"11,493",153,"156,739","156,618","1,000,775 ",Africa,87,"6,541",6,9,,8
149,Congo,"11,476",,150 ,,"8,208",,"3,118",,"2,035",27,"141,948","25,175","5,638,445 ",Africa,491,"37,590",40,,,553
150,Bahamas,"11,396",,222 ,,"10,221",,953,8,"28,735",560,"94,058","237,167","396,590 ",North America,35,"1,786",4,,,"2,403"
151,Aruba,"10,917",,107 ,,"10,743",,67,14,"101,866",998,"161,649","1,508,342","107,170 ",North America,10,"1,002",1,,,625
152,Lesotho,"10,822",,326 ,,"6,431",,"4,065",,"5,016",151,"92,169","42,723","2,157,381 ",Africa,199,"6,618",23,,,"1,884"
153,South Sudan,"10,652",,115 ,,"10,462",,75,,942,10,"159,088","14,065","11,310,525 ",Africa,"1,062","98,352",71,,,7
154,Seychelles,"9,764",,35  ,,"7,826",,"1,903",,"98,736",354,"21,504","217,454","98,890 ",Africa,10,"2,825",5,,,"19,244"
155,Equatorial Guinea,"8,436",,113 ,,"7,801",,522,7,"5,843",78,"123,169","85,314","1,443,712 ",Africa,171,"12,776",12,,,362
156,Benin,"8,025",,101 ,,"7,893",,31,35,647,8,"604,310","48,717","12,404,431 ",Africa,"1,546","122,816",21,,,2
157,Nicaragua,"7,193",,185 ,,"4,225",,"2,783",,"1,074",28,,,"6,694,696 ",North America,931,"36,188",,,,416
158,CAR,"7,079",,97 ,,"6,665",,317,2,"1,443",20,"54,319","11,076","4,904,364 ",Africa,693,"50,560",90,,,65
159,Yemen,"6,662",+4,"1,310 ",+3,"3,260",+15,"2,092",23,219,43,"58,948","1,939","30,408,590 ",Asia,"4,564","23,213",516,0.1,0.10,69
160,Iceland,"6,556",,29 ,,"6,478",,49,3,"19,102",84,"635,858","1,852,641","343,217 ",Europe,52,"11,835",1,,,143
161,Gambia,"5,978",+3,178 ,+1,"5,754",+8,46,3,"2,414",72,"76,379","30,838","2,476,758 ",Africa,414,"13,914",32,1,0.4,19
162,Timor-Leste,"5,816",+179,13 ,,"3,202",+120,"2,601",,"4,338",10,"92,122","68,710","1,340,740 ",Asia,231,"103,134",15,134,,"1,940"
163,Vietnam,"5,404",+187,44 ,+2,"2,794",+73,"2,566",,55,0.4,"3,091,540","31,508","98,118,710 ",Asia,"18,157","2,229,971",32,2,0.02,26
