Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Critical,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Case Every X ppl,1 Death Every X ppl,1 Test Every X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Switzerland,770758,0,10967,0,705104,0,54687,223,88309,1257.0,9658850,1106657,8727950,Europe,11,796,1,0.0,0,6266
Nepal,759222,1214,10714,24,712712,2260,35796,0,25526,360.0,3894137,130927,29742757,Asia,39,2776,8,41.0,0,1204
Serbia,757617,1722,7266,9,719989,783,30362,83,87117,836.0,4997121,574611,8696530,Europe,11,1197,2,198.0,1,3491
UAE,716381,987,2038,2,702102,1554,12241,0,71433,203.0,74125745,7391338,10028732,Asia,14,4921,0,98.0,0,1221
Austria,685956,1415,10781,4,660098,1045,15077,112,75663,1189.0,76013008,8384450,9065950,Europe,13,841,0,156.0,0,1663
Tunisia,660587,2265,23369,187,609496,2178,27722,515,55225,1954.0,2571450,214972,11961817,Africa,18,512,5,189.0,16,2318
Cuba,640438,6277,5144,77,596846,9332,38448,453,56583,454.0,7845245,693129,11318597,North America,18,2200,1,555.0,7,3397
Lebanon,600451,1153,8044,4,551433,0,40974,54,88432,1185.0,4759054,700894,6789974,Asia,11,844,1,170.0,0,6034
Greece,581315,1581,13581,37,530205,4171,37529,334,56090,1310.0,15361858,1482237,10363967,Europe,18,763,1,153.0,4,3621
Saudi Arabia,544004,208,8532,6,532126,393,3346,952,15350,241.0,27329589,771128,35441074,Asia,65,4154,1,6.0,0,94
Georgia,543118,2669,7251,76,482732,6177,53135,0,136452,1822.0,7973106,2003150,3980284,Asia,7,549,0,671.0,19,13350
Ecuador,501140,91,32232,9,443880,0,25028,759,27914,1795.0,1765543,98343,17953000,South America,36,557,10,5.0,0,1394
Bolivia,489802,355,18402,11,432610,682,38790,220,41308,1552.0,2273962,191778,11857290,South America,24,644,5,30.0,0,3271
Belarus,479306,1405,3757,12,472505,1487,3044,0,50743,398.0,7777175,823355,9445718,Europe,20,2514,1,149.0,1,322
Guatemala,465059,1306,11858,40,400378,2822,52823,5,25415,648.0,2178407,119047,18298724,North America,39,1543,8,71.0,2,2887
Paraguay,458334,43,15723,25,436831,268,5780,130,63359,2173.0,1772223,244987,7233955,South America,16,460,4,6.0,3,799
Panama,456666,463,7046,3,441655,521,7965,108,103945,1604.0,3652689,831415,4393339,North America,10,624,1,105.0,0,1813
Costa Rica,455784,0,5431,0,366572,0,83781,445,88536,1055.0,2006420,389748,5147995,North America,11,948,3,0.0,0,16274
Bulgaria,451599,451,18731,26,404359,161,28509,298,65566,2719.0,4167183,605016,6887721,Europe,15,368,2,65.0,4,4139
Vietnam,435265,12796,10749,344,219802,8813,204714,0,4426,109.0,16083797,163531,98352977,Asia,226,9150,6,130.0,3,2081
Sri Lanka,426169,4612,8775,192,357598,2204,59796,0,19806,408.0,4855036,225634,21517320,Asia,50,2452,4,214.0,9,2779
Azerbaijan,417996,4010,5553,41,361128,2898,51315,0,40800,542.0,4431053,432508,10245027,Asia,25,1845,2,391.0,4,5009
Kuwait,409552,189,2417,1,404558,341,2577,89,94288,556.0,3761073,865880,4343644,Asia,11,1797,1,44.0,0,593
Slovakia,394742,85,12548,0,380981,74,1213,12,72261,2297.0,3311147,606136,5462709,Europe,14,435,2,16.0,0,222
Myanmar,392300,3166,15183,106,311952,0,65165,0,7155,277.0,3532315,64420,54832434,Asia,140,3611,16,58.0,2,1188
Uruguay,384692,70,6029,2,377510,84,1153,12,110300,1729.0,3315862,950734,3487686,South America,9,578,1,20.0,0,331
Croatia,373191,377,8325,1,361535,479,3331,51,91561,2043.0,2530602,620872,4075881,Europe,11,490,2,92.0,0,817
Dominican Republic,349859,239,4007,0,340733,261,5119,136,31881,365.0,1950593,177749,10973884,North America,31,2739,6,22.0,0,466
Ireland,349773,1706,5092,0,294457,1501,50224,60,69932,1018.0,6415912,1282760,5001646,Europe,14,982,1,341.0,0,10041
Denmark,344088,737,2580,3,328434,819,13074,19,59164,444.0,80757776,13885813,5815848,Europe,17,2254,0,127.0,0,2248
Palestine,337405,1696,3672,3,316998,478,16735,46,64410,701.0,2158580,412070,5238388,Asia,16,1427,2,324.0,0,3195
Honduras,335398,0,8832,0,106597,0,219969,654,33251,876.0,968331,96000,10086829,North America,30,1142,10,0.0,0,21808
Venezuela,332172,0,3986,0,317336,0,10850,681,11720,141.0,3359014,118515,28342457,South America,85,7111,8,0.0,0,383
Ethiopia,306117,1040,4644,13,274577,1062,26896,602,2589,39.0,3225641,27278,118251683,Africa,386,25463,37,9.0,0,227
Libya,305793,2003,4184,19,218534,910,83075,0,43814,599.0,1510454,216415,6979424,Africa,23,1668,5,287.0,3,11903
Oman,302132,103,4057,1,291532,493,6543,60,57477,772.0,1550000,294869,5256567,Asia,17,1296,3,20.0,0,1245
Lithuania,297777,396,4539,7,279529,104,13709,100,111187,1695.0,4402764,1643951,2678160,Europe,9,590,1,148.0,3,5119
Egypt,287899,255,16721,7,238249,432,32929,90,2753,160.0,3068679,29347,104565754,Africa,363,6254,34,2.0,0,315
Bahrain,272341,95,1388,0,270005,101,948,2,153889,784.0,5900926,3334369,1769728,Asia,6,1275,0,54.0,0,536
Moldova,266988,204,6394,4,257114,232,3480,67,66364,1589.0,1564641,388916,4023086,Europe,15,629,3,51.0,1,865
Slovenia,266514,273,4448,0,256994,97,5072,13,128177,2139.0,1443313,694144,2079269,Europe,8,467,1,131.0,0,2439
S. Korea,248568,1617,2279,3,218726,1737,27563,404,4843,44.0,13015927,253621,51320354,Asia,206,22519,4,32.0,0,537
Armenia,241336,383,4823,11,226292,329,10221,0,81267,1624.0,1530099,515243,2969665,Asia,12,616,2,129.0,4,3442
Kenya,234952,363,4710,16,220953,1247,9289,149,4261,85.0,2363524,42864,55139693,Africa,235,11707,23,7.0,0,168
Qatar,232366,179,602,0,229046,306,2718,23,82757,214.0,2492185,887592,2807805,Asia,12,4664,1,64.0,0,968
Bosnia and Herzegovina,212306,0,9785,0,192218,0,10303,0,65182,3004.0,1132357,347655,3257131,Europe,15,333,3,0.0,0,3163
Mongolia,208871,2414,927,3,189024,0,18920,192,62548,278.0,3647780,1092360,3339356,Asia,16,3602,1,723.0,0,5666
Zambia,206051,158,3596,5,200662,346,1793,118,10857,189.0,2263831,119287,18978045,Africa,92,5278,8,8.0,0,94
Algeria,195162,491,5209,30,132667,375,57286,39,4360,116.0,230861,5157,44766608,Africa,229,8594,194,11.0,0,1280
Nigeria,190983,0,2361,0,178047,0,10575,11,901,11.0,2727834,12865,212038975,Africa,1110,89809,78,0.0,0,50
Kyrgyzstan,175437,213,2518,5,169117,348,3802,131,26387,379.0,1635882,246046,6648692,Asia,38,2640,4,32.0,0,572
North Macedonia,175330,663,5869,27,155101,403,14360,0,84161,2817.0,1149699,551871,2083275,Europe,12,355,2,318.0,13,6893
Norway,157040,907,814,0,88952,0,67274,10,28707,149.0,7017791,1282878,5470349,Europe,35,6720,1,166.0,0,12298
Uzbekistan,154844,811,1070,6,147243,693,6531,23,4550,31.0,1377915,40491,34030450,Asia,220,31804,25,24.0,0,192
Botswana,153793,0,2213,0,144254,0,7326,1,63907,920.0,1629455,677105,2406504,Africa,16,1087,1,0.0,0,3044
Afghanistan,153144,111,7116,7,109921,223,36107,1124,3834,178.0,751100,18805,39941121,Asia,261,5613,53,3.0,0,904
Mozambique,145863,139,1851,9,131533,612,12479,32,4521,57.0,846662,26240,32265861,Africa,221,17432,38,4.0,0,387
Albania,144847,768,2492,2,133125,402,9230,3,50396,867.0,1042177,362603,2874152,Europe,20,1153,3,267.0,0,3211
Latvia,142319,196,2573,0,137561,181,2185,21,76434,1382.0,3457841,1857078,1861979,Europe,13,724,1,105.0,0,1173
Estonia,141344,330,1289,2,133408,59,6647,13,106468,971.0,1745301,1314658,1327570,Europe,9,1030,1,249.0,2,5007
Finland,126093,619,1018,0,46000,0,79075,23,22717,183.0,6506973,1172280,5550701,Europe,44,5453,1,112.0,0,14246
Namibia,124716,98,3372,2,118813,50,2531,27,48077,1300.0,657045,253283,2594110,Africa,21,769,4,38.0,0,976
Zimbabwe,124437,70,4401,11,111534,759,8502,12,8234,291.0,1258818,83292,15113267,Africa,121,3434,12,5.0,0,563
Uganda,119732,188,2991,6,95476,14,21265,356,2526,63.0,1573499,33192,47406621,Africa,396,15850,30,4.0,0,449
Ghana,117636,0,1008,0,109612,0,7016,61,3697,32.0,1598732,50239,31822474,Africa,271,31570,20,0.0,0,220
Montenegro,114364,556,1716,4,104522,449,8126,11,182062,2732.0,616789,981901,628158,Europe,5,366,1,885.0,6,12936
Cyprus,113277,208,499,2,90755,0,22023,92,93037,410.0,9366973,7693347,1217542,Asia,11,2440,0,171.0,2,18088
El Salvador,94060,0,2898,8,79740,0,11422,145,14417,444.0,1204834,184673,6524136,North America,69,2251,5,0.0,1,1751
Cambodia,92208,438,1881,11,88119,345,2208,0,5428,111.0,3074106,180971,16986723,Asia,184,9031,6,26.0,0,130
Rwanda,86613,371,1079,5,45288,1,40246,44,6501,81.0,2426222,182109,13322944,Africa,154,12347,5,28.0,0,3021
Cameroon,83425,0,1350,0,80433,0,1642,152,3055,49.0,1751774,64147,27308831,Africa,327,20229,16,0.0,0,60
Maldives,80791,113,226,1,78894,137,1671,18,146479,410.0,1336013,2422275,551553,Asia,7,2441,0,205.0,2,3030
Luxembourg,75517,0,830,0,73790,0,897,5,118410,1301.0,3403361,5336446,637758,Europe,8,768,0,0.0,0,1406
Senegal,72709,91,1749,7,61007,478,9953,38,4214,101.0,736309,42677,17253244,Africa,237,9865,23,5.0,0,577
Singapore,67304,133,55,0,66092,70,1157,6,11400,9.0,17338504,2936916,5903644,Asia,88,107339,0,23.0,0,196
Jamaica,66663,929,1504,21,48095,67,17064,67,22399,505.0,545088,183152,2976148,North America,45,1979,5,312.0,7,5734
Malawi,60345,32,2161,4,47251,237,10933,285,3063,110.0,384283,19506,19700604,Africa,326,9116,51,2.0,0,555
Ivory Coast,54856,0,424,0,53119,0,1313,0,2022,16.0,888751,32756,27132504,Africa,495,63992,31,0.0,0,48
DRC,54508,0,1057,0,30858,0,22593,0,588,11.0,306299,3304,92701705,Africa,1701,87703,303,0.0,0,244
Australia,51243,1305,999,6,32942,0,17302,125,1983,39.0,31108094,1203761,25842408,Australia/Oceania,504,25868,1,50.0,0,670
Réunion,48683,0,332,0,45980,0,2371,33,53930,368.0,173764,192490,902715,Africa,19,2719,5,0.0,0,2627
Angola,47168,89,1201,9,43257,62,2710,8,1385,35.0,830836,24404,34045209,Africa,722,28347,41,3.0,0,80
Fiji,46027,396,479,0,25951,226,19597,39,50916,530.0,372647,412233,903971,Australia/Oceania,20,1887,2,438.0,0,21679
Guadeloupe,45277,0,439,0,2250,0,42588,23,113135,1097.0,369615,923569,400203,North America,9,912,1,0.0,0,106416
Trinidad and Tobago,44481,185,1278,4,38611,290,4592,22,31665,910.0,307291,218753,1404742,North America,32,1099,5,132.0,3,3269
Madagascar,42862,0,955,0,41295,0,612,9,1503,33.0,241052,8454,28512838,Africa,665,29856,118,0.0,0,21
Eswatini,42828,109,1081,14,33549,609,8198,10,36478,921.0,314771,268101,1174074,Africa,27,1086,4,93.0,12,6983
French Polynesia,40178,0,385,0,33500,0,6293,55,142077,1361.0,26355,93196,282790,Australia/Oceania,7,735,11,0.0,0,22253
Sudan,37699,0,2831,0,31630,0,3238,0,837,63.0,238579,5298,45031763,Africa,1195,15907,189,0.0,0,72
Malta,36089,50,440,0,34618,51,1031,2,81482,993.0,1184836,2675141,442906,Europe,12,1007,0,113.0,0,2328
Cabo Verde,35227,80,309,1,34114,52,804,23,62572,549.0,208220,369854,562979,Africa,16,1822,3,142.0,2,1428
Martinique,34845,0,405,0,104,0,34336,1,92938,1080.0,315249,840828,374927,North America,11,926,1,0.0,0,91580
French Guiana,34375,0,215,0,9995,0,24165,27,111745,699.0,358023,1163852,307619,South America,9,1431,1,0.0,0,78555
Mauritania,33309,151,705,3,29987,272,2617,16,6953,147.0,441518,92161,4790733,Africa,144,6795,11,32.0,0,546
Guinea,29209,0,326,0,26658,0,2225,24,2157,24.0,534667,39477,13543911,Africa,464,41546,25,0.0,0,164
Suriname,28840,156,715,1,24171,8,3954,12,48657,1206.0,102969,173723,592720,South America,21,829,6,263.0,2,6671
Syria,27654,115,2003,5,22429,19,3222,0,1537,111.0,103566,5756,17991592,Asia,651,8982,174,6.0,0,179
Gabon,25819,0,165,0,25565,0,89,6,11292,72.0,1078893,471876,2286390,Africa,89,13857,2,0.0,0,39
Guyana,25323,176,611,2,22878,202,1834,26,32016,772.0,265263,335372,790951,South America,31,1295,3,223.0,3,2319
Togo,21181,144,180,0,16691,107,4310,0,2491,21.0,460738,54186,8502825,Africa,401,47238,18,17.0,0,507
Haiti,20850,0,584,0,17669,0,2597,0,1803,51.0,107702,9314,11563434,North America,555,19800,107,0.0,0,225
Seychelles,19777,0,104,0,19053,0,620,0,199661,1050.0,21504,217096,99053,Africa,5,952,5,0.0,0,6259
Mayotte,19739,0,175,0,2964,0,16600,1,70392,624.0,176919,630916,280416,Africa,14,1602,2,0.0,0,59198
Bahamas,17940,0,354,0,14595,0,2991,19,45121,890.0,132232,332579,397596,North America,22,1123,3,0.0,0,7523
Papua New Guinea,17838,0,192,0,17547,0,99,7,1951,21.0,150870,16501,9142952,Australia/Oceania,513,47620,61,0.0,0,11
Somalia,17302,92,963,10,8363,77,7976,0,1055,59.0,198186,12081,16404877,Africa,948,17035,83,6.0,0,486
Tajikistan,16778,82,124,0,16618,87,36,0,1715,13.0,0,0,9785118,Asia,583,78912,0,8.0,0,4
Timor-Leste,16402,166,62,3,11786,132,4554,0,12172,46.0,169501,125792,1347474,Asia,82,21733,8,123.0,2,3380
Belize,16012,0,356,0,14607,0,1049,3,39441,877.0,217117,534805,405974,North America,25,1140,2,0.0,0,2584
Taiwan,15983,23,834,1,14941,0,208,0,670,35.0,4852685,203324,23866760,Asia,1493,28617,5,1.0,0,9
Curaçao,15248,32,143,0,14658,42,447,4,92484,867.0,235171,1426394,164871,North America,11,1153,1,194.0,0,2711
Andorra,15025,0,130,0,14821,0,74,7,194101,1679.0,193595,2500969,77408,Europe,5,595,0,0.0,0,956
Mali,14857,11,539,0,14095,17,223,0,710,26.0,380416,18181,20923768,Africa,1408,38820,55,0.5,0,11
Laos,14641,195,12,0,4928,0,9701,0,1979,2.0,375133,50709,7397717,Asia,505,616476,20,26.0,0,1311
Aruba,14465,36,137,0,13758,56,570,14,134820,1277.0,177885,1657968,107291,North America,7,783,1,336.0,0,5313
Lesotho,14395,0,403,0,6830,0,7162,0,6658,186.0,146630,67824,2161922,Africa,150,5365,15,0.0,0,3313
Burkina Faso,13762,3,171,0,13516,33,75,0,638,8.0,211697,9817,21564747,Africa,1567,126110,102,0.1,0,3
Congo,13533,0,183,0,12421,0,929,0,2385,32.0,188207,33165,5674921,Africa,419,31010,30,0.0,0,164
Benin,13366,0,128,0,8854,0,4384,5,1070,10.0,604310,48385,12489743,Africa,934,97576,21,0.0,0,351
Hong Kong,12108,7,212,0,11783,1,113,0,1600,28.0,23570776,3114763,7567439,Asia,625,35695,0,0.9,0,15
Burundi,11994,0,38,0,773,0,11183,0,975,3.0,345742,28111,12299274,Africa,1025,323665,36,0.0,0,909
Djibouti,11741,13,157,0,11540,2,44,0,11687,156.0,205913,204965,1004624,Africa,86,6399,5,13.0,0,44
South Sudan,11403,0,120,0,10948,0,335,0,1005,11.0,212924,18767,11345654,Africa,995,94547,53,0.0,0,30
CAR,11270,0,99,0,6859,0,4312,2,2287,20.0,60228,12224,4926875,Africa,437,49766,82,0.0,0,875
Nicaragua,11167,0,199,0,4225,0,6743,0,1663,30.0,0,0,6715794,North America,601,33748,0,0.0,0,1004
Iceland,10658,53,33,1,9781,127,844,14,31000,96.0,968146,2815941,343809,Europe,32,10418,0,154.0,3,2455
Channel Islands,10486,0,95,0,9957,0,434,0,59675,541.0,809829,4608659,175719,Europe,17,1850,0,0.0,0,2470
Gambia,9626,93,314,3,9194,84,118,3,3858,126.0,101817,40808,2495008,Africa,259,7946,25,37.0,1,47
Equatorial Guinea,9326,153,124,0,8860,19,342,1,6405,85.0,195087,133977,1456118,Africa,156,11743,7,105.0,0,235
Mauritius,8667,0,27,0,1854,0,6786,0,6802,21.0,358675,281487,1274215,Africa,147,47193,4,0.0,0,5326
Saint Lucia,8111,61,103,0,6033,33,1975,2,43938,558.0,68954,373532,184600,North America,23,1792,3,330.0,0,10699
Yemen,7784,33,1461,11,4797,12,1526,23,255,48.0,244784,8003,30584887,Asia,3929,20934,125,1.0,0,50
Eritrea,6640,1,37,0,6590,1,13,0,1843,10.0,23693,6576,3603221,Africa,543,97384,152,0.3,0,4
Isle of Man,6629,42,38,0,6046,0,545,1,77483,444.0,83753,978949,85554,Europe,13,2251,1,491.0,0,6370
Sierra Leone,6363,0,121,0,4355,0,1887,0,779,15.0,160729,19686,8164462,Africa,1283,67475,51,0.0,0,231
Niger,5839,6,198,0,5517,2,124,0,232,8.0,142455,5649,25216020,Africa,4319,127354,177,0.2,0,5
Guinea-Bissau,5766,21,117,1,4780,27,869,4,2852,58.0,91371,45195,2021721,Africa,351,17280,22,10.0,0,430
Liberia,5459,0,148,0,2715,0,2596,2,1051,28.0,128246,24687,5194977,Africa,952,35101,41,0.0,0,500
Gibraltar,5338,4,97,0,5151,13,90,2,158496,2880.0,335572,9963835,33679,Europe,6,347,0,119.0,0,2672
San Marino,5261,0,90,0,5119,0,52,1,154672,2646.0,74465,2189246,34014,Europe,6,378,0,0.0,0,1529
Chad,4991,1,174,0,4809,0,8,0,294,10.0,138673,8172,16969659,Africa,3400,97527,122,0.06,0,0.5
Barbados,4931,50,49,1,4621,0,261,0,17134,170.0,259396,901360,287783,North America,58,5873,1,174.0,3,907
Comoros,4062,0,147,0,3898,0,17,0,4559,165.0,0,0,891005,Africa,219,6061,0,0.0,0,19
Sint Maarten,3641,25,49,1,3280,26,312,14,83817,1128.0,41509,955548,43440,North America,12,887,1,576.0,23,7182
New Zealand,3464,84,26,0,2887,0,551,5,693,5.0,2951303,590013,5002100,Australia/Oceania,1444,192388,2,17.0,0,110
Saint Martin,3273,0,42,0,1399,0,1832,7,83010,1065.0,54303,1377235,39429,North America,12,939,1,0.0,0,46463
Liechtenstein,3263,4,59,0,3136,0,68,3,85296,1542.0,49126,1284172,38255,Europe,12,648,1,105.0,0,1778
Monaco,3183,0,33,0,3062,0,88,6,80452,834.0,54960,1389142,39564,Europe,12,1199,1,0.0,0,2224
Bermuda,2844,0,33,0,2656,0,155,1,45863,532.0,454943,7336489,62011,North America,22,1879,0,0.0,0,2500
Turks and Caicos,2650,0,20,0,2541,0,89,1,67391,509.0,94789,2410523,39323,North America,15,1966,0,0.0,0,2263
Bhutan,2594,0,3,0,2567,0,24,0,3319,4.0,798573,1021918,781445,Asia,301,260482,1,0.0,0,31
Sao Tome and Principe,2590,0,37,0,2424,0,129,0,11570,165.0,14689,65616,223864,Africa,86,6050,15,0.0,0,576
British Virgin Islands,2568,0,37,0,2500,0,31,7,84296,1215.0,77252,2535846,30464,North America,12,823,0,0.0,0,1018
Brunei,2462,82,7,0,664,51,1791,29,5566,16.0,223861,506095,442330,Asia,180,63190,2,185.0,0,4049
St. Vincent Grenadines,2331,0,12,0,2301,0,18,2,20934,108.0,66535,597541,111348,North America,48,9279,2,0.0,0,162
Caribbean Netherlands,1787,1,17,0,1721,0,49,0,67421,641.0,20707,781249,26505,North America,15,1559,1,38.0,0,1849
Antigua and Barbuda,1651,13,43,0,1338,0,270,9,16699,435.0,17409,176083,98868,North America,60,2299,6,131.0,0,2731
Dominica,1638,0,4,0,996,0,638,0,22689,55.0,47723,661047,72193,North America,44,18048,2,0.0,0,8837
St. Barth,1520,0,2,0,462,0,1056,0,153349,202.0,38369,3870964,9912,North America,7,4956,0,0.0,0,106538
Tanzania,1367,0,50,0,183,0,1134,7,22,0.8,0,0,61697294,Africa,45133,1233946,0,0.0,0,18
Saint Kitts and Nevis,1053,29,3,0,621,0,429,1,19633,56.0,29973,558833,53635,North America,51,17878,2,541.0,0,7999
Faeroe Islands,1000,1,2,0,992,1,6,0,20376,41.0,405000,8252170,49078,Europe,49,24539,0,20.0,0,122
Cayman Islands,669,0,2,0,654,0,13,0,10043,30.0,124962,1875884,66615,North America,100,33308,1,0.0,0,195
Wallis and Futuna,445,0,7,0,438,0,0,0,40418,636.0,20508,1862670,11010,Australia/Oceania,25,1573,1,0.0,0,0
Grenada,357,40,1,0,192,2,164,0,3156,9.0,57956,512309,113127,North America,317,113127,2,354.0,0,1450
Montserrat,26,0,1,0,20,0,5,0,5205,200.0,1408,281882,4995,North America,192,4995,4,0.0,0,1001
Western Sahara,10,0,1,0,8,0,1,0,16,2.0,0,0,614297,Africa,61430,614297,0,0.0,0,2
Vanuatu,4,0,1,0,3,0,0,0,13,3.0,23000,72915,315435,Australia/Oceania,78859,315435,14,0.0,0,0
