Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Critical,Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Case Every X ppl,1 Death Every X ppl,1 Test Every X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Sweden,1127917,0,14651,0,1087247,1151,26019,46,110878,1440.0,11757024,1155756,10172580,Europe,9,694,1,0.0,0,2558
Romania,1100208,1443,34591,21,1055892,833,9725,293,57639,1812.0,11537894,604457,19088023,Europe,17,552,2,76.0,1,509
Israel,1082981,16629,7086,43,989507,13740,86388,675,116125,760.0,19256766,2064847,9326000,Asia,9,1316,0,1783.0,5,9263
Portugal,1039492,1565,17757,14,978462,2365,43273,131,102292,1747.0,17054320,1678236,10162051,Europe,10,572,1,154.0,1,4258
Morocco,866968,6020,12749,100,800664,7057,53555,1124,23169,341.0,9019647,241042,37419414,Africa,43,2935,4,161.0,3,1431
Hungary,812531,194,30059,1,777646,201,4826,13,84360,3121.0,6584218,683595,9631758,Europe,12,320,1,20.0,0,501
Jordan,798091,965,10422,11,776163,877,11506,574,77327,1010.0,9287040,899821,10320987,Asia,13,990,1,93.0,1,1115
Kazakhstan,793791,4320,9402,98,680836,7207,103553,221,41695,494.0,11575012,607997,19037931,Asia,24,2025,2,227.0,5,5439
Switzerland,782861,3202,10998,5,706721,0,65142,258,89692,1260.0,9799734,1122755,8728295,Europe,11,794,1,367.0,0,7463
Serbia,766279,3346,7307,15,722930,1058,36042,87,88115,840.0,5042425,579833,8696339,Europe,11,1190,2,385.0,2,4145
Nepal,764295,1648,10770,20,719336,3030,34189,0,25694,362.0,3925758,131978,29745625,Asia,39,2762,8,55.0,0,1149
UAE,719355,985,2043,2,706644,1526,10668,0,71725,204.0,75035930,7481608,10029385,Asia,14,4909,0,98.0,0,1064
Austria,690153,1848,10775,3,663461,1131,15917,142,76123,1188.0,76859312,8477537,9066231,Europe,13,841,0,204.0,0,1756
Tunisia,666168,2134,23538,87,618115,3965,24515,507,55688,1968.0,2605268,217786,11962492,Africa,18,508,5,178.0,7,2049
Cuba,659464,6609,5377,74,620157,8150,33930,440,58264,475.0,7985117,705489,11318559,North America,17,2105,1,584.0,7,2998
Lebanon,603288,1022,8061,8,555063,589,40164,54,88852,1187.0,4759054,700912,6789807,Asia,11,842,1,151.0,1,5915
Greece,590832,2868,13669,47,540433,3574,36730,346,57010,1319.0,15628356,1507991,10363690,Europe,18,758,1,277.0,5,3544
Georgia,553697,3886,7482,74,497517,4103,48698,0,139111,1880.0,8090420,2032645,3980242,Asia,7,532,0,976.0,19,12235
Saudi Arabia,544634,185,8552,7,533151,301,2931,867,15366,241.0,27505312,776021,35444039,Asia,65,4145,1,5.0,0,83
Ecuador,501201,0,32244,0,443880,0,25077,759,27915,1796.0,1765543,98334,17954465,South America,36,557,10,0.0,0,1397
Bolivia,490879,412,18452,23,435704,1232,36723,220,41396,1556.0,2288780,193013,11858160,South America,24,643,5,35.0,2,3097
Belarus,483231,1699,3791,11,475898,1598,3542,0,51159,401.0,7817642,827640,9445701,Europe,20,2492,1,180.0,1,375
Guatemala,475548,5271,12007,81,412698,4864,50843,5,25985,656.0,2210997,120816,18300538,North America,38,1524,8,288.0,4,2778
Vietnam,473530,11434,11868,804,248722,9862,212940,0,4814,121.0,16083797,163523,98357758,Asia,208,8288,6,116.0,8,2165
Costa Rica,466574,2848,5523,17,374630,1936,86421,456,90628,1073.0,2006420,389729,5148248,North America,11,932,3,553.0,3,16786
Paraguay,458528,0,15767,0,437349,0,5412,108,63381,2179.0,1776451,245555,7234434,South America,16,459,4,0.0,0,748
Bulgaria,457487,1745,18950,54,406345,580,32192,332,66423,2751.0,4250708,617168,6887437,Europe,15,363,2,253.0,8,4674
Panama,457487,0,7061,0,442947,0,7479,108,104123,1607.0,3667145,834635,4393710,North America,10,622,1,0.0,0,1702
Sri Lanka,444130,3828,9400,215,376216,2060,58514,0,20640,437.0,4855036,225629,21517810,Asia,48,2289,4,178.0,10,2719
Azerbaijan,428736,3845,5677,41,370002,3876,53057,0,41846,554.0,4481039,437365,10245526,Asia,24,1805,2,375.0,4,5179
Kuwait,409961,101,2420,1,405320,252,2221,84,94374,557.0,3799124,874570,4343990,Asia,11,1795,1,23.0,0,511
Myanmar,402640,3358,15490,101,353811,3500,33339,0,7343,282.0,3653562,66629,54834423,Asia,136,3540,15,61.0,2,608
Slovakia,395122,199,12548,0,381174,112,1400,14,72331,2297.0,3325957,608846,5462723,Europe,14,435,2,36.0,0,256
Uruguay,385078,144,6034,2,377868,104,1176,13,110409,1730.0,3353058,961381,3487752,South America,9,578,1,41.0,0,337
Croatia,374803,805,8338,4,362833,383,3632,59,91959,2046.0,2554090,626656,4075743,Europe,11,489,2,198.0,1,891
Ireland,354236,1789,5112,20,298334,1352,50790,56,70820,1022.0,6415912,1282683,5001947,Europe,14,978,1,358.0,4,10154
Dominican Republic,350468,295,4008,0,341351,164,5109,138,31935,365.0,1958308,178442,10974478,North America,31,2738,6,27.0,0,466
Denmark,346518,825,2584,0,331499,1036,12435,25,59581,444.0,81221077,13965208,5815959,Europe,17,2251,0,142.0,0,2138
Palestine,344957,2675,3688,8,319135,837,22134,50,65844,704.0,2196916,419336,5239037,Asia,15,1421,2,511.0,2,4225
Honduras,339841,1084,8932,30,107283,436,223626,615,33689,885.0,979817,97130,10087691,North America,30,1129,10,107.0,3,22168
Venezuela,335233,0,4026,0,319750,0,11457,681,11828,142.0,3359014,118517,28342019,South America,85,7040,8,0.0,0,404
Libya,310637,1665,4263,16,222420,1952,83954,0,44504,611.0,1529310,219101,6979934,Africa,22,1637,5,239.0,2,12028
Ethiopia,309351,1217,4692,17,278062,1220,26597,620,2616,40.0,3246694,27452,118267291,Africa,382,25206,36,10.0,0,225
Oman,302393,93,4068,4,292038,134,6287,52,57519,774.0,1550000,294829,5257279,Asia,17,1292,3,18.0,0,1196
Lithuania,299532,695,4569,6,281207,672,13756,106,111851,1706.0,4438914,1657577,2677954,Europe,9,586,1,260.0,2,5137
Egypt,288732,291,16743,7,239886,543,32103,90,2761,160.0,3068679,29344,104576317,Africa,362,6246,34,3.0,0,307
Bahrain,272635,95,1388,0,270296,95,951,1,154026,784.0,5951437,3362293,1770053,Asia,6,1275,0,54.0,0,537
Moldova,268105,579,6406,5,257672,238,4027,127,66642,1592.0,1576940,391978,4023035,Europe,15,628,3,144.0,1,1001
Slovenia,267962,764,4450,0,257752,385,5760,19,128873,2140.0,1450905,697795,2079271,Europe,8,467,1,367.0,0,2770
S. Korea,253445,2024,2292,7,224319,2618,26834,409,4938,45.0,13152146,256274,51320595,Asia,202,22391,4,39.0,0,523
Armenia,242750,615,4857,13,227293,267,10600,0,81742,1636.0,1547898,521231,2969695,Asia,12,611,2,207.0,4,3569
Kenya,236881,1018,4739,13,224270,633,7872,149,4296,86.0,2380918,43175,55146181,Africa,233,11637,23,18.0,0,143
Qatar,232910,166,602,0,229763,240,2545,24,82951,214.0,2509828,893875,2807805,Asia,12,4664,1,59.0,0,906
Mongolia,217546,3726,944,7,193106,0,23496,192,65140,283.0,3647780,1092266,3339645,Asia,15,3538,1,1116.0,2,7035
Bosnia and Herzegovina,214759,906,9815,12,192218,0,12726,0,65937,3013.0,1141029,350329,3257020,Europe,15,332,3,278.0,4,3907
Zambia,206522,195,3605,3,201227,103,1690,106,10881,190.0,2283007,120279,18980869,Africa,92,5265,8,10.0,0,89
Algeria,196527,447,5302,33,133739,344,57486,35,4390,118.0,230861,5156,44770941,Africa,228,8444,194,10.0,0,1284
Nigeria,193013,582,2480,11,179000,241,11533,11,910,12.0,2779725,13108,212066978,Africa,1099,85511,76,3.0,0,54
North Macedonia,177399,905,5964,26,156650,343,14785,0,85154,2863.0,1164177,558821,2083274,Europe,12,349,2,434.0,12,7097
Kyrgyzstan,175876,142,2532,4,170067,290,3277,131,26450,381.0,1643805,247215,6649281,Asia,38,2626,4,21.0,0,493
Norway,161814,1640,822,8,88952,0,72040,13,29579,150.0,7237714,1323025,5470581,Europe,34,6655,1,300.0,1,13169
Uzbekistan,157136,742,1088,6,149273,683,6775,23,4617,32.0,1377915,40487,34033102,Asia,217,31280,25,22.0,0,199
Botswana,156927,0,2261,0,148519,0,6147,1,65202,939.0,1645029,683502,2406764,Africa,15,1064,1,0.0,0,2554
Afghanistan,153306,46,7127,4,110813,664,35366,1124,3838,178.0,751978,18825,39945923,Asia,261,5605,53,1.0,0,885
Albania,147369,982,2501,3,134276,475,10592,3,51274,870.0,1059689,368698,2874135,Europe,20,1149,3,342.0,1,3685
Mozambique,146754,438,1866,2,134400,826,10488,32,4548,58.0,853959,26462,32270665,Africa,220,17294,38,14.0,0,325
Latvia,143106,469,2579,1,137939,331,2588,18,76862,1385.0,3573273,1919190,1861865,Europe,13,722,1,252.0,0,1390
Estonia,142363,408,1293,1,134004,466,7066,15,107235,974.0,1758146,1324330,1327574,Europe,9,1027,1,307.0,0,5322
Finland,127861,679,1030,12,46000,0,80831,21,23035,186.0,6595400,1188200,5550748,Europe,43,5389,1,122.0,2,14562
Namibia,125136,90,3386,11,119448,550,2302,24,48234,1305.0,661329,254910,2594362,Africa,21,766,4,35.0,4,887
Zimbabwe,124960,187,4438,19,113527,470,6995,12,8268,294.0,1274638,84332,15114450,Africa,121,3406,12,12.0,1,463
Uganda,120075,160,3023,11,95578,0,21474,449,2532,64.0,1583298,33393,47414553,Africa,395,15685,30,3.0,0,453
Ghana,119436,0,1036,0,111249,0,7151,54,3753,33.0,1598732,50233,31826025,Africa,266,30720,20,0.0,0,225
Montenegro,115956,571,1732,8,105887,531,8337,11,184597,2757.0,623681,992871,628159,Europe,5,363,1,909.0,13,13272
Cyprus,114131,256,507,4,90755,0,22869,58,93735,416.0,9366973,7693044,1217590,Asia,11,2402,0,210.0,3,18782
El Salvador,96067,285,2926,8,81339,1599,11802,133,14724,448.0,1221446,187214,6524314,North America,68,2230,5,44.0,1,1809
Cambodia,93510,455,1916,13,89114,328,2480,0,5504,113.0,2110577,124239,16987988,Asia,182,8866,8,27.0,0,146
Rwanda,88197,570,1097,8,45313,12,41787,33,6619,82.0,2461586,184739,13324704,Africa,151,12146,5,43.0,0,3136
Cameroon,84210,785,1357,7,80433,0,2420,152,3083,50.0,1751774,64138,27312453,Africa,324,20127,16,29.0,0,89
Maldives,81301,189,226,0,79268,125,1807,18,147390,410.0,1351647,2450389,551605,Asia,7,2441,0,343.0,0,3276
Luxembourg,75904,144,830,0,74021,89,1053,7,119007,1301.0,3423446,5367476,637813,Europe,8,768,0,226.0,0,1651
Senegal,72920,115,1774,9,62414,400,8732,35,4226,103.0,743080,43063,17255663,Africa,237,9727,23,7.0,0,506
Jamaica,68482,351,1549,31,48402,93,18531,40,23010,520.0,549295,184561,2976219,North America,43,1921,5,118.0,10,6226
Singapore,67800,180,55,0,66174,0,1571,5,11484,9.0,17773017,3010388,5903895,Asia,87,107344,0,30.0,0,266
Malawi,60583,89,2185,8,48186,380,10212,285,3075,111.0,387730,19678,19703314,Africa,325,9018,51,5.0,0,518
Ivory Coast,56148,479,445,4,54002,189,1701,0,2069,16.0,888751,32752,27136084,Africa,483,60980,31,18.0,0,63
Australia,55090,1239,1012,6,33571,0,20507,125,2132,39.0,31792364,1230163,25844025,Australia/Oceania,469,25538,1,48.0,0,793
DRC,54863,0,1059,0,30858,0,22946,0,592,11.0,306299,3304,92716651,Africa,1690,87551,303,0.0,0,247
Réunion,50346,0,342,0,47752,0,2252,33,55770,379.0,173764,192483,902750,Africa,18,2640,5,0.0,0,2495
Guadeloupe,49381,0,539,0,2250,0,46592,23,123390,1347.0,398899,996739,400204,North America,8,742,1,0.0,0,116421
Angola,47781,237,1227,10,43569,148,2985,8,1403,36.0,830836,24400,34050822,Africa,713,27751,41,7.0,0,88
Fiji,47006,290,504,8,29067,2306,17435,39,51997,558.0,376247,416200,904006,Australia/Oceania,19,1794,2,321.0,9,19286
Trinidad and Tobago,44847,0,1291,0,39152,0,4404,22,31925,919.0,308402,219540,1404767,North America,31,1088,5,0.0,0,3135
Eswatini,43626,255,1112,11,35541,763,6973,10,37156,947.0,318610,271356,1174139,Africa,27,1056,4,217.0,9,5939
Madagascar,42873,4,956,0,41298,1,619,8,1503,34.0,243994,8556,28516741,Africa,665,29829,117,0.1,0,22
French Polynesia,40178,0,446,10,33500,0,6232,61,142073,1577.0,26355,93193,282799,Australia/Oceania,7,634,11,0.0,35,22037
Sudan,37715,16,2837,6,31675,45,3203,0,837,63.0,238579,5297,45037373,Africa,1194,15875,189,0.4,0,71
Martinique,37192,0,442,0,104,0,36646,1,99198,1179.0,335215,894083,374926,North America,10,848,1,0.0,0,97742
Malta,36247,76,441,0,34727,49,1079,1,81838,996.0,1194358,2696597,442913,Europe,12,1004,0,172.0,0,2436
Cabo Verde,35354,0,313,0,34245,0,796,23,62794,556.0,208220,369832,563012,Africa,16,1799,3,0.0,0,1414
French Guiana,35309,236,220,1,9995,0,25094,26,114766,715.0,365200,1187021,307661,South America,9,1398,1,767.0,3,81564
Mauritania,33580,0,715,0,30525,0,2340,16,7008,149.0,443847,92634,4791404,Africa,143,6701,11,0.0,0,488
Guinea,29501,0,337,0,27282,0,1882,24,2178,25.0,536982,39642,13545865,Africa,459,40195,25,0.0,0,139
Suriname,29293,0,721,0,24305,0,4267,12,49419,1216.0,103999,175452,592749,South America,20,822,6,0.0,0,7199
Syria,28045,130,2018,5,22491,20,3536,0,1559,112.0,103566,5756,17993921,Asia,642,8917,174,7.0,0,197
Gabon,25888,0,166,0,25625,0,97,11,11321,73.0,1085170,474562,2286677,Africa,88,13775,2,0.0,0,42
Guyana,25548,0,622,0,23018,0,1908,33,32299,786.0,266963,337513,790972,South America,31,1272,3,0.0,0,2412
Togo,21561,300,185,0,16926,203,4450,0,2535,22.0,464241,54592,8503888,Africa,394,45967,18,35.0,0,523
Haiti,20916,0,586,0,18040,0,2290,0,1809,51.0,107702,9313,11564193,North America,553,19734,107,0.0,0,198
Seychelles,19976,0,104,0,19362,0,510,0,201664,1050.0,21504,217089,99056,Africa,5,952,5,0.0,0,5149
Mayotte,19804,24,175,0,2964,0,16665,1,70614,624.0,176919,630833,280453,Africa,14,1603,2,86.0,0,59422
Bahamas,18139,0,381,0,14665,0,3093,15,45619,958.0,133155,334883,397616,North America,22,1044,3,0.0,0,7779
Papua New Guinea,17926,88,192,0,17547,0,187,7,1960,21.0,150870,16500,9143880,Australia/Oceania,510,47624,61,10.0,0,20
Somalia,17466,0,977,0,8531,0,7958,0,1065,60.0,200481,12219,16407310,Africa,939,16794,82,0.0,0,485
Timor-Leste,16941,232,72,5,12363,247,4506,0,12571,53.0,169501,125779,1347612,Asia,80,18717,8,172.0,4,3344
Tajikistan,16852,0,124,0,16698,0,30,0,1722,13.0,0,0,9786291,Asia,581,78922,0,0.0,0,3
Belize,16353,0,362,0,14862,0,1129,3,40277,892.0,221764,546198,406014,North America,25,1122,2,0.0,0,2781
Taiwan,16001,6,836,1,14960,16,205,0,670,35.0,5003243,209630,23866995,Asia,1492,28549,5,0.3,0,9
Curaçao,15299,0,144,0,14753,0,402,4,92792,873.0,238100,1444124,164875,North America,11,1145,1,0.0,0,2438
Laos,15289,274,14,0,5418,378,9857,0,2067,2.0,381173,51522,7398294,Asia,484,528450,19,37.0,0,1332
Andorra,15046,13,130,0,14862,8,54,7,194370,1679.0,193595,2500937,77409,Europe,5,595,0,168.0,0,698
Mali,14895,6,539,0,14111,7,245,0,712,26.0,384087,18354,20926969,Africa,1405,38826,54,0.3,0,12
Aruba,14662,86,146,0,13888,48,628,14,136653,1361.0,177885,1657921,107294,North America,7,735,1,802.0,0,5853
Lesotho,14395,0,403,0,6830,0,7162,0,6658,186.0,146630,67821,2162015,Africa,150,5365,15,0.0,0,3313
Burkina Faso,13777,0,171,0,13535,0,71,0,639,8.0,211719,9816,21567891,Africa,1565,126128,102,0.0,0,3
Congo,13588,0,183,0,12421,0,984,0,2394,32.0,188207,33160,5675665,Africa,418,31015,30,0.0,0,173
Benin,13366,0,128,0,8854,0,4384,5,1070,10.0,604310,48378,12491484,Africa,935,97590,21,0.0,0,351
Burundi,12585,195,38,0,773,0,11774,0,1023,3.0,345742,28106,12301218,Africa,977,323716,36,16.0,0,957
Hong Kong,12114,1,212,0,11798,7,104,0,1601,28.0,23570776,3114626,7567771,Asia,625,35697,0,0.1,0,14
Djibouti,11757,7,157,0,11554,5,46,0,11702,156.0,207114,206145,1004703,Africa,85,6399,5,7.0,0,46
Nicaragua,11735,0,200,0,4225,0,7310,0,1747,30.0,0,0,6716225,North America,572,33581,0,0.0,0,1088
South Sudan,11446,10,120,0,10948,0,378,0,1009,11.0,212924,18766,11346371,Africa,991,94553,53,0.9,0,33
CAR,11296,0,100,0,6859,0,4337,2,2293,20.0,60228,12223,4927334,Africa,436,49273,82,0.0,0,880
Iceland,10856,67,33,0,10003,91,820,10,31575,96.0,980362,2851373,343821,Europe,32,10419,0,195.0,0,2385
Mauritius,10676,0,31,0,1854,0,8791,0,8378,24.0,358675,281484,1274227,Africa,119,41104,4,0.0,0,6899
Channel Islands,10608,0,95,0,10109,0,404,0,60366,541.0,809829,4608423,175728,Europe,17,1850,0,0.0,0,2299
Gambia,9715,17,322,3,9315,32,78,3,3893,129.0,101817,40802,2495381,Africa,257,7750,25,7.0,1,31
Equatorial Guinea,9477,0,126,0,8879,0,472,1,6507,87.0,195087,133954,1456371,Africa,154,11559,7,0.0,0,324
Saint Lucia,8219,0,104,0,6182,0,1933,4,44522,563.0,69376,375810,184604,North America,22,1775,3,0.0,0,10471
Yemen,7900,31,1480,8,4871,34,1549,23,258,48.0,256937,8400,30588485,Asia,3872,20668,119,1.0,0,51
Isle of Man,6694,18,38,0,6338,292,318,1,78240,444.0,83753,978915,85557,Europe,13,2252,1,210.0,0,3717
Eritrea,6642,0,38,0,6590,0,14,0,1843,11.0,23693,6575,3603489,Africa,543,94829,152,0.0,0,4
Sierra Leone,6367,0,121,0,4359,0,1887,0,780,15.0,160729,19684,8165350,Africa,1282,67482,51,0.0,0,231
Niger,5857,8,199,0,5544,6,114,0,232,8.0,143644,5695,25220837,Africa,4306,126738,176,0.3,0,5
Guinea-Bissau,5799,0,119,0,4810,0,870,4,2868,59.0,91912,45457,2021976,Africa,349,16991,22,0.0,0,430
Liberia,5459,0,148,0,2715,0,2596,2,1051,28.0,128246,24683,5195628,Africa,952,35106,41,0.0,0,500
Gibraltar,5367,13,97,0,5169,0,101,1,159357,2880.0,337886,10032543,33679,Europe,6,347,0,386.0,0,2999
San Marino,5321,0,90,0,5150,0,81,1,156436,2646.0,75461,2218528,34014,Europe,6,378,0,0.0,0,2381
Barbados,5032,0,50,0,4652,0,330,0,17485,174.0,259396,901353,287785,North America,57,5756,1,0.0,0,1147
Chad,4994,2,174,0,4812,2,8,0,294,10.0,139667,8229,16972246,Africa,3399,97542,122,0.1,0,0.5
Comoros,4072,4,147,0,3901,0,24,0,4570,165.0,0,0,891107,Africa,219,6062,0,4.0,0,27
Sint Maarten,3719,0,51,0,3383,0,285,14,85608,1174.0,41509,955504,43442,North America,12,852,1,0.0,0,6560
New Zealand,3645,76,26,0,2895,3,724,5,729,5.0,3006586,601065,5002100,Australia/Oceania,1372,192388,2,15.0,0,145
Liechtenstein,3278,5,59,0,3181,4,38,3,85688,1542.0,49126,1284172,38255,Europe,12,648,1,131.0,0,993
Saint Martin,3273,0,42,0,1399,0,1832,7,83004,1065.0,54303,1377130,39432,North America,12,939,1,0.0,0,46460
Monaco,3211,10,33,0,3096,3,82,6,81156,834.0,54960,1389071,39566,Europe,12,1199,1,253.0,0,2072
Bermuda,2923,0,34,0,2684,0,205,1,47138,548.0,465071,7499935,62010,North America,21,1824,0,0.0,0,3306
Brunei,2858,146,11,2,1053,87,1794,28,6461,25.0,235286,531896,442353,Asia,155,40214,2,330.0,5,4056
Turks and Caicos,2653,3,20,0,2563,22,70,1,67462,509.0,94789,2410339,39326,North America,15,1966,0,76.0,0,1780
Sao Tome and Principe,2627,19,37,0,2432,4,158,0,11734,165.0,14689,65609,223886,Africa,85,6051,15,85.0,0,706
Bhutan,2596,0,3,0,2571,2,22,0,3322,4.0,798573,1021857,781492,Asia,301,260497,1,0.0,0,28
British Virgin Islands,2568,0,37,0,2500,0,31,7,84293,1215.0,77252,2535762,30465,North America,12,823,0,0.0,0,1018
St. Vincent Grenadines,2348,12,12,0,2304,3,32,2,21087,108.0,67402,605317,111350,North America,47,9279,2,108.0,0,287
Caribbean Netherlands,1791,0,17,0,1754,0,20,0,67567,641.0,20707,781190,26507,North America,15,1559,1,0.0,0,755
Antigua and Barbuda,1719,4,44,0,1349,1,326,9,17386,445.0,17409,176074,98873,North America,58,2247,6,40.0,0,3297
Dominica,1638,0,4,0,996,0,638,0,22689,55.0,47723,661038,72194,North America,44,18049,2,0.0,0,8837
St. Barth,1520,0,2,0,462,0,1056,0,153349,202.0,38369,3870964,9912,North America,7,4956,0,0.0,0,106538
Tanzania,1367,0,50,0,183,0,1134,7,22,0.8,0,0,61706628,Africa,45140,1234133,0,0.0,0,18
Saint Kitts and Nevis,1121,30,3,0,643,20,475,1,20900,56.0,29973,558812,53637,North America,48,17879,2,559.0,0,8856
Faeroe Islands,1001,0,2,0,993,0,6,0,20396,41.0,409000,8333503,49079,Europe,49,24540,0,0.0,0,122
Cayman Islands,688,8,2,0,668,0,18,0,10327,30.0,127799,1918328,66620,North America,97,33310,1,120.0,0,270
Grenada,539,0,2,0,196,0,341,0,4764,18.0,59673,527473,113130,North America,210,56565,2,0.0,0,3014
Wallis and Futuna,445,0,7,0,438,0,0,0,40421,636.0,20508,1862839,11009,Australia/Oceania,25,1573,1,0.0,0,0
Montserrat,29,0,1,0,22,0,6,0,5805,200.0,1408,281825,4996,North America,172,4996,4,0.0,0,1201
Western Sahara,10,0,1,0,8,0,1,0,16,2.0,0,0,614378,Africa,61438,614378,0,0.0,0,2
Vanuatu,4,0,1,0,3,0,0,0,13,3.0,23000,72906,315474,Australia/Oceania,78869,315474,14,0.0,0,0
