,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
10,Spain,"3,799,733","+7,091","80,829 ",+40,"3,597,105","+5,506","121,799",620,"81,238","1,728","52,691,812","1,126,550","46,772,724 ",Europe,12,579,1,152,0.9,"2,604"
11,Germany,"3,735,063",+251,"91,346 ",+10,"3,622,600","+1,800","21,117",736,"44,439","1,087","63,813,168","759,235","84,049,260 ",Europe,23,920,1,3,0.1,251
12,Iran,"3,192,809","+12,717","84,127 ",+142,"2,862,261","+14,219","246,421","3,176","37,538",989,"23,308,926","274,045","85,055,171 ",Asia,27,"1,011",4,150,2,"2,897"
13,Poland,"2,879,811",+123,"75,005 ",+26,"2,651,759",+78,"153,047",171,"76,174","1,984","17,301,502","457,645","37,805,522 ",Europe,13,504,2,3,0.7,"4,048"
14,Mexico,"2,507,453","+1,661","232,608 ",+44,"1,994,014","+3,404","280,831","4,798","19,248","1,786","7,459,703","57,263","130,271,980 ",North America,52,560,17,13,0.3,"2,156"
15,Ukraine,"2,234,463",+182,"52,300 ",+5,"2,164,374",+582,"17,789",177,"51,399","1,203","10,817,822","248,840","43,473,063 ",Europe,19,831,4,4,0.1,409
16,Indonesia,"2,156,465","+20,467","58,024 ",+463,"1,869,606","+9,645","228,835",,"7,802",210,"19,781,349","71,572","276,383,034 ",Asia,128,"4,763",14,74,2,828
17,Peru,"2,049,567",,"192,163 ",,N/A,N/A,N/A,"2,422","61,317","5,749","14,102,037","421,894","33,425,530 ",South America,16,174,2,,,"4,091"
18,South Africa,"1,941,119",,"60,038 ",,"1,723,882",,"157,199",546,"32,326","1,000","13,011,903","216,693","60,047,558 ",Africa,31,"1,000",5,,,"2,618"
19,Netherlands,"1,684,366",+538,"17,745 ",+4,"1,629,677","+2,719","36,944",139,"98,085","1,033","14,730,069","857,774","17,172,428 ",Europe,10,968,1,31,0.2,"2,151"
20,Czechia,"1,667,115",+157,"30,298 ",,"1,635,407",+16,"1,410",7,"155,389","2,824","29,083,531","2,710,826","10,728,662 ",Europe,6,354,0,15,,131
21,Chile,"1,553,774","+2,637","32,489 ",+35,"1,494,284","+4,747","27,001","3,017","80,596","1,685","16,945,956","879,008","19,278,506 ",South America,12,593,1,137,2,"1,401"
22,Canada,"1,414,134",,"26,238 ",,"1,380,108",,"7,788",466,"37,146",689,"36,643,986","962,556","38,069,453 ",North America,27,"1,451",1,,,205
23,Philippines,"1,408,058","+4,479","24,557 ",+101,"1,333,464","+6,471","50,037","1,957","12,683",221,"14,833,058","133,605","111,021,950 ",Asia,79,"4,521",7,40,0.9,451
24,Iraq,"1,338,604","+6,558","17,156 ",+35,"1,240,978","+5,055","80,470",625,"32,560",417,"11,671,869","283,905","41,111,918 ",Asia,31,"2,396",4,160,0.9,"1,957"
25,Sweden,"1,089,743",,"14,588 ",,"1,056,495","+1,937","18,660",49,"107,241","1,436","10,828,578","1,065,638","10,161,588 ",Europe,9,697,1,,,"1,836"
26,Belgium,"1,083,478",+94,"25,168 ",+3,"1,025,525",,"32,785",147,"93,086","2,162","15,135,857","1,300,380","11,639,563 ",Europe,11,462,1,8,0.3,"2,817"
27,Romania,"1,080,740",+73,"33,605 ",+6,"1,045,351",,"1,784",80,"56,553","1,758","9,779,258","511,726","19,110,341 ",Europe,18,569,2,4,0.3,93
28,Pakistan,"956,392",+735,"22,254 ",+23,"901,985",+784,"32,153","1,946","4,248",99,"14,502,023","64,418","225,122,536 ",Asia,235,"10,116",16,3,0.1,143
29,Bangladesh,"896,770",,"14,276 ",,"807,673",,"74,821","1,192","5,392",86,"6,541,840","39,335","166,311,720 ",Asia,185,"11,650",25,,,450
30,Portugal,"877,195","+1,746","17,092 ",+6,"827,969","+1,677","32,134",119,"86,277","1,681","13,137,838","1,292,175","10,167,227 ",Europe,12,595,1,172,0.6,"3,161"
31,Israel,"841,196",,"6,430 ",,"833,329",,"1,437",22,"90,199",689,"14,964,305","1,604,579","9,326,000 ",Asia,11,"1,450",1,,,154
32,Hungary,"808,076",+34,"29,991 ",+2,"738,542",+151,"39,543",22,"83,860","3,112","6,120,838","635,203","9,636,029 ",Europe,12,321,2,4,0.2,"4,104"
33,Japan,"796,829","+1,002","14,705 ",+35,"764,913","+1,549","17,211",552,"6,319",117,"16,311,962","129,365","126,092,514 ",Asia,158,"8,575",8,8,0.3,136
34,Jordan,"750,389",,"9,737 ",,"734,140",,"6,512",470,"72,830",945,"7,825,699","759,534","10,303,288 ",Asia,14,"1,058",1,,,632
35,Malaysia,"745,703","+6,437","5,108 ",+107,"677,751","+5,298","62,844",905,"22,752",156,"14,473,835","441,602","32,775,727 ",Asia,44,"6,417",2,196,3,"1,917"
36,Serbia,"716,458",+73,"7,043 ",+4,"707,423",+202,"1,992",7,"82,328",809,"4,406,080","506,303","8,702,464 ",Europe,12,"1,236",2,8,0.5,229
37,Switzerland,"702,875",+129,"10,887 ",+2,"682,154",,"9,834",43,"80,630","1,249","8,289,363","950,916","8,717,244 ",Europe,12,801,1,15,0.2,"1,128"
38,Austria,"650,353",+29,"10,700 ",,"637,613",+68,"2,040",57,"71,805","1,181","54,805,030","6,050,949","9,057,262 ",Europe,14,846,0,3,,225
39,Nepal,"636,916","+1,728","9,071 ",+20,"592,535","+4,348","35,310",,"21,478",306,"3,336,946","112,530","29,653,869 ",Asia,47,"3,269",9,58,0.7,"1,191"
40,UAE,"631,160","+2,184","1,807  ",+5,"609,711","+2,105","19,642",,"63,062",181,"57,433,359","5,738,462","10,008,494 ",Asia,16,"5,539",0,218,0.5,"1,963"
41,Lebanon,"544,520",,"7,845 ",,"532,287",,"4,388",54,"80,134","1,155","4,731,376","696,290","6,795,126 ",Asia,12,866,1,,,646
42,Morocco,"530,585",+690,"9,292 ",+9,"517,059",+530,"4,234",136,"14,208",249,"6,818,597","182,594","37,342,933 ",Africa,70,"4,019",5,18,0.2,113
43,Saudi Arabia,"486,106","+1,567","7,804 ",+15,"466,578","+1,032","11,724","1,406","13,752",221,"21,797,567","616,636","35,349,168 ",Asia,73,"4,530",2,44,0.4,332
44,Ecuador,"455,743",,"21,523 ",,"423,688",,"10,532",437,"25,450","1,202","1,533,638","85,642","17,907,590 ",South America,39,832,12,,,588
45,Bolivia,"435,568","+1,633","16,631 ",+50,"356,575","+2,006","62,362",200,"36,818","1,406","1,800,910","152,228","11,830,312 ",South America,27,711,7,138,4,"5,271"
46,Greece,"421,829",+563,"12,676 ",+13,"404,590",+504,"4,563",204,"40,668","1,222","10,593,963","1,021,346","10,372,549 ",Europe,25,818,1,54,1,440
47,Bulgaria,"421,646",,"18,040 ",,"394,242",,"9,364",186,"61,139","2,616","3,162,240","458,526","6,896,531 ",Europe,16,382,2,,,"1,358"
48,Kazakhstan,"421,121","+1,321","4,336 ",+20,"394,039","+1,262","22,746",221,"22,166",228,"11,575,012","609,254","18,998,667 ",Asia,45,"4,382",2,70,1,"1,197"
49,Paraguay,"419,764",,"12,641 ",,"365,361",,"41,762",532,"58,146","1,751","1,518,433","210,335","7,219,116 ",South America,17,571,5,,,"5,785"
50,Belarus,"416,275",+495,"3,132 ",+10,"408,878",+375,"4,265",,"44,068",332,"6,776,648","717,391","9,446,242 ",Europe,23,"3,016",1,52,1,452
51,Tunisia,"408,931",,"14,737 ",,"350,262",,"43,932",526,"34,246","1,234","1,688,000","141,363","11,940,881 ",Africa,29,810,7,,,"3,679"
52,Panama,"401,332",,"6,529 ",,"382,671",,"12,132",84,"91,590","1,490","2,969,611","677,711","4,381,824 ",North America,11,671,1,,,"2,769"
53,Slovakia,"391,609",+43,"12,510 ",+1,"378,578",+45,521,26,"71,694","2,290","2,953,485","540,707","5,462,263 ",Europe,14,437,2,8,0.2,95
54,Uruguay,"366,915",,"5,524 ",,"344,803",,"16,588",285,"105,264","1,585","2,777,583","796,862","3,485,652 ",South America,9,631,1,,,"4,759"
55,Georgia,"365,068","+1,194","5,297 ",+22,"351,144",+678,"8,627",,"91,689","1,330","5,787,920","1,453,676","3,981,575 ",Asia,11,752,1,300,6,"2,167"
56,Costa Rica,"364,304",,"4,648 ",,"289,545",,"70,111",434,"70,875",904,"1,468,597","285,712","5,140,122 ",North America,14,"1,106",4,,,"13,640"
57,Croatia,"359,736",+70,"8,205 ",+3,"351,113",+74,418,11,"88,167","2,011","2,143,600","525,373","4,080,147 ",Europe,11,497,2,17,0.7,102
58,Kuwait,"353,133",,"1,943 ",,"332,678",,"18,512",280,"81,500",448,"2,947,335","680,216","4,332,940 ",Asia,12,"2,230",1,,,"4,272"
59,Azerbaijan,"335,874",,"4,970 ",,"330,123",,781,,"32,834",486,"3,733,194","364,942","10,229,561 ",Asia,30,"2,058",3,,,76
60,Dominican Republic,"323,650",,"3,801 ",,"265,000",,"54,849",422,"29,542",347,"1,701,922","155,349","10,955,470 ",North America,34,"2,882",6,,,"5,007"
61,Palestine,"313,851",,"3,561 ",,"307,892",,"2,398",7,"60,145",682,"1,896,445","363,426","5,218,246 ",Asia,17,"1,465",3,,,460
62,Denmark,"293,337",+243,"2,534 ",+1,"287,882",+312,"2,921",14,"50,467",436,"68,352,554","11,759,779","5,812,401 ",Europe,20,"2,294",0,42,0.2,503
63,Guatemala,"291,977",,"9,089 ",,"263,025",,"19,863",5,"16,005",498,"1,577,795","86,490","18,242,505 ",North America,62,"2,007",12,,,"1,089"
64,Egypt,"280,770",,"16,125 ",,"210,482",,"54,163",90,"2,694",155,"2,869,589","27,529","104,238,300 ",Africa,371,"6,464",36,,,520
65,Lithuania,"278,726",+35,"4,381 ",,"267,565",+228,"6,780",49,"103,826","1,632","3,750,248","1,396,977","2,684,546 ",Europe,10,613,1,13,,"2,526"
66,Ethiopia,"275,974",,"4,315 ",,"259,617",,"12,042",151,"2,343",37,"2,857,048","24,260","117,767,835 ",Africa,427,"27,293",41,,,102
67,Ireland,"271,931",+342,"4,989 ",,"256,615",+374,"10,327",16,"54,470",999,"4,729,538","947,365","4,992,307 ",Europe,18,"1,001",1,69,,"2,069"
68,Venezuela,"270,654",,"3,084 ",,"251,587",,"15,983",358,"9,545",109,"3,359,014","118,458","28,356,047 ",South America,105,"9,195",8,,,564
69,Oman,"266,536","+2,234","3,056 ",+43,"233,287","+1,569","30,193",525,"50,919",584,"1,550,000","296,113","5,234,496 ",Asia,20,"1,713",3,427,8,"5,768"
70,Bahrain,"265,477",,"1,348 ",,"260,363",,"3,766",99,"150,869",766,"5,015,001","2,849,998","1,759,651 ",Asia,7,"1,305",0,,,"2,140"
71,Honduras,"260,331",,"6,922 ",,"92,309",,"161,100",609,"25,878",688,"790,725","78,600","10,060,123 ",North America,39,"1,453",13,,,"16,014"
72,Slovenia,"257,287",+35,"4,419 ",,"252,167",+113,701,19,"123,742","2,125","1,345,286","647,014","2,079,221 ",Europe,8,471,2,17,,337
73,Sri Lanka,"256,828","+1,320","3,026 ",+41,"223,471","+2,222","30,331",,"11,944",141,"3,743,577","174,102","21,502,147 ",Asia,84,"7,106",6,61,2,"1,411"
74,Moldova,"256,669",+55,"6,191 ",+4,"249,643",+53,835,41,"63,774","1,538","1,255,838","312,035","4,024,667 ",Europe,16,650,3,14,1.0,207
75,Thailand,"254,515","+4,662","1,970 ",+36,"205,064","+2,793","47,481","1,806","3,637",28,"8,129,670","116,182","69,973,462 ",Asia,275,"35,520",9,67,0.5,679
76,Armenia,"224,967",+116,"4,514 ",+4,"216,718",+73,"3,735",,"75,779","1,521","1,181,291","397,911","2,968,730 ",Asia,13,658,3,39,1,"1,258"
77,Qatar,"221,810",,588 ,,"219,478",,"1,744",53,"78,998",209,"2,155,430","767,657","2,807,805 ",Asia,13,"4,775",1,,,621
78,Bosnia and Herzegovina,"205,004",+13,"9,663 ",+5,"182,986",+562,"12,355",,"62,874","2,964","1,029,115","315,624","3,260,570 ",Europe,16,337,3,4,2,"3,789"
79,Libya,"193,238",+452,"3,191 ",,"178,191",+309,"11,856",,"27,750",458,"1,117,496","160,477","6,963,593 ",Africa,36,"2,182",6,65,,"1,703"
80,Cuba,"188,023","+3,080","1,270 ",+17,"172,262","+1,841","14,491",183,"16,610",112,"5,078,499","448,640","11,319,764 ",North America,60,"8,913",2,272,2,"1,280"
81,Kenya,"183,603",+719,"3,621 ",+9,"125,388",+800,"54,594",113,"3,342",66,"1,953,344","35,555","54,938,588 ",Africa,299,"15,172",28,13,0.2,994
82,Nigeria,"167,532",,"2,119 ",,"163,984",,"1,429",11,793,10,"2,266,591","10,733","211,170,867 ",Africa,"1,260","99,656",93,,,7
83,S. Korea,"156,167",+595,"2,017 ",+2,"147,077",+402,"7,073",152,"3,043",39,"10,555,741","205,713","51,312,904 ",Asia,329,"25,440",5,12,0.04,138
84,Myanmar,"155,697","+1,312","3,320 ",+11,"135,992",+289,"16,385",,"2,843",61,"2,726,402","49,778","54,770,746 ",Asia,352,"16,497",20,24,0.2,299
85,North Macedonia,"155,682",+6,"5,484 ",,"149,977",+10,221,25,"74,729","2,632","877,123","421,028","2,083,289 ",Europe,13,380,2,3,,106
86,Zambia,"152,056","+2,395","2,138 ",+47,"128,312","+1,871","21,606","1,342","8,049",113,"1,862,821","98,612","18,890,491 ",Africa,124,"8,836",10,127,2,"1,144"
87,Algeria,"139,229",+389,"3,708 ",+9,"96,815",+243,"38,706",27,"3,119",83,"230,861","5,173","44,632,297 ",Africa,321,"12,037",193,9,0.2,867
88,Latvia,"137,329",+89,"2,508 ",+5,"133,648",,"1,173",37,"73,616","1,344","2,897,900","1,553,428","1,865,487 ",Europe,14,744,1,48,3,629
89,Albania,"132,514",+1,"2,456 ",,"130,002",+8,56,3,"46,097",854,"802,408","279,129","2,874,682 ",Europe,22,"1,170",4,0.3,,19
90,Estonia,"131,028",+47,"1,269 ",,"127,220",+59,"2,539",5,"98,709",956,"1,523,189","1,147,482","1,327,419 ",Europe,10,"1,046",1,35,,"1,913"
91,Norway,"130,812",,792 ,,"88,952",,"41,068",9,"23,944",145,"6,043,353","1,106,197","5,463,178 ",Europe,42,"6,898",1,,,"7,517"
92,Kyrgyzstan,"123,038","+1,092","1,992 ",+10,"109,511",+558,"11,535",102,"18,557",300,"1,291,471","194,779","6,630,441 ",Asia,54,"3,329",5,165,2,"1,740"
93,Afghanistan,"117,158",,"4,794 ",,"69,205",,"43,159","1,124","2,944",120,"602,137","15,132","39,792,245 ",Asia,340,"8,300",66,,,"1,085"
94,Mongolia,"113,232","+1,727",548 ,+15,"73,007","+2,215","39,677",126,"33,999",165,"3,245,630","974,545","3,330,405 ",Asia,29,"6,077",1,519,5,"11,914"
95,Uzbekistan,"110,190",+498,733 ,+2,"106,416",+636,"3,041",23,"3,246",22,"1,377,915","40,589","33,948,249 ",Asia,308,"46,314",25,15,0.06,90
96,Montenegro,"100,230",+26,"1,610 ",+1,"98,340",+24,280,6,"159,565","2,563","449,769","716,027","628,145 ",Europe,6,390,1,41,2,446
97,Ghana,"95,476",,795 ,,"93,269",,"1,412",9,"3,011",25,"1,264,190","39,864","31,712,377 ",Africa,332,"39,890",25,,,45
98,Finland,"95,387",+219,969 ,,"46,000",,"48,418",5,"17,189",175,"5,406,829","974,336","5,549,247 ",Europe,58,"5,727",1,39,,"8,725"
99,Namibia,"86,649",,"1,445 ",,"64,900",,"20,304",81,"33,503",559,"521,545","201,656","2,586,305 ",Africa,30,"1,790",5,,,"7,851"
100,Cameroon,"80,487",,"1,320 ",,"78,224",,943,152,"2,959",49,"1,751,774","64,412","27,196,553 ",Africa,338,"20,603",16,,,35
101,Uganda,"79,434",+345,989 ,+33,"52,382",+522,"26,063","1,211","1,684",21,"1,319,958","27,988","47,160,735 ",Africa,594,"47,685",36,7,0.7,553
102,El Salvador,"78,766",,"2,376 ",+5,"72,572",,"3,818",54,"12,083",364,"1,062,066","162,928","6,518,604 ",North America,83,"2,744",6,,0.8,586
103,Mozambique,"75,422",,869 ,,"71,150",,"3,403",32,"2,348",27,"593,995","18,495","32,116,949 ",Africa,426,"36,959",54,,,106
104,Cyprus,"75,099",,374 ,,"72,485",,"2,240",17,"61,756",308,"7,756,247","6,378,204","1,216,055 ",Asia,16,"3,251",0,,,"1,842"
105,Maldives,"73,482",,209 ,,"69,378",,"3,895",90,"133,619",380,"1,003,475","1,824,706","549,938 ",Asia,7,"2,631",1,,,"7,083"
106,Luxembourg,"70,642",,818 ,,"69,657",,167,1,"111,067","1,286","3,073,785","4,832,760","636,031 ",Europe,9,778,0,,,263
107,Botswana,"69,680",,"1,125 ",,"63,932",,"4,623",1,"29,052",469,"1,304,362","543,836","2,398,446 ",Africa,34,"2,132",2,,,"1,927"
108,Singapore,"62,563",+10,36 ,,"62,212",,315,3,"10,611",6,"13,607,805","2,308,027","5,895,860 ",Asia,94,"163,774",0,2,,53
109,Jamaica,"50,080",+26,"1,065 ",+4,"29,957",+4,"19,058",8,"16,839",358,"438,873","147,572","2,973,964 ",North America,59,"2,792",7,9,1,"6,408"
110,Cambodia,"49,255",+723,575 ,+19,"43,473",+709,"5,207",,"2,906",34,"1,351,976","79,774","16,947,518 ",Asia,344,"29,474",13,43,1,307
111,Ivory Coast,"48,203",,313 ,,"47,784",,106,,"1,784",12,"704,710","26,080","27,021,519 ",Africa,561,"86,331",38,,,4
112,Zimbabwe,"47,284",,"1,749 ",,"37,949",,"7,586",10,"3,136",116,"649,788","43,099","15,076,600 ",Africa,319,"8,620",23,,,503
113,Senegal,"42,957",+28,"1,166 ",+2,"41,354",+64,437,11,"2,501",68,"562,505","32,745","17,178,242 ",Africa,400,"14,733",31,2,0.1,25
114,Madagascar,"42,207",+13,911 ,+2,"40,610",+31,686,40,"1,487",32,"213,094","7,505","28,391,854 ",Africa,673,"31,166",133,0.5,0.07,24
115,DRC,"40,836",+397,924 ,+8,"28,268",+49,"11,644",,443,10,"201,684","2,187","92,238,379 ",Africa,"2,259","99,825",457,4,0.09,126
116,Angola,"38,613",,891 ,,"32,819",,"4,903",14,"1,140",26,"639,006","18,866","33,871,208 ",Africa,877,"38,015",53,,,145
117,Rwanda,"37,384",,427 ,,"27,272",,"9,685",35,"2,818",32,"1,621,312","122,194","13,268,391 ",Africa,355,"31,074",8,,,730
118,Sudan,"36,658",+18,"2,754 ",,"30,516",+15,"3,388",,817,61,"234,414","5,226","44,857,871 ",Africa,"1,224","16,288",191,0.4,,76
119,Malawi,"35,897",+188,"1,194 ",+7,"33,132",+57,"1,571",54,"1,830",61,"266,867","13,604","19,616,590 ",Africa,546,"16,429",74,10,0.4,80
120,Cabo Verde,"32,399",,286 ,,"31,530",,583,23,"57,654",509,"170,785","303,911","561,957 ",Africa,17,"1,965",3,,,"1,037"
121,Trinidad and Tobago,"32,343",,822 ,,"24,170",,"7,351",22,"23,037",585,"229,995","163,817","1,403,976 ",North America,43,"1,708",6,,,"5,236"
122,Malta,"30,618",+6,420 ,,"30,158",,40,,"69,161",949,"983,255","2,221,001","442,708 ",Europe,14,"1,054",0,14,,90
123,Australia,"30,554",+25,910 ,,"29,307",,337,1,"1,185",35,"20,511,128","795,242","25,792,306 ",Australia/Oceania,844,"28,343",1,1.0,,13
124,Réunion,"29,502",,226 ,,"27,585",,"1,691",32,"32,721",251,"102,720","113,926","901,634 ",Africa,31,"3,990",9,,,"1,875"
125,French Guiana,"27,318",,143 ,,"9,995",,"17,180",36,"89,186",467,"285,517","932,139","306,303 ",South America,11,"2,142",1,,,"56,088"
126,Syria,"25,442",,"1,870 ",,"21,808",,"1,764",,"1,420",104,"103,566","5,780","17,919,366 ",Asia,704,"9,583",173,,,98
127,Gabon,"24,984",,159 ,,"24,598",,227,12,"10,970",70,"873,543","383,559","2,277,469 ",Africa,91,"14,324",3,,,100
128,Guinea,"23,753",+9,169 ,,"22,443",+9,"1,141",24,"1,762",13,"467,921","34,704","13,483,348 ",Africa,568,"79,783",29,0.7,,85
129,Suriname,"21,360",,512 ,,"16,956",,"3,892",29,"36,091",865,"78,426","132,514","591,830 ",South America,28,"1,156",8,,,"6,576"
130,Mauritania,"20,676",,487 ,,"19,709",,480,16,"4,335",102,"303,893","63,710","4,769,959 ",Africa,231,"9,795",16,,,101
131,Guyana,"19,891",,466 ,,"17,784",,"1,641",15,"25,169",590,"185,647","234,904","790,309 ",South America,40,"1,696",4,,,"2,076"
132,Mayotte,"19,405",,174 ,,"2,964",,"16,267",6,"69,478",623,"176,919","633,442","279,298 ",Africa,14,"1,605",2,,,"58,242"
133,Eswatini,"19,084",,678 ,,"18,107",,299,10,"16,283",578,"225,813","192,667","1,172,040 ",Africa,61,"1,729",5,,,255
134,French Polynesia,"19,003",,142 ,,"18,837",,24,,"67,264",503,"26,355","93,287","282,515 ",Australia/Oceania,15,"1,990",11,,,85
135,Haiti,"18,460",,420 ,,"12,840",,"5,200",,"1,600",36,"88,657","7,683","11,539,891 ",North America,625,"27,476",130,,,451
136,Papua New Guinea,"17,098",,173 ,,"16,518",,407,7,"1,876",19,"131,712","14,451","9,114,198 ",Australia/Oceania,533,"52,683",69,,,45
137,Guadeloupe,"16,881",,230 ,,"2,250",,"14,401",23,"42,182",575,"221,519","553,532","400,192 ",North America,24,"1,740",2,,,"35,985"
138,Vietnam,"16,136",+95,78 ,+2,"6,519",,"9,539",,164,0.8,"8,434,266","85,884","98,204,767 ",Asia,"6,086","1,259,035",12,1.0,0.02,97
139,Seychelles,"15,579",,68 ,,"14,365",,"1,146",,"157,443",687,"21,504","217,322","98,950 ",Africa,6,"1,455",5,,,"11,582"
140,Somalia,"14,933",,775 ,,"7,244",,"6,914",,914,47,"149,213","9,138","16,329,476 ",Africa,"1,094","21,070",109,,,423
141,Taiwan,"14,748",+54,643 ,+8,"11,444",+170,"2,661",,618,27,"2,182,211","91,461","23,859,479 ",Asia,"1,618","37,106",11,2,0.3,112
142,Mali,"14,419",,525 ,,"10,058",,"3,836",,692,25,"317,673","15,255","20,824,557 ",Africa,"1,444","39,666",66,,,184
143,Andorra,"13,900",+18,127 ,,"13,717",+20,56,3,"179,617","1,641","193,595","2,501,648","77,387 ",Europe,6,609,0,233,,724
144,Togo,"13,846",,128 ,,"13,489",,229,,"1,635",15,"361,368","42,665","8,469,869 ",Africa,612,"66,171",23,,,27
145,Burkina Faso,"13,479",,168 ,,"13,301",,10,,628,8,"196,200","9,139","21,467,290 ",Africa,"1,593","127,781",109,,,0.5
146,Tajikistan,"13,460",,90 ,,"13,271",,99,,"1,381",9,,,"9,748,741 ",Asia,724,"108,319",,,,10
147,Belize,"13,189",,329 ,,"12,645",,215,1,"32,586",813,"152,667","377,188","404,750 ",North America,31,"1,230",3,,,531
148,Congo,"12,485",,165 ,,"11,211",,"1,109",,"2,209",29,"158,304","28,009","5,651,844 ",Africa,453,"34,254",36,,,196
149,Bahamas,"12,467",,245 ,,"11,434",,788,3,"31,406",617,"105,035","264,598","396,960 ",North America,32,"1,620",4,,,"1,985"
150,Curaçao,"12,332",,126 ,,"12,182",,24,4,"74,850",765,"133,338","809,301","164,757 ",North America,13,"1,308",1,,,146
151,Martinique,"12,264",,98 ,,98,,"12,068",1,"32,706",261,"195,568","521,547","374,977 ",North America,31,"3,826",2,,,"32,183"
152,Hong Kong,"11,922",+1,211 ,,"11,628",+2,83,1,"1,578",28,"16,710,131","2,211,169","7,557,149 ",Asia,634,"35,816",0,0.1,,11
153,Djibouti,"11,601",,155 ,,"11,438",,8,,"11,576",155,"172,117","171,741","1,002,189 ",Africa,86,"6,466",6,,,8
154,Lesotho,"11,239",,329 ,,"6,447",,"4,463",,"5,206",152,"109,260","50,606","2,159,049 ",Africa,192,"6,562",20,,,"2,067"
155,Aruba,"11,132",,107 ,,"10,997",,28,14,"103,829",998,"176,221","1,643,623","107,215 ",North America,10,"1,002",1,,,261
156,South Sudan,"10,824",,116 ,,"10,514",,194,,956,10,"174,045","15,370","11,323,429 ",Africa,"1,046","97,616",65,,,17
157,Timor-Leste,"9,118",+63,22 ,+1,"8,306",+73,790,,"6,788",16,"93,497","69,607","1,343,214 ",Asia,147,"61,055",14,47,0.7,588
158,Equatorial Guinea,"8,723",,121 ,,"8,510",,92,1,"6,023",84,"149,330","103,109","1,448,269 ",Africa,166,"11,969",10,,,64
159,Benin,"8,170",,104 ,,"8,000",,66,5,657,8,"604,310","48,594","12,435,770 ",Africa,"1,522","119,575",21,,,5
160,Nicaragua,"7,920",,189 ,,"4,225",,"3,506",,"1,182",28,,,"6,702,446 ",North America,846,"35,463",,,,523
161,CAR,"7,141",,98 ,,"6,859",,184,2,"1,454",20,"54,814","11,158","4,912,633 ",Africa,688,"50,129",90,,,37
162,Yemen,"6,909",,"1,361 ",,"4,032",,"1,516",23,227,45,"105,850","3,474","30,473,352 ",Asia,"4,411","22,390",288,,,50
163,Iceland,"6,646",,30 ,,"6,595",,21,1,"19,352",87,"767,476","2,234,705","343,435 ",Europe,52,"11,448",0,,,61
164,Gambia,"6,069",,181 ,,"5,855",,33,3,"2,444",73,"82,460","33,204","2,483,462 ",Africa,409,"13,721",30,,,13
165,Eritrea,"5,936",+52,23 ,+1,"5,435",+65,478,,"1,651",6,"23,693","6,591","3,594,904 ",Africa,606,"156,300",152,14,0.3,133
166,Niger,"5,480",,193 ,,"5,206",,81,2,219,8,"117,828","4,701","25,066,678 ",Africa,"4,574","129,879",213,,,3
167,Sierra Leone,"5,443",,97 ,,"3,458",,"1,888",,669,12,"154,298","18,963","8,136,931 ",Africa,"1,495","83,886",53,,,232
