,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
168,Burundi,"5,423",,8 ,,773,,"4,642",,443,0.7,"345,742","28,249","12,239,023 ",Africa,"2,257","1,529,878",35,,,379
169,Saint Lucia,"5,284",,84 ,,"5,111",,89,,"28,646",455,"53,212","288,478","184,458 ",North America,35,"2,196",3,,,482
170,San Marino,"5,091",,90 ,,"5,000",,1,,"149,726","2,647","68,523","2,015,264","34,002 ",Europe,7,378,0,,,29
171,Chad,"4,951",,174 ,,"4,769",,8,,293,10,"125,409","7,425","16,889,492 ",Africa,"3,411","97,066",135,,,0.5
172,Gibraltar,"4,348",+2,94 ,,"4,226",+3,28,,"129,094","2,791","277,883","8,250,438","33,681 ",Europe,8,358,0,59,,831
173,Channel Islands,"4,293",,86 ,,"3,994",,213,,"24,469",490,"563,229","3,210,233","175,448 ",Europe,41,"2,040",0,,,"1,214"
174,Fiji,"4,144",+312,21 ,+4,808,+29,"3,315",21,"4,590",23,"196,870","218,049","902,872 ",Australia/Oceania,218,"42,994",5,346,4,"3,672"
175,Barbados,"4,077",,47 ,,"3,998",,32,,"14,170",163,"184,478","641,163","287,724 ",North America,71,"6,122",2,,,111
176,Comoros,"3,912",,146 ,,"3,745",,21,,"4,406",164,,,"887,861 ",Africa,227,"6,081",,,,24
177,Guinea-Bissau,"3,846",,69 ,,"3,576",,201,4,"1,910",34,"72,512","36,007","2,013,820 ",Africa,524,"29,186",28,,,100
178,Liberia,"3,794",,123 ,,"2,274",,"1,397",2,733,24,"117,488","22,704","5,174,785 ",Africa,"1,364","42,071",44,,,270
179,Liechtenstein,"3,034",,59 ,,"2,959",,16,3,"79,349","1,543","49,126","1,284,810","38,236 ",Europe,13,648,1,,,418
180,New Zealand,"2,741",+3,26 ,,"2,685",+1,30,,548,5,"2,278,772","455,563","5,002,100  ",Australia/Oceania,"1,825","192,388",2,0.6,,6
181,Sint Maarten,"2,613",,33 ,,"2,532",,48,2,"60,267",761,"28,642","660,608","43,357 ",North America,17,"1,314",2,,,"1,107"
182,Monaco,"2,575",,33 ,,"2,514",,28,1,"65,162",835,"54,960","1,390,794","39,517 ",Europe,15,"1,197",1,,,709
183,Bermuda,"2,510",,33 ,,"2,464",,13,7,"40,451",532,"313,606","5,054,085","62,050 ",North America,25,"1,880",0,,,210
184,Turks and Caicos,"2,424",,18 ,,"2,396",,10,2,"61,783",459,"94,789","2,415,991","39,234 ",North America,16,"2,180",0,,,255
185,Sao Tome and Principe,"2,365",,37 ,,"2,318",,10,,"10,597",166,"14,270","63,941","223,174 ",Africa,94,"6,032",16,,,45
186,Saint Martin,"2,276",,12 ,,"1,399",,865,7,"57,888",305,"39,038","992,904","39,317 ",North America,17,"3,276",1,,,"22,001"
187,St. Vincent Grenadines,"2,219",,12 ,,"1,987",,220,2,"19,939",108,"54,636","490,938","111,289 ",North America,50,"9,274",2,,,"1,977"
188,Laos,"2,110",,3 ,,"1,986",,121,,286,0.4,"289,377","39,212","7,379,826 ",Asia,"3,498","2,459,942",26,,,16
189,Bhutan,"2,076",+14,1 ,,"1,773",+6,302,,"2,662",1,"798,573","1,023,802","780,007 ",Asia,376,"780,007",1,18,,387
190,Mauritius,"1,833",,18 ,,"1,411",,404,,"1,439",14,"358,675","281,566","1,273,859 ",Africa,695,"70,770",4,,,317
191,Caribbean Netherlands,"1,640",,17 ,,"1,612",,11,,"61,971",642,"8,550","323,080","26,464 ",North America,16,"1,557",3,,,416
192,Isle of Man,"1,608",,29 ,,"1,569",,10,1,"18,812",339,"66,925","782,950","85,478 ",Europe,53,"2,948",1,,,117
193,Antigua and Barbuda,"1,263",,42 ,,"1,221",,0,,"12,792",425,"16,700","169,146","98,731 ",North America,78,"2,351",6,,,
194,St. Barth,"1,005",,1 ,,462,,542,,"101,443",101,"26,385","2,663,268","9,907 ",North America,10,"9,907",0,,,"54,709"
195,Faeroe Islands,772,,1 ,,758,+1,13,,"15,740",20,"306,942","6,258,120","49,047 ",Europe,64,"49,047",0,,,265
196,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
197,Cayman Islands,614,,2 ,,595,,17,,"9,235",30,"106,425","1,600,737","66,485 ",North America,108,"33,243",1,,,256
198,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,407,921 ",Africa,"120,644","2,924,187",,,,5
199,Wallis and Futuna,445,,7 ,,438,,0,,"40,297",634,"20,508","1,857,104","11,043 ",Australia/Oceania,25,"1,578",1,,,
200,Saint Kitts and Nevis,439,,3 ,,127,,309,1,"8,195",56,"21,120","394,243","53,571 ",North America,122,"17,857",3,,,"5,768"
201,British Virgin Islands,298,,1 ,,293,,4,,"9,793",33,"53,674","1,763,851","30,430 ",North America,102,"30,430",1,,,131
202,Brunei ,259,,3 ,,245,,11,,586,7,"139,503","315,889","441,621 ",Asia,"1,705","147,207",3,,,25
203,Dominica,193,, ,,191,,2,,"2,675",,"18,689","258,983","72,163 ",North America,374,,4,,,28
204,Grenada,161,,1 ,,160,,0,,"1,424",9,"28,684","253,753","113,039 ",North America,702,"113,039",4,,,
205,New Caledonia,129,, ,,58,,71,,448,,"34,704","120,411","288,212 ",Australia/Oceania,"2,234",,8,,,246
206,Anguilla,109,, ,,109,,0,,"7,202",,"22,201","1,466,865","15,135 ",North America,139,,1,,,
207,Falkland Islands,63,, ,,63,,0,,"17,598",,"7,307","2,041,061","3,580 ",South America,57,,0,,,
208,Macao,54,, ,,51,,3,,82,,"4,568","6,941","658,079 ",Asia,"12,187",,144,,,5
209,Greenland,50,, ,,41,,9,1,879,,"29,033","510,533","56,868 ",North America,"1,137",,2,,,158
210,Vatican City,27,, ,,27,,0,,"33,624",,,,803 ,Europe,30,,,,,
211,Saint Pierre Miquelon,26,, ,,25,,1,,"4,509",,"6,128","1,062,782","5,766 ",North America,222,,1,,,173
212,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,408","281,882","4,995 ",North America,250,"4,995",4,,,
213,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,397","703,473 ",Australia/Oceania,"35,174",,156,,,
214,Western Sahara,10,,1 ,,8,,1,,16,2,,,"611,802 ",Africa,"61,180","611,802",,,,2
215,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
216,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,198","314,216 ",Australia/Oceania,"78,554","314,216",14,,,
217,Marshall Islands,4,, ,,4,,0,,67,,,,"59,585 ",Australia/Oceania,"14,896",,,,,
218,Samoa,3,, ,,3,,0,,15,,,,"199,719 ",Australia/Oceania,"66,573",,,,,
219,Saint Helena,2,, ,,2,,0,,328,,,,"6,095 ",Africa,"3,048",,,,,
220,Micronesia,1,, ,,1,,0,,9,,,,"116,215 ",Australia/Oceania,"116,215",,,,,
