,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
14,Mexico,"2,392,744","+2,604","221,256 ",+176,"1,909,187",,"262,301","4,798","18,387","1,700","6,920,902","53,184","130,131,424 ",North America,54,588,19,20,1,"2,016"
15,Ukraine,"2,179,988","+4,606","49,279 ",+178,"1,941,625","+12,586","189,084",177,"50,114","1,133","9,970,045","229,195","43,500,199 ",Europe,20,883,4,106,4,"4,347"
16,Peru,"1,915,566",,"67,569 ",,"1,720,665",,"127,332","2,664","57,390","2,024","12,370,803","370,629","33,377,831 ",South America,17,494,3,,,"3,815"
17,Indonesia,"1,769,940","+5,296","49,205 ",+132,"1,629,495","+3,353","91,240",,"6,411",178,"16,007,720","57,982","276,082,919 ",Asia,156,"5,611",17,19,0.5,330
18,Czechia,"1,657,558",+672,"30,012 ",+9,"1,607,681",+65,"19,865",171,"154,528","2,798","22,782,230","2,123,899","10,726,606 ",Europe,6,357,0,63,0.8,"1,852"
19,South Africa,"1,632,571","+4,236","55,772 ",+53,"1,537,430","+3,080","39,369",546,"27,223",930,"11,325,572","188,854","59,969,927 ",Africa,37,"1,075",5,71,0.9,656
20,Netherlands,"1,622,810","+3,162","17,537 ",+19,"1,418,336","+9,599","186,937",588,"94,523","1,021","13,524,699","787,762","17,168,503 ",Europe,11,979,1,184,1,"10,888"
21,Canada,"1,354,418","+2,297","25,188 ",+26,"1,272,320","+3,331","56,910","1,344","35,610",662,"33,979,043","893,359","38,035,132 ",North America,28,"1,510",1,60,0.7,"1,496"
22,Chile,"1,323,413","+7,500","28,386 ",+96,"1,252,970","+6,982","42,057","2,974","68,708","1,474","14,283,626","741,564","19,261,489 ",South America,15,679,1,389,5,"2,183"
23,Philippines,"1,178,217","+6,831","19,946 ",+183,"1,103,945","+7,981","54,326","1,819","10,627",180,"12,950,682","116,809","110,870,506 ",Asia,94,"5,559",9,62,2,490
24,Iraq,"1,164,149","+3,655","16,158 ",+21,"1,076,804","+4,778","71,187",460,"28,381",394,"10,088,740","245,959","41,017,980 ",Asia,35,"2,539",4,89,0.5,"1,736"
25,Romania,"1,075,236",+455,"29,885 ",+59,"1,031,605","+1,468","13,746",623,"56,226","1,563","8,847,502","462,649","19,123,593 ",Europe,18,640,2,24,3,719
26,Sweden,"1,058,341",,"14,366 ",,"917,616",,"126,359",253,"104,218","1,415","9,481,745","933,697","10,155,061 ",Europe,10,707,1,,,"12,443"
27,Belgium,"1,044,612","+2,906","24,809 ",+15,"926,877",,"92,926",562,"89,787","2,132","13,543,295","1,164,080","11,634,338 ",Europe,11,469,1,250,1,"7,987"
28,Pakistan,"897,468","+4,007","20,177 ",+88,"813,855","+3,712","63,436","4,412","3,994",90,"12,717,235","56,602","224,676,480 ",Asia,250,"11,135",18,18,0.4,282
29,Portugal,"844,811",+523,"17,017 ",,"805,466",+482,"22,328",59,"83,066","1,673","11,316,046","1,112,656","10,170,300 ",Europe,12,598,1,51,,"2,195"
30,Israel,"839,308",+18,"6,397 ",,"832,351",+20,560,59,"89,997",686,"14,522,643","1,557,221","9,326,000 ",Asia,11,"1,458",1,2,,60
31,Hungary,"801,672",+647,"29,475 ",+48,"665,552","+3,988","106,645",183,"83,173","3,058","5,720,398","593,491","9,638,565 ",Europe,12,327,2,67,5,"11,064"
32,Bangladesh,"787,726","+1,028","12,348 ",+38,"729,798",+759,"45,580","1,213","4,741",74,"5,805,407","34,943","166,141,499 ",Asia,211,"13,455",29,6,0.2,274
33,Jordan,"729,706",+521,"9,357 ",+15,"710,445",,"9,904",729,"70,895",909,"7,096,837","689,497","10,292,780 ",Asia,14,"1,100",1,51,1,962
34,Serbia,"709,673",+404,"6,766 ",+14,"686,417","+1,236","16,490",65,"81,514",777,"4,070,548","467,551","8,706,101 ",Europe,12,"1,287",2,46,2,"1,894"
35,Japan,"709,527","+5,254","12,152 ",+106,"628,522","+6,914","68,853","1,303","5,625",96,"13,675,634","108,423","126,132,536 ",Asia,178,"10,380",9,42,0.8,546
36,Switzerland,"687,353",,"10,775 ",+5,"631,406",,"45,172",153,"78,909","1,237","7,460,843","856,516","8,710,683 ",Europe,13,808,1,,0.6,"5,186"
37,Austria,"640,876",+583,"10,541 ",+7,"621,998","+1,161","8,337",242,"70,800","1,165","38,050,186","4,203,541","9,051,937 ",Europe,14,859,0,64,0.8,921
38,UAE,"554,516","+1,596","1,648 ",+4,"534,481","+1,571","18,387",,"55,473",165,"48,225,282","4,824,415","9,996,090 ",Asia,18,"6,066",0,160,0.4,"1,839"
39,Lebanon,"538,218",+331,"7,670 ",+6,"508,930","+1,506","21,618",238,"79,170","1,128","4,291,414","631,249","6,798,285 ",Asia,13,886,2,49,0.9,"3,180"
40,Morocco,"516,812",+363,"9,119 ",+4,"505,050",+293,"2,643",95,"13,856",244,"6,439,348","172,648","37,297,523 ",Africa,72,"4,090",6,10,0.1,71
41,Nepal,"505,643","+8,591","6,153 ",+129,"383,684","+8,848","115,806",,"17,083",208,"2,897,503","97,891","29,599,388 ",Asia,59,"4,811",10,290,4,"3,912"
42,Malaysia,"505,115","+6,320","2,199 ",+50,"449,234","+4,694","53,682",652,"15,432",67,"11,100,126","339,115","32,732,673 ",Asia,65,"14,885",3,193,2,"1,640"
43,Saudi Arabia,"439,847","+1,142","7,237 ",+13,"423,795","+1,089","8,815","1,329","12,463",205,"18,449,145","522,745","35,292,838 ",Asia,80,"4,877",2,32,0.4,250
44,Ecuador,"417,840","+1,219","20,180 ",+73,"354,499",,"43,161",574,"23,369","1,129","1,394,791","78,009","17,879,759 ",South America,43,886,13,68,4,"2,414"
45,Bulgaria,"416,565",+148,"17,487 ",+13,"373,202",+234,"25,876",410,"60,355","2,534","2,743,168","397,449","6,901,930 ",Europe,17,395,3,21,2,"3,749"
46,Greece,"388,929","+1,503","11,734 ",+37,"352,207","+1,844","24,988",586,"37,477","1,131","9,167,566","883,382","10,377,809 ",Europe,27,884,1,145,4,"2,408"
47,Slovakia,"388,719",+190,"12,286 ",+6,"373,115",+365,"3,318",144,"71,168","2,249","2,793,952","511,526","5,461,989 ",Europe,14,445,2,35,1,607
48,Belarus,"384,773","+1,471","2,761 ",+9,"374,854","+1,463","7,158",,"40,732",292,"6,192,860","655,567","9,446,564 ",Europe,25,"3,421",2,156,1.0,758
49,Panama,"373,774",+466,"6,328 ",+7,"361,532",+421,"5,914",105,"85,439","1,446","2,577,788","589,240","4,374,767 ",North America,12,691,2,107,2,"1,352"
50,Kazakhstan,"371,015","+2,267","4,124 ",,"332,585","+2,667","34,306",221,"19,552",217,"10,989,671","579,155","18,975,354 ",Asia,51,"4,601",2,119,,"1,808"
51,Croatia,"353,735",+518,"7,883 ",+27,"341,491",+763,"4,361",123,"86,641","1,931","1,965,385","481,386","4,082,761 ",Europe,12,518,2,127,7,"1,068"
52,Bolivia,"346,070","+3,005","13,857 ",+77,"279,345","+1,634","52,868",200,"29,294","1,173","1,368,290","115,822","11,813,777 ",South America,34,853,9,254,7,"4,475"
53,Georgia,"336,840","+1,071","4,602 ",+33,"317,069",+680,"15,169",,"84,583","1,156","4,734,791","1,188,939","3,982,367 ",Asia,12,865,1,269,8,"3,809"
54,Tunisia,"334,099","+1,266","12,182 ",+41,"295,170",+986,"26,747",445,"28,010","1,021","1,424,177","119,397","11,928,050 ",Africa,36,979,8,106,3,"2,242"
55,Azerbaijan,"332,235",+352,"4,851 ",+12,"319,991",+720,"7,393",,"32,508",475,"3,446,033","337,182","10,220,083 ",Asia,31,"2,107",3,34,1,723
56,Paraguay,"327,229",,"8,115 ",,"270,516",,"48,598",570,"45,385","1,126","1,224,550","169,840","7,210,021 ",South America,22,888,6,,,"6,740"
57,Palestine,"305,201",+233,"3,459 ",+7,"297,201",+300,"4,541",59,"58,626",664,"1,800,908","345,936","5,205,901 ",Asia,17,"1,505",3,45,1,872
58,Costa Rica,"299,219",,"3,765 ",,"228,589",,"66,865",522,"58,267",733,"1,153,337","224,590","5,135,298 ",North America,17,"1,364",4,,,"13,021"
59,Kuwait,"298,223","+1,017","1,724 ",+5,"283,952","+1,039","12,547",164,"68,931",398,"2,517,247","581,837","4,326,380 ",Asia,15,"2,510",2,235,1,"2,900"
60,Dominican Republic,"282,685","+1,055","3,606 ",+3,"235,636",+28,"43,443",322,"25,830",329,"1,506,870","137,687","10,944,184 ",North America,39,"3,035",7,96,0.3,"3,970"
61,Denmark,"272,659",+751,"2,507 ",+1,"256,535",+911,"13,617",19,"46,927",431,"50,682,368","8,722,865","5,810,289 ",Europe,21,"2,318",0,129,0.2,"2,344"
62,Lithuania,"270,376",+822,"4,173 ",+8,"247,425","+2,790","18,778",171,"100,569","1,552","3,218,542","1,197,170","2,688,459 ",Europe,10,644,1,306,3,"6,985"
63,Ethiopia,"268,901",+381,"4,068 ",+8,"227,080","+1,600","37,753",513,"2,289",35,"2,682,758","22,838","117,471,284 ",Africa,437,"28,877",44,3,0.07,321
64,Uruguay,"262,009","+3,469","3,811 ",+51,"224,787","+2,784","33,411",499,"75,195","1,094","2,099,892","602,654","3,484,405 ",South America,13,914,2,996,15,"9,589"
65,Ireland,"258,267",+381,"4,941 ",,"240,369",+615,"12,957",42,"51,792",991,"4,729,538","948,453","4,986,583 ",Europe,19,"1,009",1,76,,"2,598"
66,Moldova,"254,601",+102,"6,072 ",+5,"246,332",+252,"2,197",109,"63,245","1,508","1,073,756","266,730","4,025,636 ",Europe,16,663,4,25,1,546
67,Egypt,"252,690","+1,151","14,670 ",+59,"186,223",+980,"51,797",90,"2,429",141,"2,715,258","26,099","104,037,602 ",Africa,412,"7,092",38,11,0.6,498
68,Slovenia,"251,531",+383,"4,349 ",+1,"241,448",+632,"5,734",100,"120,975","2,092","1,252,741","602,513","2,079,192 ",Europe,8,478,2,184,0.5,"2,758"
69,Guatemala,"246,156",,"7,977 ",,"226,014",,"12,165",5,"13,519",438,"1,374,591","75,494","18,208,048 ",North America,74,"2,283",13,,,668
70,Honduras,"231,560","+1,249","6,133 ",+40,"83,506",+113,"141,921",536,"23,055",611,"696,560","69,353","10,043,756 ",North America,43,"1,638",14,124,4,"14,130"
71,Armenia,"221,880",+181,"4,386 ",+15,"210,835",+371,"6,659",,"74,753","1,478","1,057,145","356,162","2,968,156 ",Asia,13,677,3,61,5,"2,243"
72,Venezuela,"221,042",,"2,483 ",,"204,615",,"13,944",316,"7,793",88,"3,359,014","118,424","28,364,375 ",South America,128,"11,423",8,,,492
73,Qatar,"215,160",+330,543 ,+2,"210,589",+439,"4,028",161,"76,629",193,"1,991,728","709,354","2,807,805 ",Asia,13,"5,171",1,118,0.7,"1,435"
74,Bahrain,"214,870","+2,719",809 ,+15,"193,337","+1,815","20,724",199,"122,540",461,"4,468,716","2,548,491","1,753,475 ",Asia,8,"2,167",0,"1,551",9,"11,819"
75,Oman,"208,607",,"2,239 ",,"192,973",,"13,395",251,"39,956",429,"1,550,000","296,880","5,220,969 ",Asia,25,"2,332",3,,,"2,566"
76,Bosnia and Herzegovina,"203,150",,"9,108 ",,"172,005",,"22,037",,"62,265","2,792","954,240","292,471","3,262,677 ",Europe,16,358,3,,,"6,754"
77,Libya,"182,899",,"3,105 ",,"169,733",,"10,061",,"26,302",447,"998,860","143,640","6,953,890 ",Africa,38,"2,240",7,,,"1,447"
78,Kenya,"168,108",+573,"3,049 ",+6,"114,452",+58,"50,607",119,"3,067",56,"1,777,034","32,419","54,815,329 ",Africa,326,"17,978",31,10,0.1,923
79,Nigeria,"165,979",+35,"2,067 ",,"156,468",+6,"7,444",11,788,10,"2,002,653","9,508","210,638,801 ",Africa,"1,269","101,906",105,0.2,,35
80,Sri Lanka,"161,242","+2,909","1,133 ",,"126,995","+1,635","33,114",,"7,502",53,"3,277,624","152,498","21,492,847 ",Asia,133,"18,970",7,135,,"1,541"
81,North Macedonia,"155,028",+51,"5,296 ",+16,"146,800",+84,"2,932",25,"74,415","2,542","773,531","371,301","2,083,298 ",Europe,13,393,3,24,8,"1,407"
82,Myanmar,"143,228",+17,"3,216 ",,"132,177",+8,"7,835",,"2,617",59,"2,610,069","47,687","54,732,938 ",Asia,382,"17,019",21,0.3,,143
83,S. Korea,"135,344",+666,"1,926 ",+4,"125,032",+874,"8,386",150,"2,638",38,"9,520,966","185,564","51,308,338 ",Asia,379,"26,640",5,13,0.08,163
84,Albania,"132,176",+23,"2,442 ",+1,"128,601",+176,"1,133",18,"45,974",849,"692,572","240,894","2,875,007 ",Europe,22,"1,177",4,8,0.3,394
85,Cuba,"131,832","+1,289",863 ,+14,"124,020","+1,256","6,949",136,"11,645",76,"4,104,996","362,617","11,320,479 ",North America,86,"13,118",3,114,1,614
86,Latvia,"130,712",+441,"2,323 ",+14,"121,123",+775,"7,266",81,"69,988","1,244","2,573,943","1,378,181","1,867,638 ",Europe,14,804,1,236,7,"3,890"
87,Estonia,"128,489",+180,"1,240 ",+1,"120,625",+485,"6,624",31,"96,803",934,"1,389,129","1,046,561","1,327,327 ",Europe,10,"1,070",1,136,0.8,"4,990"
88,Algeria,"126,651",+217,"3,411 ",+6,"88,208",+142,"35,032",18,"2,843",77,"230,861","5,182","44,549,977 ",Africa,352,"13,061",193,5,0.1,786
89,Thailand,"126,118","+3,052",759 ,+24,"82,404","+2,900","42,955","1,228","1,803",11,"8,124,896","116,144","69,955,328 ",Asia,555,"92,168",9,44,0.3,614
90,Norway,"121,963",+452,781 ,,"88,952",,"32,230",21,"22,343",143,"5,507,549","1,008,933","5,458,783 ",Europe,45,"6,989",1,83,,"5,904"
91,Kyrgyzstan,"102,186",+308,"1,743 ",+8,"95,446",+332,"4,997",86,"15,438",263,"1,086,853","164,196","6,619,255 ",Asia,65,"3,798",6,47,1,755
92,Montenegro,"99,203",+50,"1,572 ",,"96,543",+95,"1,088",60,"157,932","2,503","402,627","640,986","628,137 ",Europe,6,400,2,80,,"1,732"
93,Uzbekistan,"98,164",+308,680 ,+2,"93,633",+294,"3,851",23,"2,896",20,"1,377,915","40,649","33,897,867 ",Asia,345,"49,850",25,9,0.06,114
94,Ghana,"93,583",+62,783 ,,"91,511",+53,"1,289",7,"2,957",25,"1,138,228","35,969","31,644,899 ",Africa,338,"40,415",28,2,,41
95,Zambia,"93,106",+186,"1,267 ",+1,"91,102",+83,737,49,"4,943",67,"1,507,886","80,050","18,836,829 ",Africa,202,"14,867",12,10,0.05,39
96,Finland,"91,405",+248,932 ,,"46,000",,"44,473",28,"16,474",168,"4,867,244","877,241","5,548,356 ",Europe,61,"5,953",1,45,,"8,016"
97,Cameroon,"77,733",,"1,239 ",,"72,226",,"4,268",385,"2,865",46,"1,518,411","55,973","27,127,738 ",Africa,349,"21,895",18,,,157
98,El Salvador,"72,220",,"2,211 ",+5,"67,510",,"2,499",22,"11,085",339,"968,755","148,691","6,515,213 ",North America,90,"2,947",7,,0.8,384
99,Cyprus,"71,836",+91,353 ,+1,"39,061",,"32,422",44,"59,117",291,"6,223,770","5,121,837","1,215,144 ",Asia,17,"3,442",0,75,0.8,"26,682"
100,Mozambique,"70,568",+17,831 ,,"68,845",,892,21,"2,203",26,"542,895","16,952","32,025,681 ",Africa,454,"38,539",59,0.5,,28
101,Luxembourg,"69,607",+62,811 ,+1,"67,162",,"1,634",17,"109,622","1,277","2,822,476","4,445,033","634,973 ",Europe,9,783,0,98,2,"2,573"
102,Afghanistan,"65,728",+242,"2,802 ",+10,"55,886",+96,"7,040","1,124","1,656",71,"443,823","11,179","39,700,998 ",Asia,604,"14,169",89,6,0.3,177
103,Singapore,"61,799",+29,32 ,,"61,277",+35,490,5,"10,490",5,"11,064,019","1,878,094","5,891,089 ",Asia,95,"184,097",1,5,,83
104,Maldives,"54,365","+1,960",123 ,+3,"31,812",+615,"22,430",90,"99,035",224,"826,077","1,504,834","548,949 ",Asia,10,"4,463",1,"3,570",5,"40,860"
105,Namibia,"52,712",+279,763 ,+4,"49,138",+187,"2,811",51,"20,419",296,"420,361","162,835","2,581,521 ",Africa,49,"3,383",6,108,2,"1,089"
106,Mongolia,"51,931",+684,244 ,+4,"45,853",+708,"5,834",99,"15,619",73,"2,873,369","864,192","3,324,920 ",Asia,64,"13,627",1,206,1,"1,755"
107,Botswana,"51,620",,784 ,,"48,449",,"2,387",1,"21,567",328,"1,111,863","464,533","2,393,507 ",Africa,46,"3,053",2,,,997
108,Jamaica,"47,899",+123,912 ,+8,"23,742",,"23,245",16,"16,113",307,"364,551","122,636","2,972,625 ",North America,62,"3,259",8,41,3,"7,820"
109,Ivory Coast,"46,942",+68,298 ,,"46,346",+64,298,,"1,742",11,"619,741","22,993","26,953,495 ",Africa,574,"90,448",43,3,,11
110,Uganda,"43,507",+137,350 ,,"42,880",+451,277,24,925,7,"1,075,386","22,876","47,010,031 ",Africa,"1,081","134,314",44,3,,6
111,Senegal,"41,062",+39,"1,130 ",+1,"39,738",+28,194,7,"2,397",66,"505,708","29,518","17,132,273 ",Africa,417,"15,161",34,2,0.06,11
112,Madagascar,"40,780",+88,793 ,+7,"39,101",+151,886,245,"1,440",28,"198,636","7,015","28,317,702 ",Africa,694,"35,710",143,3,0.2,31
113,Zimbabwe,"38,679",+15,"1,586 ",,"36,445",+10,648,1,"2,569",105,"458,624","30,465","15,054,127 ",Africa,389,"9,492",33,1.0,,43
114,Sudan,"35,071",,"2,568 ",,"27,949",,"4,554",,784,57,"232,965","5,206","44,751,292 ",Africa,"1,276","17,427",192,,,102
115,Malawi,"34,261",,"1,153 ",,"32,262",,846,11,"1,751",59,"242,089","12,374","19,565,098 ",Africa,571,"16,969",81,,,43
116,Angola,"32,149",+240,715 ,+6,"26,775",+262,"4,659",16,952,21,"544,183","16,117","33,764,562 ",Africa,"1,050","47,223",62,7,0.2,138
117,DRC,"30,863",+38,779 ,,"27,603",,"2,481",,336,8,"157,353","1,711","91,954,405 ",Africa,"2,979","118,042",584,0.4,,27
118,Malta,"30,499",+2,417 ,,"29,998",+14,84,,"68,911",942,"908,544","2,052,808","442,586 ",Europe,15,"1,061",0,5,,190
119,Australia,"30,003",+3,910 ,,"28,987",,106,1,"1,165",35,"17,797,116","690,839","25,761,598 ",Australia/Oceania,859,"28,309",1,0.1,,4
120,Cabo Verde,"29,198",+165,256 ,+2,"26,657",+201,"2,285",23,"52,016",456,"158,645","282,623","561,330 ",Africa,19,"2,193",4,294,4,"4,071"
121,Rwanda,"26,658",+57,349 ,,"24,967",,"1,342",1,"2,014",26,"1,400,892","105,848","13,234,955 ",Africa,496,"37,923",9,4,,101
122,Cambodia,"24,645",+488,167 ,+2,"17,164",+640,"7,314",,"1,456",10,"1,106,010","65,354","16,923,489 ",Asia,687,"101,338",15,29,0.1,432
123,Gabon,"24,107",,147 ,,"20,976",,"2,984",23,"10,610",65,"785,631","345,788","2,272,001 ",Africa,94,"15,456",3,,,"1,313"
124,Syria,"24,052",+56,"1,729 ",+5,"21,534",+20,789,,"1,346",97,"103,566","5,794","17,875,099 ",Asia,743,"10,338",173,3,0.3,44
125,Réunion,"23,566",,176 ,,"21,709",,"1,681",31,"26,156",195,"102,720","114,010","900,972 ",Africa,38,"5,119",9,,,"1,866"
126,Guinea,"22,988",+25,158 ,+3,"20,699",+85,"2,131",24,"1,710",12,"447,203","33,259","13,446,229 ",Africa,585,"85,103",30,2,0.2,158
127,French Guiana,"22,780",,112 ,,"9,995",,"12,673",27,"74,567",367,"246,436","806,672","305,497 ",South America,13,"2,728",1,,,"41,483"
128,Mayotte,"20,176",,171 ,,"2,964",,"17,041",6,"72,416",614,"176,919","634,999","278,613 ",Africa,14,"1,629",2,,,"61,164"
129,Trinidad and Tobago,"19,444",+509,365 ,+17,"11,314",+215,"7,765",15,"13,854",260,"164,648","117,312","1,403,507 ",North America,72,"3,845",9,363,12,"5,533"
130,Mauritania,"19,114",+65,458 ,,"18,249",+18,407,14,"4,018",96,"257,158","54,056","4,757,227 ",Africa,249,"10,387",18,14,,86
131,French Polynesia,"18,844",,141 ,,"18,677",,26,1,"66,741",499,"26,355","93,343","282,347 ",Australia/Oceania,15,"2,002",11,,,92
132,Eswatini,"18,546",,672 ,,"17,824",,50,3,"15,841",574,"203,882","174,140","1,170,794 ",Africa,63,"1,742",6,,,43
133,Guadeloupe,"16,530",,221 ,,"2,250",,"14,059",29,"41,306",552,"201,479","503,465","400,185 ",North America,24,"1,811",2,,,"35,131"
134,Guyana,"16,014",+111,355 ,+6,"13,710",+257,"1,949",19,"20,273",449,"143,825","182,076","789,916 ",South America,49,"2,225",5,141,8,"2,467"
135,Papua New Guinea,"14,910",,154 ,,"13,801",,955,,"1,639",17,"110,286","12,124","9,096,575 ",Australia/Oceania,610,"59,069",82,,,105
136,Somalia,"14,594",,767 ,,"6,639",,"7,188",,896,47,"124,818","7,665","16,283,263 ",Africa,"1,116","21,230",130,,,441
137,Mali,"14,236",,512 ,,"9,418",,"4,306",,686,25,"287,949","13,868","20,763,751 ",Africa,"1,459","40,554",72,,,207
138,Haiti,"13,735",+111,280 ,+4,"12,479",+16,976,,"1,192",24,"60,085","5,213","11,525,462 ",North America,839,"41,162",192,10,0.3,85
139,Andorra,"13,569",,127 ,,"13,234",,208,12,"175,367","1,641","193,595","2,502,036","77,375 ",Europe,6,609,0,,,"2,688"
140,Burkina Faso,"13,410",,165 ,,"13,225",,20,,626,8,"185,336","8,658","21,407,558 ",Africa,"1,596","129,743",116,,,0.9
141,Togo,"13,352",,125 ,,"12,142",,"1,085",,"1,580",15,"327,100","38,712","8,449,670 ",Africa,633,"67,597",26,,,128
142,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,368",9,,,"9,726,445 ",Asia,731,"108,072",,,,
143,Belize,"12,764",,323 ,,"12,358",,83,1,"31,594",800,"128,613","318,350","403,999 ",North America,32,"1,251",3,,,205
144,Suriname,"12,742",,243 ,,"10,686",,"1,813",30,"21,550",411,"58,005","98,100","591,285 ",South America,46,"2,433",10,,,"3,066"
145,Curaçao,"12,268",,122 ,,"12,085",,61,18,"74,492",741,"106,686","647,807","164,688 ",North America,13,"1,350",2,,,370
146,Martinique,"11,866",,93 ,,98,,"11,675",10,"31,642",248,"174,717","465,903","375,007 ",North America,32,"4,032",2,,,"31,133"
147,Hong Kong,"11,831",+1,210 ,,"11,550",+3,71,2,"1,567",28,"14,841,321","1,965,519","7,550,842 ",Asia,638,"35,956",1,0.1,,9
148,Djibouti,"11,491",+1,152 ,,"11,325",+12,14,,"11,483",152,"156,054","155,945","1,000,697 ",Africa,87,"6,584",6,1.0,,14
149,Congo,"11,476",,150 ,,"8,208",,"3,118",,"2,036",27,"141,948","25,178","5,637,700 ",Africa,491,"37,585",40,,,553
150,Bahamas,"11,396",,222 ,,"10,221",,953,8,"28,736",560,"94,058","237,179","396,570 ",North America,35,"1,786",4,,,"2,403"
151,Aruba,"10,902",,106 ,,"10,728",,68,14,"101,728",989,"160,593","1,498,516","107,168 ",North America,10,"1,011",1,,,635
152,Lesotho,"10,815",+9,326 ,+6,"6,431",+4,"4,058",,"5,013",151,"90,875","42,125","2,157,288 ",Africa,199,"6,617",24,4,3,"1,881"
153,South Sudan,"10,652",,115 ,,"10,462",,75,,942,10,"159,088","14,066","11,309,808 ",Africa,"1,062","98,346",71,,,7
154,Seychelles,"9,764",,35 ,,"7,826",,"1,903",,"98,740",354,"21,504","217,463","98,886 ",Africa,10,"2,825",5,,,"19,244"
155,Equatorial Guinea,"8,436",,113 ,,"7,801",,522,7,"5,844",78,"123,169","85,329","1,443,459 ",Africa,171,"12,774",12,,,362
156,Benin,"8,025",,101 ,,"7,893",,31,35,647,8,"604,310","48,724","12,402,690 ",Africa,"1,546","122,799",21,,,2
157,Nicaragua,"7,193",,185 ,,"4,225",,"2,783",,"1,075",28,,,"6,694,265 ",North America,931,"36,185",,,,416
158,CAR,"7,010",,96 ,,"5,112",,"1,802",2,"1,429",20,"40,907","8,342","4,903,905 ",Africa,700,"51,082",120,,,367
159,Yemen,"6,649",+17,"1,304 ",+2,"3,201",+22,"2,144",23,219,43,"56,852","1,870","30,404,993 ",Asia,"4,573","23,317",535,0.6,0.07,71
160,Iceland,"6,556",,29 ,,"6,478",,49,3,"19,102",84,"635,858","1,852,706","343,205 ",Europe,52,"11,835",1,,,143
161,Gambia,"5,968",,175 ,,"5,727",,66,3,"2,410",71,"76,379","30,843","2,476,386 ",Africa,415,"14,151",32,,,27
162,Timor-Leste,"5,481",+188,11 ,,"2,960",+153,"2,510",,"4,088",8,"88,932","66,337","1,340,603 ",Asia,245,"121,873",15,140,,"1,872"
