,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
83,Albania,"131,939",,"2,427 ",,"122,105",,"7,407",18,"45,891",844,"669,140","232,739","2,875,067 ",Europe,22,"1,185",4,,,"2,576"
84,S. Korea,"131,061",+681,"1,896 ",+3,"121,282",+887,"7,883",150,"2,554",37,"9,319,094","181,632","51,307,497 ",Asia,391,"27,061",6,13,0.06,154
85,Latvia,"127,053",,"2,248 ",,"115,670",,"9,135",81,"68,014","1,203","2,470,356","1,322,436","1,868,034 ",Europe,15,831,1,,,"4,890"
86,Estonia,"126,922",+281,"1,220 ",+3,"118,553",+545,"7,149",36,"95,623",919,"1,356,381","1,021,902","1,327,310 ",Europe,10,"1,088",1,212,2,"5,386"
87,Algeria,"125,059",,"3,360 ",,"87,137",,"34,562",28,"2,808",75,"230,861","5,184","44,534,813 ",Africa,356,"13,254",193,,,776
88,Cuba,"121,838",,785 ,,"114,544",,"6,509",138,"10,762",69,"3,946,550","348,616","11,320,611 ",North America,93,"14,421",3,,,575
89,Norway,"118,740",,774 ,,"88,952",,"29,014",24,"21,755",142,"5,423,294","993,646","5,457,973 ",Europe,46,"7,052",1,,,"5,316"
90,Kyrgyzstan,"100,249",+404,"1,695 ",+8,"93,302",+349,"5,252",85,"15,150",256,"1,051,972","158,976","6,617,195 ",Asia,66,"3,904",6,61,1,794
91,Thailand,"99,145","+3,095",565 ,+17,"63,667","+1,351","34,913","1,207","1,417",8,"8,124,896","116,150","69,951,988 ",Asia,706,"123,809",9,44,0.2,499
92,Montenegro,"98,703",,"1,556 ",,"95,676",,"1,471",64,"157,137","2,477","392,125","624,269","628,135 ",Europe,6,404,2,,,"2,342"
93,Uzbekistan,"96,368",+251,667 ,,"91,831",+324,"3,870",23,"2,844",20,"1,377,915","40,660","33,888,586 ",Asia,352,"50,807",25,7,,114
94,Ghana,"93,243",,783 ,,"91,146",,"1,314",7,"2,948",25,"1,118,523","35,360","31,632,469 ",Africa,339,"40,399",28,,,42
95,Zambia,"92,356",,"1,260 ",,"90,699",,397,36,"4,906",67,"1,462,217","77,666","18,826,944 ",Africa,204,"14,942",13,,,21
96,Finland,"89,686",,931 ,,"46,000",,"42,755",28,"16,165",168,"4,720,329","850,787","5,548,192 ",Europe,62,"5,959",1,,,"7,706"
97,Cameroon,"74,946",,"1,152 ",,"70,497",,"3,297",385,"2,764",42,"1,518,411","55,999","27,115,061 ",Africa,362,"23,537",18,,,122
98,El Salvador,"70,915",,"2,178 ",,"66,418",,"2,319",28,"10,886",334,"946,627","145,309","6,514,588 ",North America,92,"2,991",7,,,356
99,Cyprus,"70,742",,346 ,,"39,061",,"31,335",51,"58,225",285,"5,733,920","4,719,369","1,214,976 ",Asia,17,"3,511",0,,,"25,791"
100,Mozambique,"70,361",,826 ,,"68,487",,"1,048",24,"2,198",26,"534,044","16,684","32,008,868 ",Africa,455,"38,752",60,,,33
101,Luxembourg,"68,922",,806 ,,"66,183",,"1,933",30,"108,577","1,270","2,760,597","4,348,917","634,778 ",Europe,9,788,0,,,"3,045"
102,Afghanistan,"63,412",,"2,733 ",,"54,634",,"6,045","1,124","1,598",69,"428,935","10,809","39,684,190 ",Asia,626,"14,520",93,,,152
103,Singapore,"61,505",,31 ,,"61,047",,427,3,"10,442",5,"10,441,802","1,772,738","5,890,210 ",Asia,96,"190,007",1,,,72
104,Namibia,"50,733",,704 ,,"47,776",,"2,253",60,"19,659",273,"406,093","157,361","2,580,640 ",Africa,51,"3,666",6,,,873
105,Botswana,"49,656",,761 ,,"46,640",,"2,255",1,"20,754",318,"1,089,391","455,317","2,392,597 ",Africa,48,"3,144",2,,,942
106,Mongolia,"48,101",+553,205 ,+5,"39,564","+1,234","8,332",106,"14,471",62,"2,822,456","849,138","3,323,909 ",Asia,69,"16,214",1,166,2,"2,507"
107,Jamaica,"47,150",,838 ,,"22,895",,"23,417",18,"15,863",282,"351,564","118,277","2,972,378 ",North America,63,"3,547",8,,,"7,878"
108,Ivory Coast,"46,535",,295 ,,"46,006",,234,,"1,727",11,"608,960","22,603","26,940,965 ",Africa,579,"91,325",44,,,9
109,Maldives,"42,775",,92 ,,"27,672",,"15,011",90,"77,948",168,"788,171","1,436,261","548,766 ",Asia,13,"5,965",1,,,"27,354"
110,Uganda,"42,674",,347 ,,"41,971",,356,24,908,7,"1,055,305","22,462","46,982,269 ",Africa,"1,101","135,396",45,,,8
111,Senegal,"40,806",,"1,122 ",,"39,529",,155,11,"2,383",66,"495,502","28,936","17,123,805 ",Africa,420,"15,262",35,,,9
112,Madagascar,"39,888",,748 ,,"37,431",,"1,709",285,"1,409",26,"194,669","6,878","28,304,042 ",Africa,710,"37,840",145,,,60
113,Zimbabwe,"38,535",,"1,582 ",,"36,308",,645,12,"2,560",105,"443,025","29,437","15,049,987 ",Africa,391,"9,513",34,,,43
114,Sudan,"34,272",,"2,446 ",,"27,949",,"3,877",,766,55,"232,965","5,208","44,731,659 ",Africa,"1,305","18,288",192,,,87
115,Malawi,"34,200",,"1,153 ",,"32,176",,871,11,"1,749",59,"238,017","12,171","19,555,612 ",Africa,572,"16,961",82,,,45
116,DRC,"30,511",,775 ,,"26,601",,"3,135",,332,8,"155,250","1,689","91,902,095 ",Africa,"3,012","118,583",592,,,34
117,Malta,"30,474",,417 ,,"29,877",,180,,"68,858",942,"893,092","2,017,995","442,564 ",Europe,15,"1,061",0,,,407
118,Angola,"30,030",,651 ,,"25,650",,"3,729",22,890,19,"527,590","15,635","33,744,917 ",Africa,"1,124","51,836",64,,,111
119,Australia,"29,962",+5,910 ,,"28,886",,166,1,"1,163",35,"17,465,839","678,129","25,755,941 ",Australia/Oceania,860,"28,303",1,0.2,,6
120,Cabo Verde,"27,672",,244 ,,"24,546",,"2,882",23,"49,307",435,"158,645","282,681","561,215 ",Africa,20,"2,300",4,,,"5,135"
121,Rwanda,"26,033",,343 ,,"24,592",,"1,098",1,"1,968",26,"1,362,483","102,994","13,228,796 ",Africa,508,"38,568",10,,,83
122,Gabon,"23,799",,143 ,,"20,379",,"3,277",15,"10,480",63,"767,445","337,934","2,270,994 ",Africa,95,"15,881",3,,,"1,443"
123,Syria,"23,645",,"1,688 ",,"20,197",,"1,760",,"1,323",94,"103,566","5,797","17,866,944 ",Asia,756,"10,585",173,,,99
124,Guinea,"22,746",,151 ,,"20,366",,"2,229",24,"1,692",11,"445,243","33,130","13,439,391 ",Africa,591,"89,003",30,,,166
125,Réunion,"22,644",,169 ,,"21,603",,872,36,"25,136",188,"102,720","114,026","900,850 ",Africa,40,"5,330",9,,,968
126,Cambodia,"21,834",+335,147 ,,"10,740",+873,"10,947",,"1,290",9,"1,036,373","61,255","16,919,063 ",Asia,775,"115,096",16,20,,647
127,French Guiana,"21,465",,108 ,,"9,995",,"11,362",28,"70,297",354,"234,758","768,821","305,348 ",South America,14,"2,827",1,,,"37,210"
128,Mayotte,"20,176",,171 ,,"2,964",,"17,041",6,"72,449",614,"176,919","635,286","278,487 ",Africa,14,"1,629",2,,,"61,191"
129,French Polynesia,"18,815",,141 ,,"18,650",,24,1,"66,645",499,"26,355","93,353","282,316 ",Australia/Oceania,15,"2,002",11,,,85
130,Mauritania,"18,781",,457 ,,"18,024",,300,14,"3,950",96,"248,008","52,159","4,754,881 ",Africa,253,"10,405",19,,,63
131,Eswatini,"18,511",,671 ,,"17,793",,47,3,"15,814",573,"197,154","168,427","1,170,564 ",Africa,63,"1,745",6,,,40
132,Guadeloupe,"16,017",,221 ,,"2,242",,"13,554",33,"40,024",552,"195,404","488,287","400,183 ",North America,25,"1,811",2,,,"33,870"
133,Trinidad and Tobago,"15,379",,265 ,,"9,900",,"5,214",15,"10,958",189,"151,103","107,668","1,403,420 ",North America,91,"5,296",9,,,"3,715"
134,Guyana,"14,988",,335 ,,"12,834",,"1,819",14,"18,976",424,"135,059","170,995","789,844 ",South America,53,"2,358",6,,,"2,303"
135,Somalia,"14,486",,753 ,,"6,325",,"7,408",,890,46,"120,132","7,381","16,274,750 ",Africa,"1,123","21,613",135,,,455
136,Mali,"14,163",,510 ,,"9,157",,"4,496",,682,25,"281,392","13,559","20,752,550 ",Africa,"1,465","40,691",74,,,217
137,Papua New Guinea,"13,707",,136 ,,"11,034",,"2,537",,"1,507",15,"110,286","12,128","9,093,328 ",Australia/Oceania,663,"66,863",82,,,279
138,Andorra,"13,510",,127 ,,"13,155",,228,12,"174,611","1,641","193,595","2,502,133","77,372 ",Europe,6,609,0,,,"2,947"
139,Burkina Faso,"13,394",,164 ,,"13,194",,36,,626,8,"183,292","8,566","21,396,554 ",Africa,"1,597","130,467",117,,,2
140,Haiti,"13,353",,271 ,,"12,414",,668,,"1,159",24,"60,085","5,214","11,522,804 ",North America,863,"42,520",192,,,58
141,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,722,338 ",Asia,731,"108,026",,,,
142,Togo,"13,244",,125 ,,"11,847",,"1,272",,"1,568",15,"321,577","38,075","8,445,949 ",Africa,638,"67,568",26,,,151
143,Belize,"12,714",,323 ,,"12,337",,54,1,"31,481",800,"124,603","308,529","403,861 ",North America,32,"1,250",3,,,134
144,Curaçao,"12,246",,119 ,,"12,059",,68,18,"74,365",723,"103,024","625,620","164,675 ",North America,13,"1,384",2,,,413
145,Hong Kong,"11,819",,210 ,,"11,516",,93,2,"1,565",28,"14,841,321","1,965,821","7,549,680 ",Asia,639,"35,951",1,,,12
146,Martinique,"11,736",,90 ,,98,,"11,548",24,"31,295",240,"170,302","454,124","375,012 ",North America,32,"4,167",2,,,"30,794"
147,Suriname,"11,707",,223 ,,"10,112",,"1,372",29,"19,803",377,"55,126","93,247","591,185 ",South America,50,"2,651",11,,,"2,321"
148,Djibouti,"11,402",,151 ,,"11,241",,10,,"11,397",151,"153,192","153,127","1,000,422 ",Africa,88,"6,625",7,,,10
149,Congo,"11,343",,148 ,,"8,208",,"2,987",,"2,013",26,"141,948","25,190","5,635,095 ",Africa,497,"38,075",40,,,530
150,Bahamas,"11,024",,216 ,,"9,967",,841,5,"27,803",545,"91,550","230,896","396,498 ",North America,36,"1,836",4,,,"2,121"
151,Aruba,"10,838",,104 ,,"10,639",,95,14,"101,139",971,"156,663","1,461,968","107,159 ",North America,10,"1,030",1,,,887
152,Lesotho,"10,778",,320 ,,"6,427",,"4,031",,"4,997",148,"86,427","40,069","2,156,964 ",Africa,200,"6,741",25,,,"1,869"
153,South Sudan,"10,651",,115 ,,"10,462",,74,,942,10,"158,678","14,033","11,307,299 ",Africa,"1,062","98,324",71,,,7
154,Seychelles,"9,184",,32 ,,"6,413",,"2,739",,"92,885",324,"21,504","217,487","98,875 ",Africa,11,"3,090",5,,,"27,702"
155,Benin,"7,995",,101 ,,"7,652",,242,35,645,8,"595,112","48,006","12,396,596 ",Africa,"1,551","122,739",21,,,20
156,Equatorial Guinea,"7,694",,112 ,,"7,279",,303,7,"5,334",78,"123,169","85,381","1,442,573 ",Africa,187,"12,880",12,,,210
157,Nicaragua,"7,086",,184 ,,"4,225",,"2,677",,"1,059",27,,,"6,692,758 ",North America,945,"36,374",,,,400
158,CAR,"6,866",,95 ,,"5,112",,"1,659",2,"1,401",19,"40,907","8,344","4,902,297 ",Africa,714,"51,603",120,,,338
159,Iceland,"6,537",,29 ,,"6,445",,63,3,"19,049",85,"622,370","1,813,628","343,163 ",Europe,52,"11,833",1,,,184
160,Yemen,"6,523",,"1,285 ",,"3,008",,"2,230",23,215,42,"35,043","1,153","30,392,400 ",Asia,"4,659","23,652",867,,,73
161,Gambia,"5,940",,175 ,,"5,674",,91,3,"2,400",71,"76,379","30,859","2,475,082 ",Africa,417,"14,143",32,,,37
162,Niger,"5,326",,192 ,,"4,936",,198,2,213,8,"101,658","4,073","24,958,286 ",Africa,"4,686","129,991",246,,,8
163,San Marino,"5,083",,90 ,,"4,968",,25,4,"149,531","2,648","63,241","1,860,412","33,993 ",Europe,7,378,1,,,735
164,Chad,"4,897",,173 ,,"4,677",,47,,291,10,"116,416","6,917","16,831,306 ",Africa,"3,437","97,291",145,,,3
165,Saint Lucia,"4,788",,75 ,,"4,511",,202,2,"25,972",407,"42,879","232,589","184,355 ",North America,39,"2,458",4,,,"1,096"
166,Gibraltar,"4,286",,94 ,,"4,189",,3,,"127,249","2,791","242,473","7,198,890","33,682 ",Europe,8,358,0,,,89
167,Burundi,"4,282",,6 ,,773,,"3,503",,351,0.5,"279,132","22,889","12,195,292 ",Africa,"2,848","2,032,549",44,,,287
168,Timor-Leste,"4,118",,8 ,,"2,146",,"1,964",,"3,073",6,"84,361","62,950","1,340,122 ",Asia,325,"167,515",16,,,"1,466"
169,Sierra Leone,"4,103",,79 ,,"3,101",,923,,505,10,"153,257","18,881","8,116,948 ",Africa,"1,978","102,746",53,,,114
170,Channel Islands,"4,057",,86 ,,"3,956",,15,,"23,150",491,"454,413","2,592,927","175,251 ",Europe,43,"2,038",0,,,86
171,Barbados,"3,961",,46 ,,"3,900",,15,,"13,769",160,"161,835","562,552","287,680 ",North America,73,"6,254",2,,,52
172,Comoros,"3,860",,146 ,,"3,688",,26,,"4,359",165,,,"885,578 ",Africa,229,"6,066",,,,29
173,Vietnam,"3,854",+38,35 ,,"2,657",,"1,162",,39,0.4,"3,091,540","31,515","98,097,196 ",Asia,"25,453","2,802,777",32,0.4,,12
174,Eritrea,"3,822",,12 ,,"3,639",,171,,"1,065",3,"23,693","6,602","3,588,868 ",Africa,939,"299,072",151,,,48
175,Guinea-Bissau,"3,745",,67 ,,"3,427",,251,9,"1,865",33,"65,454","32,595","2,008,086 ",Africa,536,"29,971",31,,,125
